i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp
2900,24619.0,45.39973012663423,8410640000.0,29937.452435442312,-262064.54756450653
2900,24619.25,44.61256378336973,8410640000.0,29945.003432996193,-262056.99656677246
2900,24619.5,44.85089960903484,8410640000.0,29952.557767687686,-262049.44223213196
2900,24619.75,44.80563386836719,8410640000.0,29960.077502313303,-262041.92249774933
2901,24620.0,45.41177194075421,8410640000.0,29967.74292194679,-262034.25707817078
2901,24620.25,44.90665333494009,8410640000.0,29975.32827012284,-262026.6717300415
2901,24620.5,46.01475335133166,8410640000.0,29982.90579387308,-262019.09420585632
2901,24620.75,45.34013187210641,8410640000.0,29990.495324788422,-262011.5046749115
2902,24621.0,46.05749299122968,8410640000.0,29998.02695342483,-262003.9730463028
2902,24621.25,45.66412892180033,8410640000.0,30005.622167060894,-261996.3778333664
2902,24621.5,45.754294593568154,8410640000.0,30012.950182359054,-261989.04981803894
2902,24621.75,45.79012064364686,8410640000.0,30020.733710586013,-261981.266289711
2903,24622.0,45.217680228089314,8410640000.0,30028.27414243672,-261973.72585773468
2903,24622.25,44.27009492197867,8410640000.0,30035.831544562167,-261966.1684551239
2903,24622.5,46.86586687551228,8410640000.0,30043.426714990143,-261958.57328510284
2903,24622.75,46.15374214888373,8410640000.0,30050.921266906724,-261951.0787334442
2904,24623.0,46.12834120951264,8410640000.0,30058.49226530041,-261943.5077342987
2904,24623.25,45.704046349216355,8410640000.0,30066.178428328094,-261935.8215713501
2904,24623.5,46.517106394144164,8410640000.0,30073.65883149436,-261928.34116840363
2904,24623.75,45.130287953063984,8410640000.0,30081.194705306894,-261920.80529499054
2905,24624.0,46.12780063046043,8410640000.0,30088.863121562703,-261913.1368780136
2905,24624.25,45.4707502362581,8410640000.0,30096.45906506452,-261905.54093456268
2905,24624.5,46.50056303061274,8410640000.0,30103.97579236935,-261898.02420806885
2905,24624.75,47.170925483958115,8410640000.0,30111.537643727395,-261890.46235656738
2906,24625.0,46.2309479573979,8410640000.0,30119.224501480105,-261882.7754983902
2906,24625.25,46.50445675921587,8410640000.0,30126.805634655862,-261875.1943655014
2906,24625.5,47.31104886681118,8410640000.0,30134.31196579953,-261867.68803405762
2906,24625.75,45.9222580879285,8410640000.0,30141.870896671146,-261860.12910366058
2907,24626.0,44.754367578952944,8410640000.0,30149.50192121358,-261852.49807834625
2907,24626.25,42.459440172160186,8410640000.0,30156.9687729361,-261845.03122711182
2907,24626.5,39.69322510407268,8410640000.0,30164.432057470814,-261837.56794261932
2907,24626.75,37.76693127004511,8410640000.0,30172.023071895783,-261829.97692775726
2908,24627.0,37.850506339735304,8410640000.0,30179.74732084393,-261822.25267887115
2908,24627.25,36.06105345229598,8410640000.0,30187.240221971446,-261814.75977802277
2908,24627.5,36.23246079670904,8410640000.0,30194.779653898735,-261807.2203464508
2908,24627.75,33.275749383688705,8410640000.0,30202.380056659877,-261799.61994361877
2909,24628.0,30.871749842685468,8410640000.0,30209.923297767116,-261792.07670211792
2909,24628.25,27.793522149007327,8410640000.0,30217.406443091873,-261784.5935573578
2909,24628.5,28.32864824410323,8410640000.0,30225.066336759963,-261776.93366336823
2909,24628.75,27.62607182867202,8410640000.0,30232.747058726614,-261769.2529411316
2910,24629.0,29.304633223279538,8410640000.0,30240.332942947174,-261761.66705703735
2910,24629.25,35.18650591293341,8410640000.0,30247.90749663405,-261754.09250354767
2910,24629.5,37.98026952278315,8410640000.0,30255.4594291215,-261746.54057121277
2910,24629.75,43.72165110080676,8410640000.0,30262.977019701495,-261739.02298069
2911,24630.0,45.5779744072651,8410640000.0,30270.55285024088,-261731.4471502304
2911,24630.25,44.71645899611379,8410640000.0,30277.960414574678,-261724.03958511353
2911,24630.5,45.97431762747026,8410640000.0,30285.5264317148,-261716.47356796265
2911,24630.75,45.699024651921135,8410640000.0,30293.067473618474,-261708.93252658844
2912,24631.0,46.46718027458289,8410640000.0,30300.61053349831,-261701.3894662857
2912,24631.25,46.451605044183545,8410640000.0,30308.422423781387,-261693.57757663727
2912,24631.5,48.08099161822273,8410640000.0,30315.764154462035,-261686.2358455658
2912,24631.75,46.55546078300981,8410640000.0,30323.456689891096,-261678.5433101654
2913,24632.0,45.42610521146202,8410640000.0,30331.08843386838,-261670.91156578064
2913,24632.25,46.92584284133721,8410640000.0,30338.56016415409,-261663.4398355484
2913,24632.5,45.99915895573344,8410640000.0,30346.18189332454,-261655.8181066513
2913,24632.75,46.76686854841153,8410640000.0,30353.774914042082,-261648.22508621216
2914,24633.0,46.628607175217866,8410640000.0,30361.234793146465,-261640.76520729065
2914,24633.25,46.05896924636165,8410640000.0,30368.720050757387,-261633.27994918823
2914,24633.5,45.69393410644601,8410640000.0,30376.436401976993,-261625.56359767914
2914,24633.75,45.406826534706504,8410640000.0,30383.854801984016,-261618.14519786835
2915,24634.0,46.458039200228555,8410640000.0,30391.433566446176,-261610.56643390656
2915,24634.25,46.095351639121404,8410640000.0,30399.016767791698,-261602.98323249817
2915,24634.5,45.66554578159095,8410640000.0,30406.61614126469,-261595.38385868073
2915,24634.75,47.289307388749755,8410640000.0,30414.088296516773,-261587.91170310974
2916,24635.0,45.59062590602022,8410640000.0,30421.78740962984,-261580.2125902176
2916,24635.25,45.449632967356635,8410640000.0,30429.292527087095,-261572.7074728012
2916,24635.5,45.942209168758325,8410640000.0,30436.898663276475,-261565.1013364792
2916,24635.75,46.53840377169405,8410640000.0,30444.4289638855,-261557.5710363388
2917,24636.0,46.525903869868685,8410640000.0,30451.951791446187,-261550.0482082367
2917,24636.25,46.76954013441196,8410640000.0,30459.51210089402,-261542.4878988266
2917,24636.5,46.220489981156916,8410640000.0,30467.072726844428,-261534.92727279663
2917,24636.75,45.51089090297249,8410640000.0,30474.718666649827,-261527.28133296967
2918,24637.0,46.414743944139815,8410640000.0,30482.336625989443,-261519.66337394714
2918,24637.25,46.11655611123831,8410640000.0,30489.89585947098,-261512.10414028168
2918,24637.5,46.838117089199415,8410640000.0,30497.441867208083,-261504.5581331253
2918,24637.75,45.729939782081395,8410640000.0,30505.17792322392,-261496.82207679749
2919,24638.0,45.68436613866088,8410640000.0,30512.7409593859,-261489.25904083252
2919,24638.25,46.07288186169658,8410640000.0,30520.088973973616,-261481.91102600098
2919,24638.5,48.297252482685806,8410640000.0,30527.805650370847,-261474.19434928894
2919,24638.75,47.459561977527265,8410640000.0,30535.350324351148,-261466.64967536926
2920,24639.0,46.631399429445274,8410640000.0,30542.815942421563,-261459.18405723572
2920,24639.25,45.77767647173596,8410640000.0,30550.47683040542,-261451.52316951752
2920,24639.5,47.71670111156969,8410640000.0,30557.905156399956,-261444.09484386444
2920,24639.75,45.77312010603868,8410640000.0,30565.458244670306,-261436.54175567627
2921,24640.0,47.03161971388829,8410640000.0,30573.042576709588,-261428.95742321014
2921,24640.25,46.435890838568035,8410640000.0,30580.525357045826,-261421.4746427536
2921,24640.5,47.3003312964323,8410640000.0,30588.201966573884,-261413.7980337143
2921,24640.75,45.814831913011645,8410640000.0,30595.74148939184,-261406.2585105896
2922,24641.0,47.46903140943557,8410640000.0,30603.303801592283,-261398.69619846344
2922,24641.25,46.080669413342335,8410640000.0,30610.82209853015,-261391.177901268
2922,24641.5,45.979238001353856,8410640000.0,30618.467296183368,-261383.53270339966
2922,24641.75,46.96652397119621,8410640000.0,30626.012518638134,-261375.98748111725
2923,24642.0,46.76205113943291,8410640000.0,30633.54396238474,-261368.45603752136
2923,24642.25,46.22763144515967,8410640000.0,30641.140313897016,-261360.85968589783
2923,24642.5,45.90100449268954,8410640000.0,30648.615828457907,-261353.3841714859
2923,24642.75,45.16001926552128,8410640000.0,30656.180613774843,-261345.81938648224
2924,24643.0,46.9720571289836,8410640000.0,30663.76551837372,-261338.23448181152
2924,24643.25,46.56680282749937,8410640000.0,30671.21811697391,-261330.78188323975
2924,24643.5,46.413674791161384,8410640000.0,30678.80072194792,-261323.1992778778
2924,24643.75,46.374060985082,8410640000.0,30686.220335268554,-261315.7796649933
2925,24644.0,45.93685830381233,8410640000.0,30693.835794094633,-261308.16420555115
2925,24644.25,45.821017265968585,8410640000.0,30701.398602019133,-261300.60139751434
2925,24644.5,46.13879121963262,8410640000.0,30709.005622058303,-261292.9943780899
2925,24644.75,44.9272074567508,8410640000.0,30716.453204783873,-261285.54679489136
2926,24645.0,44.95993101610789,8410640000.0,30724.069245764138,-261277.93075466156
2926,24645.25,45.600898261006,8410640000.0,30731.52655142593,-261270.47344875336
2926,24645.5,45.794079005460944,8410640000.0,30739.071449773714,-261262.92854976654
2926,24645.75,45.57539092041901,8410640000.0,30746.740109578604,-261255.25989055634
2927,24646.0,47.07944503002439,8410640000.0,30754.340268648906,-261247.65973091125
2927,24646.25,45.459270260199396,8410640000.0,30761.83239459521,-261240.1676054001
2927,24646.5,46.01557536927937,8410640000.0,30769.470654887737,-261232.5293455124
2927,24646.75,44.938667314664926,8410640000.0,30776.985886323633,-261225.0141134262
2928,24647.0,47.57297859417339,8410640000.0,30784.542180552377,-261217.45781898499
2928,24647.25,46.5066472062142,8410640000.0,30792.11880809805,-261209.88119220734
2928,24647.5,46.87675112043914,8410640000.0,30799.732355300104,-261202.2676448822
2928,24647.75,47.05557634465613,8410640000.0,30807.27079236207,-261194.72920799255
2929,24648.0,46.17494439367185,8410640000.0,30814.947517999295,-261187.0524816513
2929,24648.25,46.75774115996538,8410640000.0,30822.55989426008,-261179.44010543823
2929,24648.5,45.71909372806466,8410640000.0,30829.99360288056,-261172.0063972473
2929,24648.75,45.897591491796305,8410640000.0,30837.60750494352,-261164.39249515533
2930,24649.0,46.97235780305993,8410640000.0,30845.12544321102,-261156.87455654144
2930,24649.25,45.36933144736852,8410640000.0,30852.718197270307,-261149.2818031311
2930,24649.5,45.24358644674268,8410640000.0,30860.33336497527,-261141.66663455963
2930,24649.75,45.899413264236614,8410640000.0,30867.75256487502,-261134.24743556976
2931,24650.0,46.631493894561146,8410640000.0,30875.268390007506,-261126.73161029816
2931,24650.25,44.30781420388076,8410640000.0,30882.81882125872,-261119.18117904663
2931,24650.5,46.26228527997233,8410640000.0,30890.473044477698,-261111.52695560455
2931,24650.75,45.597401060437136,8410640000.0,30897.85858223495,-261104.14141750336
2932,24651.0,44.83464289325353,8410640000.0,30905.533662567443,-261096.46633720398
2932,24651.25,47.14741948655954,8410640000.0,30913.033222374906,-261088.9667778015
2932,24651.5,46.456626845313416,8410640000.0,30920.67596615154,-261081.32403373718
2932,24651.75,46.193817317728666,8410640000.0,30928.154828371848,-261073.8451719284
2933,24652.0,47.56291401576741,8410640000.0,30935.633936581096,-261066.36606311798
2933,24652.25,47.137099294434734,8410640000.0,30943.31578912004,-261058.68421077728
2933,24652.5,47.78050101199605,8410640000.0,30950.802296569476,-261051.1977033615
2933,24652.75,47.3635187087917,8410640000.0,30958.371926743413,-261043.62807369232
2934,24653.0,44.95062511754157,8410640000.0,30965.993838907398,-261036.00616073608
2934,24653.25,45.70849915795588,8410640000.0,30973.664507390746,-261028.3354921341
2934,24653.5,47.53114186654659,8410640000.0,30981.140649801124,-261020.85935020447
2934,24653.75,47.18179622407573,8410640000.0,30988.537000032895,-261013.46300029755
2935,24654.0,45.50517049412943,8410640000.0,30996.164112005958,-261005.83588790894
2935,24654.25,46.18992635330596,8410640000.0,31003.72207648075,-260998.27792358398
2935,24654.5,45.797232624348545,8410640000.0,31011.305536078093,-260990.69446372986
2935,24654.75,46.98252505725168,8410640000.0,31018.803280419637,-260983.19671916962
2936,24655.0,46.33435089909082,8410640000.0,31026.35714782265,-260975.64285182953
2936,24655.25,45.827863669205854,8410640000.0,31033.943087282314,-260968.05691242218
2936,24655.5,48.08776871056125,8410640000.0,31041.390345171516,-260960.60965442657
2936,24655.75,45.920306784966506,8410640000.0,31048.940401599088,-260953.05959796906
2937,24656.0,46.87870817228271,8410640000.0,31056.45726916093,-260945.5427312851
2937,24656.25,45.82429535023836,8410640000.0,31064.059729036846,-260937.94027137756
2937,24656.5,46.307985335438346,8410640000.0,31071.645532722338,-260930.35446739197
2937,24656.75,47.230463460685584,8410640000.0,31079.236613454017,-260922.76338672638
2938,24657.0,45.90897577433009,8410640000.0,31086.671225282324,-260915.3287744522
2938,24657.25,46.514214195415384,8410640000.0,31094.30124375197,-260907.69875621796
2938,24657.5,46.11693377956668,8410640000.0,31101.91053540737,-260900.08946418762
2938,24657.75,45.90101893697604,8410640000.0,31109.41835314013,-260892.58164691925
2939,24658.0,46.99749351293825,8410640000.0,31117.023994337724,-260884.9760055542
2939,24658.25,46.82496993839882,8410640000.0,31124.614103395717,-260877.38589668274
2939,24658.5,45.51511464652549,8410640000.0,31132.234977333243,-260869.76502227783
2939,24658.75,47.750681686599314,8410640000.0,31139.663985038424,-260862.33601474762
2940,24659.0,45.849465713216205,8410640000.0,31147.21171517081,-260854.78828525543
2940,24659.25,44.237471875951016,8410640000.0,31154.770290416905,-260847.22970962524
2940,24659.5,45.857719475065636,8410640000.0,31162.30857666564,-260839.69142341614
2940,24659.75,46.4944299759479,8410640000.0,31169.793079504107,-260832.20692062378
2941,24660.0,45.799757684025444,8410640000.0,31177.363575451272,-260824.6364250183
2941,24660.25,46.09590302252174,8410640000.0,31184.835932918402,-260817.16406726837
2941,24660.5,46.63555626056762,8410640000.0,31192.445874302328,-260809.55412578583
2941,24660.75,45.800162165818044,8410640000.0,31199.908020449056,-260802.09197998047
2942,24661.0,45.27047771411312,8410640000.0,31207.54321056699,-260794.45678901672
2942,24661.25,45.42140411340945,8410640000.0,31215.14443244544,-260786.85556793213
2942,24661.5,47.62850867621606,8410640000.0,31222.6239649803,-260779.37603473663
2942,24661.75,46.1013653614839,8410640000.0,31230.24873226832,-260771.75126743317
2943,24662.0,46.169972161001674,8410640000.0,31237.748752378822,-260764.251247406
2943,24662.25,46.38955969401468,8410640000.0,31245.340444376994,-260756.65955543518
2943,24662.5,45.04677624094089,8410640000.0,31252.94841073972,-260749.05158901215
2943,24662.75,48.02453894919843,8410640000.0,31260.462296751804,-260741.5377035141
2944,24663.0,44.637773837441564,8410640000.0,31267.96931076069,-260734.0306892395
2944,24663.25,45.176073179370334,8410640000.0,31275.561772092497,-260726.4382276535
2944,24663.5,45.91152822091604,8410640000.0,31283.02646359604,-260718.9735364914
2944,24663.75,45.23375972678762,8410640000.0,31290.47991073655,-260711.52008914948
2945,24664.0,44.274313789778766,8410640000.0,31298.082898780576,-260703.91710090637
2945,24664.25,48.29423807648221,8410640000.0,31305.597929039017,-260696.40207099915
2945,24664.5,46.09250408199982,8410640000.0,31313.089599378884,-260688.91040039062
2945,24664.75,46.169656639072464,8410640000.0,31320.60286116044,-260681.39713859558
2946,24665.0,44.95175913941209,8410640000.0,31328.226579114347,-260673.77342128754
2946,24665.25,44.66560321176167,8410640000.0,31335.75096040902,-260666.24903964996
2946,24665.5,44.683249738764204,8410640000.0,31343.321558638658,-260658.67844104767
2946,24665.75,45.186345554047016,8410640000.0,31350.82210941368,-260651.1778907776
2947,24666.0,47.56900448673966,8410640000.0,31358.36145333979,-260643.63854694366
2947,24666.25,46.33029799560935,8410640000.0,31365.985960945407,-260636.0140390396
2947,24666.5,46.275222860858335,8410640000.0,31373.49392026522,-260628.50607967377
2947,24666.75,44.5316134403254,8410640000.0,31381.156356384625,-260620.84364318848
2948,24667.0,46.40816456876373,8410640000.0,31388.6852433252,-260613.31475639343
2948,24667.25,46.47530979845213,8410640000.0,31396.176792536713,-260605.82320785522
2948,24667.5,44.89084745097078,8410640000.0,31403.757650764583,-260598.24234962463
2948,24667.75,48.2990726154588,8410640000.0,31411.364159114084,-260590.63584041595
2949,24668.0,46.260669983049404,8410640000.0,31418.901397434347,-260583.09860229492
2949,24668.25,45.67445842439608,8410640000.0,31426.52115611677,-260575.47884368896
2949,24668.5,45.20149606019969,8410640000.0,31434.007604846145,-260567.992395401
2949,24668.75,47.805898959796,8410640000.0,31441.59346995011,-260560.40653038025
2950,24669.0,46.514537840128625,8410640000.0,31449.110261879356,-260552.8897380829
2950,24669.25,44.689457901664106,8410640000.0,31456.63065461933,-260545.36934566498
2950,24669.5,44.85813088044483,8410640000.0,31464.110284300878,-260537.88971614838
2950,24669.75,45.440782916673946,8410640000.0,31471.654075028633,-260530.34592533112
2951,24670.0,45.0786841328608,8410640000.0,31479.226370501296,-260522.77362918854
2951,24670.25,45.25624472213269,8410640000.0,31486.753431409154,-260515.2465686798
2951,24670.5,45.7460321422143,8410640000.0,31494.262531886274,-260507.7374677658
2951,24670.75,46.26454577197384,8410640000.0,31501.941427941176,-260500.0585718155
2952,24671.0,45.09859257982064,8410640000.0,31509.319749038317,-260492.68025112152
2952,24671.25,45.76010983827756,8410640000.0,31516.850486007377,-260485.1495141983
2952,24671.5,46.989138966451236,8410640000.0,31524.417054192287,-260477.58294582367
2952,24671.75,46.67802017563362,8410640000.0,31531.963673244794,-260470.0363264084
2953,24672.0,46.06500365514147,8410640000.0,31539.523033121935,-260462.4769668579
2953,24672.25,47.1559330823973,8410640000.0,31547.06720342503,-260454.93279647827
2953,24672.5,46.68427739931214,8410640000.0,31554.557871441964,-260447.44212818146
2953,24672.75,46.43920132358018,8410640000.0,31562.16862855358,-260439.83137130737
2954,24673.0,45.081503204458784,8410640000.0,31569.603245958155,-260432.39675426483
2954,24673.25,45.75699828460118,8410640000.0,31577.123567830473,-260424.87643241882
2954,24673.5,46.33576597418898,8410640000.0,31584.71285850524,-260417.28714179993
2954,24673.75,45.28045475248099,8410640000.0,31592.267732799708,-260409.73226737976
2955,24674.0,46.20471583404337,8410640000.0,31599.745789913974,-260402.2542104721
2955,24674.25,46.56999908550124,8410640000.0,31607.245810147084,-260394.75418949127
2955,24674.5,45.84264471307613,8410640000.0,31614.688323880764,-260387.3116760254
2955,24674.75,44.037200483237655,8410640000.0,31622.23056764211,-260379.76943206787
2956,24675.0,45.91436109725046,8410640000.0,31629.850865261702,-260372.14913463593
2956,24675.25,46.43106315987787,8410640000.0,31637.303033208176,-260364.69696712494
2956,24675.5,45.37815797934583,8410640000.0,31645.005167754483,-260356.99483203888
2956,24675.75,46.61830376091528,8410640000.0,31652.468557653785,-260349.5314426422
2957,24676.0,45.57230991770817,8410640000.0,31660.07563782439,-260341.92436218262
2957,24676.25,46.712487515046675,8410640000.0,31667.642356538272,-260334.35764312744
2957,24676.5,47.191542927743065,8410640000.0,31675.227813290927,-260326.7721862793
2957,24676.75,45.600551827289806,8410640000.0,31682.74901667268,-260319.25098323822
2958,24677.0,47.12106932087929,8410640000.0,31690.272002509522,-260311.72799777985
2958,24677.25,46.89467246278551,8410640000.0,31697.852502433736,-260304.14749717712
2958,24677.5,45.15377540206205,8410640000.0,31705.3096241362,-260296.69037628174
2958,24677.75,46.4101639425639,8410640000.0,31712.833864088097,-260289.16613578796
2959,24678.0,46.13386606669558,8410640000.0,31720.428693315745,-260281.57130622864
2959,24678.25,45.20986312706793,8410640000.0,31727.909784612995,-260274.09021568298
2959,24678.5,47.46136977946672,8410640000.0,31735.378087589594,-260266.62191200256
2959,24678.75,44.842235794193634,8410640000.0,31742.999010768992,-260259.00098896027
2960,24679.0,45.13162494015602,8410640000.0,31750.496703305813,-260251.5032968521
2960,24679.25,46.26142073493029,8410640000.0,31757.908070037283,-260244.0919303894
2960,24679.5,43.343213355608306,8410640000.0,31765.54910719316,-260236.45089244843
2960,24679.75,46.522031909511085,8410640000.0,31773.015164278313,-260228.9848356247
2961,24680.0,45.22883398282908,8410640000.0,31780.57778372365,-260221.4222164154
2961,24680.25,44.803998099972105,8410640000.0,31788.14715390713,-260213.85284614563
2961,24680.5,46.32348831501236,8410640000.0,31795.74839223305,-260206.2516078949
2961,24680.75,46.458424941227804,8410640000.0,31803.211043230865,-260198.78895664215
2962,24681.0,47.71118993486019,8410640000.0,31810.911102780123,-260191.0888967514
2962,24681.25,44.998778908884375,8410640000.0,31818.335236921015,-260183.66476345062
2962,24681.5,45.6984638100251,8410640000.0,31825.92826674593,-260176.07173347473
2962,24681.75,46.053122135596986,8410640000.0,31833.49043295353,-260168.50956726074
2963,24682.0,46.28054950011342,8410640000.0,31841.013088412557,-260160.98691177368
2963,24682.25,45.40032329837845,8410640000.0,31848.59153882601,-260153.40846157074
2963,24682.5,47.1280180693404,8410640000.0,31856.12321792792,-260145.8767824173
2963,24682.75,45.601694709604736,8410640000.0,31863.614529398983,-260138.38547039032
2964,24683.0,45.347635084536904,8410640000.0,31871.163302681845,-260130.83669757843
2964,24683.25,45.71006921641691,8410640000.0,31878.739044015543,-260123.26095581055
2964,24683.5,46.465120946078926,8410640000.0,31886.238068568815,-260115.76193141937
2964,24683.75,46.24163500529045,8410640000.0,31893.71524151107,-260108.2847585678
2965,24684.0,45.62898170213648,8410640000.0,31901.31451658653,-260100.68548297882
2965,24684.25,45.53547521905696,8410640000.0,31908.892764785887,-260093.10723495483
2965,24684.5,44.17295253538503,8410640000.0,31916.455702978976,-260085.54429721832
2965,24684.75,45.97581333058652,8410640000.0,31923.97886930434,-260078.02113056183
2966,24685.0,46.32914086125263,8410640000.0,31931.366933002035,-260070.63306713104
2966,24685.25,47.092271794602865,8410640000.0,31938.941169957787,-260063.05883026123
2966,24685.5,45.50422785001562,8410640000.0,31946.378311776047,-260055.6216878891
2966,24685.75,45.76288909276509,8410640000.0,31954.018316324527,-260047.98168373108
2967,24686.0,45.103225988671994,8410640000.0,31961.51203647401,-260040.48796367645
2967,24686.25,45.27515198204091,8410640000.0,31969.057421549925,-260032.94257831573
2967,24686.5,44.97704745585462,8410640000.0,31976.57528379879,-260025.4247159958
2967,24686.75,45.64735998580311,8410640000.0,31984.056303309644,-260017.9436969757
2968,24687.0,45.094440140178605,8410640000.0,31991.661558472555,-260010.33844184875
2968,24687.25,46.034716166985454,8410640000.0,31999.124254653707,-260002.87574577332
2968,24687.5,47.359637530431556,8410640000.0,32006.761353995338,-259995.2386455536
2968,24687.75,46.7683567892241,8410640000.0,32014.190565760677,-259987.80943393707
2969,24688.0,46.607033619797214,8410640000.0,32021.74676742892,-259980.25323295593
2969,24688.25,45.01968391405519,8410640000.0,32029.26983526858,-259972.7301645279
2969,24688.5,44.24183525511301,8410640000.0,32036.764606127937,-259965.23539352417
2969,24688.75,44.765387590824005,8410640000.0,32044.355676710486,-259957.644323349
2970,24689.0,46.26285929199105,8410640000.0,32051.807831721482,-259950.19216823578
2970,24689.25,46.4043663631687,8410640000.0,32059.300416913953,-259942.6995830536
2970,24689.5,46.61608772059989,8410640000.0,32066.816812540237,-259935.18318748474
2970,24689.75,46.26356553706235,8410640000.0,32074.44091804878,-259927.55908203125
2971,24690.0,45.98426865600044,8410640000.0,32081.915094125594,-259920.0849056244
2971,24690.25,47.119225103466306,8410640000.0,32089.468154173006,-259912.53184604645
2971,24690.5,45.38170300576649,8410640000.0,32097.052167176247,-259904.94783306122
2971,24690.75,46.21009328508293,8410640000.0,32104.397551717066,-259897.60244846344
2972,24691.0,46.42982225473917,8410640000.0,32112.04735805048,-259889.95264148712
2972,24691.25,44.48956218444282,8410640000.0,32119.548410013434,-259882.45158958435
2972,24691.5,44.952566069168554,8410640000.0,32127.09090965183,-259874.9090900421
2972,24691.75,46.022245014874855,8410640000.0,32134.64996655997,-259867.35003376007
2973,24692.0,44.58416381544133,8410640000.0,32142.146656687466,-259859.85334300995
2973,24692.25,45.16862819847705,8410640000.0,32149.67939745755,-259852.320602417
2973,24692.5,44.218399368961414,8410640000.0,32157.27573172995,-259844.7242679596
2973,24692.75,46.540646402191776,8410640000.0,32164.698807478482,-259837.30119228363
2974,24693.0,46.05382902463339,8410640000.0,32172.259502512414,-259829.7404975891
2974,24693.25,45.54356418022401,8410640000.0,32179.7315921656,-259822.26840782166
2974,24693.5,46.6058090617629,8410640000.0,32187.297586447283,-259814.70241355896
2974,24693.75,46.733450058033455,8410640000.0,32194.79197902442,-259807.20802116394
2975,24694.0,45.845227647783986,8410640000.0,32202.365224503017,-259799.63477516174
2975,24694.25,46.53687663263144,8410640000.0,32209.937596445518,-259792.0624036789
2975,24694.5,45.82565998402664,8410640000.0,32217.331757865297,-259784.66824245453
2975,24694.75,45.58886616386438,8410640000.0,32225.024517652517,-259776.975481987
2976,24695.0,45.842272011307,8410640000.0,32232.53911468095,-259769.4608850479
2976,24695.25,45.45308043153723,8410640000.0,32240.107164630543,-259761.89283561707
2976,24695.5,44.494741632380396,8410640000.0,32247.635012631294,-259754.36498737335
2976,24695.75,45.60897517276625,8410640000.0,32254.976885012697,-259747.02311515808
2977,24696.0,46.73328831394602,8410640000.0,32262.56673375074,-259739.4332666397
2977,24696.25,46.36185975577969,8410640000.0,32270.11046309355,-259731.8895368576
2977,24696.5,44.14040512439776,8410640000.0,32277.58212197558,-259724.41787815094
2977,24696.75,47.0662680925805,8410640000.0,32285.103215786246,-259716.89678382874
2978,24697.0,46.22664965549042,8410640000.0,32292.682588131865,-259709.31741142273
2978,24697.25,47.27221316514101,8410640000.0,32300.318994105863,-259701.6810054779
2978,24697.5,46.9917431141607,8410640000.0,32307.770444290087,-259694.22955608368
2978,24697.75,46.76305670911883,8410640000.0,32315.249268728872,-259686.7507314682
2979,24698.0,45.55660481814112,8410640000.0,32322.79227451307,-259679.2077255249
2979,24698.25,46.960183045339306,8410640000.0,32330.30305155774,-259671.69694805145
2979,24698.5,46.35654909508921,8410640000.0,32337.84322954222,-259664.15677070618
2979,24698.75,46.35462647139467,8410640000.0,32345.362999217738,-259656.6370010376
2980,24699.0,46.810364215882885,8410640000.0,32352.943181869974,-259649.05681800842
2980,24699.25,46.24987096943965,8410640000.0,32360.34275418358,-259641.657245636
2980,24699.5,45.91791923204515,8410640000.0,32367.922712203803,-259634.07728767395
2980,24699.75,45.55699611272185,8410640000.0,32375.39078964873,-259626.60921001434
2981,24700.0,45.57101078393749,8410640000.0,32383.01306799052,-259618.98693180084
2981,24700.25,46.265810156073385,8410640000.0,32390.496636183278,-259611.5033636093
2981,24700.5,46.823846182549914,8410640000.0,32397.905817007995,-259604.09418296814
2981,24700.75,46.193548399713116,8410640000.0,32405.455157837067,-259596.54484176636
2982,24701.0,47.22224672796514,8410640000.0,32413.009143926785,-259588.99085617065
2982,24701.25,46.54704408020234,8410640000.0,32420.60801420482,-259581.39198589325
2982,24701.5,44.90724265259551,8410640000.0,32428.040145181007,-259573.95985507965
2982,24701.75,46.02623791164232,8410640000.0,32435.572630083036,-259566.4273700714
2983,24702.0,45.94283044829109,8410640000.0,32443.06462694065,-259558.93537330627
2983,24702.25,45.340370389371905,8410640000.0,32450.652585095184,-259551.3474149704
2983,24702.5,44.53925526906731,8410640000.0,32458.069971936457,-259543.93002796173
2983,24702.75,45.336171986032866,8410640000.0,32465.6288275584,-259536.37117290497
2984,24703.0,44.922236688333854,8410640000.0,32473.205090896572,-259528.79490947723
2984,24703.25,46.32919203629329,8410640000.0,32480.759643010057,-259521.240357399
2984,24703.5,46.34275942525978,8410640000.0,32488.332544445344,-259513.66745567322
2984,24703.75,45.50571102051037,8410640000.0,32495.75743537521,-259506.24256420135
2985,24704.0,46.04712342884173,8410640000.0,32503.196989679225,-259498.80300998688
2985,24704.25,46.32852138018887,8410640000.0,32510.822656277585,-259491.17734336853
2985,24704.5,45.73875964302901,8410640000.0,32518.2641115268,-259483.73588848114
2985,24704.75,45.26627541955003,8410640000.0,32525.69842337399,-259476.30157661438
2986,24705.0,46.00840492827776,8410640000.0,32533.353600518785,-259468.646399498
2986,24705.25,45.204516480395334,8410640000.0,32540.84051719655,-259461.15948295593
2986,24705.5,44.274853148583446,8410640000.0,32548.399926151553,-259453.6000738144
2986,24705.75,46.632843328356344,8410640000.0,32555.860418058583,-259446.1395816803
2987,24706.0,45.5812992560971,8410640000.0,32563.426912171166,-259438.57308769226
