i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp
869,22588.5,46.22354404182413,8410640000.0,-26002.311528563445,-318004.3115282059
869,22588.75,46.94011394826224,8410640000.0,-25996.897481973036,-317998.89748191833
870,22589.0,47.27462046911488,8410640000.0,-25991.493245576992,-317993.4932451248
870,22589.25,47.3005655848838,8410640000.0,-25985.957043958148,-317987.95704364777
870,22589.5,46.99227697197563,8410640000.0,-25980.544799977793,-317982.5447998047
870,22589.75,47.146908377793594,8410640000.0,-25975.077609859203,-317977.07761001587
871,22590.0,47.25783618387873,8410640000.0,-25969.637756507178,-317971.63775634766
871,22590.25,47.02852621974988,8410640000.0,-25964.210954294802,-317966.21095466614
871,22590.5,48.693599709750444,8410640000.0,-25958.76589427409,-317960.76589393616
871,22590.75,46.98969879026468,8410640000.0,-25953.408839535514,-317955.40883922577
872,22591.0,46.23716140803307,8410640000.0,-25948.02487290539,-317950.02487277985
872,22591.25,47.14642167348268,8410640000.0,-25942.392387141495,-317944.39238739014
872,22591.5,47.983008526497784,8410640000.0,-25937.138956473063,-317939.13895606995
872,22591.75,45.58269614340065,8410640000.0,-25931.51257586494,-317933.5125761032
873,22592.0,45.592318282410616,8410640000.0,-25926.090813839448,-317928.0908136368
873,22592.25,47.50954533925873,8410640000.0,-25920.667551284474,-317922.66755104065
873,22592.5,46.17306934346517,8410640000.0,-25915.186110572613,-317917.1861104965
873,22592.75,45.90571406241653,8410640000.0,-25909.869685139263,-317911.86968517303
874,22593.0,46.760974925959474,8410640000.0,-25904.256508071823,-317906.25650787354
874,22593.25,46.26486065286744,8410640000.0,-25898.79023133237,-317900.7902317047
874,22593.5,46.27877917560366,8410640000.0,-25893.423685755108,-317895.4236860275
874,22593.75,47.792516892811065,8410640000.0,-25887.908636552547,-317889.90863609314
875,22594.0,47.06402986972025,8410640000.0,-25882.49765705142,-317884.4976568222
875,22594.25,47.49914547917101,8410640000.0,-25877.02884983816,-317879.02884960175
875,22594.5,47.66294583832613,8410640000.0,-25871.59758948194,-317873.5975894928
875,22594.75,47.186357251948714,8410640000.0,-25866.24908197885,-317868.24908161163
876,22595.0,46.53220219862659,8410640000.0,-25860.69241054131,-317862.69241046906
876,22595.25,47.65986063317652,8410640000.0,-25855.351138223916,-317857.35113811493
876,22595.5,46.54491644475843,8410640000.0,-25849.79288187505,-317851.79288196564
876,22595.75,45.86727980670483,8410640000.0,-25844.258809433948,-317846.25880908966
877,22596.0,47.29761018194356,8410640000.0,-25838.971701951952,-317840.971701622
877,22596.25,46.19252649112141,8410640000.0,-25833.444040703926,-317835.44404029846
877,22596.5,47.21288822051153,8410640000.0,-25827.995373088652,-317829.9953727722
877,22596.75,46.531420414257575,8410640000.0,-25822.531825480422,-317824.5318250656
878,22597.0,45.660362845192914,8410640000.0,-25817.075087402365,-317819.0750875473
878,22597.25,47.30994873060399,8410640000.0,-25811.589297882445,-317813.5892982483
878,22597.5,46.10582684571706,8410640000.0,-25806.0903424585,-317808.09034252167
878,22597.75,47.15038180420773,8410640000.0,-25800.729258319712,-317802.7292585373
879,22598.0,46.968575901011235,8410640000.0,-25795.123956658877,-317797.1239566803
879,22598.25,47.33646656623243,8410640000.0,-25789.699322596673,-317791.6993227005
879,22598.5,47.42267472095978,8410640000.0,-25784.23726724535,-317786.2372674942
879,22598.75,47.16021317130136,8410640000.0,-25778.80431889991,-317780.80431842804
880,22599.0,46.76042366393379,8410640000.0,-25773.242755194795,-317775.2427549362
880,22599.25,44.97848918335212,8410640000.0,-25767.86556848672,-317769.865568161
880,22599.5,48.28692101549648,8410640000.0,-25762.42075503725,-317764.42075538635
880,22599.75,47.71144405355052,8410640000.0,-25756.972515978476,-317758.9725160599
881,22600.0,46.57033409168645,8410640000.0,-25751.44859672117,-317753.44859695435
881,22600.25,45.741328221682934,8410640000.0,-25746.057535722357,-317748.0575361252
881,22600.5,46.104411212333865,8410640000.0,-25740.559250264196,-317742.55924987793
881,22600.75,46.307541295940574,8410640000.0,-25735.154099744464,-317737.1540994644
882,22601.0,46.39682277200496,8410640000.0,-25729.609193892433,-317731.6091938019
882,22601.25,45.643320304950066,8410640000.0,-25724.173716983667,-317726.1737165451
882,22601.5,48.61192389828736,8410640000.0,-25718.724864709216,-317720.7248649597
882,22601.75,47.256579029860475,8410640000.0,-25713.229055314194,-317715.22905540466
883,22602.0,46.19580545019378,8410640000.0,-25707.82844921149,-317709.82844924927
883,22602.25,46.62565218778575,8410640000.0,-25702.330046807572,-317704.33004665375
883,22602.5,47.65922760078037,8410640000.0,-25696.872172349726,-317698.87217235565
883,22602.75,48.14886456568873,8410640000.0,-25691.41005505203,-317693.4100551605
884,22603.0,46.922930835134196,8410640000.0,-25685.904000010843,-317687.9040002823
884,22603.25,46.031549447686366,8410640000.0,-25680.448163499444,-317682.44816303253
884,22603.5,48.19725160251919,8410640000.0,-25675.06989017078,-317677.0698900223
884,22603.75,48.5294708875372,8410640000.0,-25669.573025923128,-317671.57302570343
885,22604.0,48.495580867898354,8410640000.0,-25664.11071487022,-317666.1107149124
885,22604.25,47.09572642166958,8410640000.0,-25658.59577462944,-317660.5957746506
885,22604.5,48.95690821418167,8410640000.0,-25653.07958444544,-317655.0795841217
885,22604.75,46.234898841019756,8410640000.0,-25647.61902868599,-317649.6190290451
886,22605.0,46.702007302624125,8410640000.0,-25642.086944020637,-317644.0869436264
886,22605.25,48.38258534966642,8410640000.0,-25636.652619526798,-317638.6526193619
886,22605.5,48.48318577980433,8410640000.0,-25631.20141062957,-317633.2014102936
886,22605.75,47.273469861065706,8410640000.0,-25625.711641973114,-317627.7116422653
887,22606.0,48.9951201788807,8410640000.0,-25620.30548593899,-317622.3054857254
887,22606.25,48.38595898211242,8410640000.0,-25614.783864682486,-317616.783864975
887,22606.5,47.51465056360316,8410640000.0,-25609.34271521017,-317611.34271526337
887,22606.75,46.008163246885374,8410640000.0,-25603.90032702705,-317605.9003267288
888,22607.0,46.604603393715905,8410640000.0,-25598.393103548402,-317600.39310359955
888,22607.25,48.55762320485144,8410640000.0,-25592.816974657308,-317594.8169746399
888,22607.5,47.714183055098175,8410640000.0,-25587.355608771755,-317589.3556089401
888,22607.75,45.06403507355579,8410640000.0,-25581.810872035534,-317583.81087207794
889,22608.0,46.3067497360428,8410640000.0,-25576.47950329954,-317578.4795036316
889,22608.25,47.05858359619583,8410640000.0,-25570.933861521084,-317572.9338617325
889,22608.5,46.562839746602755,8410640000.0,-25565.49363471065,-317567.4936351776
889,22608.75,45.815542583140044,8410640000.0,-25560.03505590738,-317562.0350561142
890,22609.0,48.15812262433303,8410640000.0,-25554.479049068374,-317556.47904872894
890,22609.25,47.16517718070371,8410640000.0,-25548.938236095455,-317550.9382362366
890,22609.5,46.64855137359079,8410640000.0,-25543.55121561925,-317545.5512151718
890,22609.75,47.78378310032094,8410640000.0,-25538.081248849783,-317540.08124923706
891,22610.0,46.56624951099745,8410640000.0,-25532.58835292592,-317534.58835315704
891,22610.25,46.96869084039803,8410640000.0,-25527.13684858204,-317529.1368484497
891,22610.5,45.37652112356946,8410640000.0,-25521.6469579154,-317523.64695835114
891,22610.75,46.43596431272668,8410640000.0,-25516.164452417932,-317518.1644525528
892,22611.0,46.23927976125839,8410640000.0,-25510.754013163234,-317512.7540130615
892,22611.25,46.95461879734854,8410640000.0,-25505.239079445604,-317507.2390794754
892,22611.5,44.99532627465921,8410640000.0,-25499.712762560026,-317501.71276283264
892,22611.75,45.91574566191354,8410640000.0,-25494.245865424986,-317496.24586582184
893,22612.0,45.10282747227491,8410640000.0,-25488.820228326535,-317490.82022857666
893,22612.25,46.07577882070903,8410640000.0,-25483.250208553225,-317485.2502088547
893,22612.5,48.085845997133006,8410640000.0,-25477.718210410803,-317479.71821022034
893,22612.75,47.018571638756214,8410640000.0,-25472.28805699693,-317474.28805732727
894,22613.0,46.36102619835532,8410640000.0,-25466.794335696424,-317468.7943353653
894,22613.25,47.05709577881319,8410640000.0,-25461.342159011383,-317463.34215927124
894,22613.5,46.39145245876638,8410640000.0,-25455.81203858729,-317457.81203842163
894,22613.75,45.410743296851095,8410640000.0,-25450.38750990672,-317452.3875102997
895,22614.0,45.639342279281294,8410640000.0,-25445.008059066116,-317447.00805950165
895,22614.25,47.6882002196041,8410640000.0,-25439.495884732434,-317441.4958848953
895,22614.5,45.10492520487843,8410640000.0,-25433.992994438664,-317435.9929943085
895,22614.75,45.08002804533656,8410640000.0,-25428.393759135113,-317430.3937587738
896,22615.0,46.22081035990528,8410640000.0,-25423.065340381592,-317425.0653400421
896,22615.25,47.192755545755915,8410640000.0,-25417.43048588232,-317419.4304857254
896,22615.5,44.97452289302929,8410640000.0,-25411.990933491532,-317413.9909334183
896,22615.75,47.34593419946977,8410640000.0,-25406.45653590184,-317408.45653629303
897,22616.0,47.257307118061405,8410640000.0,-25400.891704501228,-317402.8917045593
897,22616.25,46.55936126598182,8410640000.0,-25395.515378431774,-317397.51537799835
897,22616.5,46.000416536053706,8410640000.0,-25389.929481587085,-317391.92948150635
897,22616.75,47.659090133160674,8410640000.0,-25384.408876511956,-317386.40887641907
898,22617.0,47.678770340148816,8410640000.0,-25378.85844461428,-317380.85844421387
898,22617.25,47.19987672772443,8410640000.0,-25373.356838807413,-317375.35683918
898,22617.5,44.93967079104212,8410640000.0,-25367.92933298856,-317369.92933273315
898,22617.75,45.62698510799403,8410640000.0,-25362.46451773657,-317364.4645175934
899,22618.0,46.59215231815449,8410640000.0,-25356.984219898848,-317358.9842195511
899,22618.25,45.2389754406512,8410640000.0,-25351.459518898497,-317353.4595184326
899,22618.5,46.37193123276005,8410640000.0,-25346.001516158824,-317348.00151634216
899,22618.75,46.81494700512872,8410640000.0,-25340.51845657506,-317342.51845645905
900,22619.0,46.18456183673164,8410640000.0,-25334.936474965238,-317336.9364748001
900,22619.25,46.11304994083192,8410640000.0,-25329.430324796722,-317331.43032455444
900,22619.5,45.661098744621604,8410640000.0,-25324.047531739154,-317326.0475320816
900,22619.75,47.12438679476877,8410640000.0,-25318.43668926559,-317320.43668937683
901,22620.0,46.83011787754403,8410640000.0,-25312.83606483635,-317314.83606529236
901,22620.25,47.5933940991504,8410640000.0,-25307.45576695048,-317309.45576667786
901,22620.5,46.954690989199776,8410640000.0,-25301.980315208068,-317303.98031520844
901,22620.75,45.69964091274736,8410640000.0,-25296.539002649308,-317298.5390024185
902,22621.0,47.73666560316279,8410640000.0,-25290.952436323067,-317292.95243644714
902,22621.25,45.56671612342677,8410640000.0,-25285.487230063234,-317287.4872303009
902,22621.5,44.92196336792957,8410640000.0,-25280.049509976016,-317282.04951000214
902,22621.75,45.168013554680364,8410640000.0,-25274.45321602875,-317276.45321559906
903,22622.0,45.77181502150643,8410640000.0,-25268.994928939315,-317270.99492931366
903,22622.25,46.80329991991309,8410640000.0,-25263.504557660926,-317265.50455760956
903,22622.5,44.628063466252264,8410640000.0,-25257.927246479398,-317259.92724609375
903,22622.75,46.148657694546,8410640000.0,-25252.49883362333,-317254.4988336563
904,22623.0,46.67793113503859,8410640000.0,-25246.913114226576,-317248.91311454773
904,22623.25,47.94397277104561,8410640000.0,-25241.50542529129,-317243.5054254532
904,22623.5,47.21991977984677,8410640000.0,-25235.989101977782,-317237.9891023636
904,22623.75,47.28248381566699,8410640000.0,-25230.452572059516,-317232.4525718689
905,22624.0,46.74793580656135,8410640000.0,-25224.85685623371,-317226.85685634613
905,22624.25,46.885180683133655,8410640000.0,-25219.26153542447,-317221.26153564453
905,22624.5,47.5731542286796,8410640000.0,-25213.794779036823,-317215.79477882385
905,22624.75,46.68753149496581,8410640000.0,-25208.335261725424,-317210.3352613449
906,22625.0,47.179120279624705,8410640000.0,-25202.799801590703,-317204.7998018265
906,22625.25,45.49204199718399,8410640000.0,-25197.277520071326,-317199.27752017975
906,22625.5,46.94807752103739,8410640000.0,-25191.771515536508,-317193.77151584625
906,22625.75,47.4644194718536,8410640000.0,-25186.245780816524,-317188.2457809448
907,22626.0,46.61267264188151,8410640000.0,-25180.686403772157,-317182.6864042282
907,22626.25,46.379545453007765,8410640000.0,-25175.16993018804,-317177.16993045807
907,22626.5,47.56118212984208,8410640000.0,-25169.717689143225,-317171.71768951416
907,22626.75,45.597433609452196,8410640000.0,-25164.088307292925,-317166.0883073807
908,22627.0,46.793977785041946,8410640000.0,-25158.65038519388,-317160.65038490295
908,22627.25,47.05138526869993,8410640000.0,-25153.126063839256,-317155.12606430054
908,22627.5,47.42549811073776,8410640000.0,-25147.584816474075,-317149.5848169327
908,22627.75,46.29464372178104,8410640000.0,-25142.143278146137,-317144.14327812195
909,22628.0,47.773843136234255,8410640000.0,-25136.636191043184,-317138.6361913681
909,22628.25,47.0112455809387,8410640000.0,-25131.03038409981,-317133.0303840637
909,22628.5,47.36211514467771,8410640000.0,-25125.361182416826,-317127.36118221283
909,22628.75,46.00551995834712,8410640000.0,-25119.769506687913,-317121.76950645447
910,22629.0,46.480186015211544,8410640000.0,-25114.28705782055,-317116.2870578766
910,22629.25,47.227572484317236,8410640000.0,-25108.673551178385,-317110.67355155945
910,22629.5,47.150426039183046,8410640000.0,-25103.130008284505,-317105.1300086975
910,22629.75,48.255498195726354,8410640000.0,-25097.51631936544,-317099.5163192749
911,22630.0,44.078209078509246,8410640000.0,-25091.989425524418,-317093.9894256592
911,22630.25,46.929964608898665,8410640000.0,-25086.35708112625,-317088.35708141327
911,22630.5,47.009341156620266,8410640000.0,-25080.781230268953,-317082.78122997284
911,22630.75,46.44409151713246,8410640000.0,-25075.297038928573,-317077.297039032
912,22631.0,44.95504614754822,8410640000.0,-25069.803575841834,-317071.80357551575
912,22631.25,46.75141169740889,8410640000.0,-25064.41509066988,-317066.4150905609
912,22631.5,45.26824250946004,8410640000.0,-25059.008443643557,-317061.0084438324
912,22631.75,46.018804992684615,8410640000.0,-25053.797807574283,-317055.7978076935
913,22632.0,43.920016021994186,8410640000.0,-25048.457065238523,-317050.4570655823
913,22632.25,45.12813220549354,8410640000.0,-25043.071584535224,-317045.07158470154
913,22632.5,45.4822302281053,8410640000.0,-25037.782969573786,-317039.7829694748
913,22632.75,45.25554814966203,8410640000.0,-25032.526735312484,-317034.5267353058
914,22633.0,45.186599117954046,8410640000.0,-25027.165668456655,-317029.16566848755
914,22633.25,46.79498565047169,8410640000.0,-25021.658853302935,-317023.6588535309
914,22633.5,46.41352667461748,8410640000.0,-25016.099074850248,-317018.0990753174
914,22633.75,47.40391956516926,8410640000.0,-25010.465448656276,-317012.4654483795
915,22634.0,46.55767518326544,8410640000.0,-25004.937206529652,-317006.9372062683
915,22634.25,46.53346480856333,8410640000.0,-24999.35112913286,-317001.35112953186
915,22634.5,45.86067145367049,8410640000.0,-24993.830232229466,-316995.83023262024
915,22634.75,45.198241664316754,8410640000.0,-24988.374095487223,-316990.37409591675
916,22635.0,45.92215130722042,8410640000.0,-24982.849350175376,-316984.8493499756
916,22635.25,47.032717731827056,8410640000.0,-24977.43378613767,-316979.4337863922
916,22635.5,46.874190672340134,8410640000.0,-24971.89908578891,-316973.89908599854
916,22635.75,45.8655869803246,8410640000.0,-24966.51326334996,-316968.5132637024
917,22636.0,45.70691680509907,8410640000.0,-24960.80857693469,-316962.80857658386
917,22636.25,46.97019265068686,8410640000.0,-24955.37692046629,-316957.3769207001
917,22636.5,46.7622407685769,8410640000.0,-24949.893824394298,-316951.89382457733
917,22636.75,46.97518893361186,8410640000.0,-24944.248875842688,-316946.248875618
918,22637.0,46.260121044292156,8410640000.0,-24938.66985454668,-316940.6698541641
918,22637.25,47.81539440457656,8410640000.0,-24933.024553325755,-316935.02455329895
918,22637.5,46.49799245033273,8410640000.0,-24927.514676345287,-316929.51467609406
918,22637.75,45.28526521660628,8410640000.0,-24921.812750924146,-316923.81275081635
919,22638.0,47.31448747873863,8410640000.0,-24916.41949536671,-316918.4194955826
919,22638.25,45.8085121263778,8410640000.0,-24910.7691700794,-316912.76916980743
919,22638.5,47.148914034050364,8410640000.0,-24905.313648127398,-316907.3136482239
919,22638.75,46.44646029985372,8410640000.0,-24899.730731664,-316901.7307319641
920,22639.0,46.78509314811568,8410640000.0,-24894.25862584241,-316896.2586259842
920,22639.25,45.59011998874379,8410640000.0,-24888.785749679555,-316890.7857494354
920,22639.5,46.288015460197755,8410640000.0,-24883.198318440445,-316885.19831848145
920,22639.75,46.63506191877112,8410640000.0,-24877.645112179118,-316879.64511203766
921,22640.0,46.882161020106984,8410640000.0,-24872.313940968586,-316874.3139410019
921,22640.25,45.97304156558965,8410640000.0,-24866.733090968948,-316868.73309135437
921,22640.5,46.89805325535606,8410640000.0,-24861.153880461206,-316863.1538801193
921,22640.75,46.46091713904925,8410640000.0,-24855.884404923414,-316857.8844051361
922,22641.0,45.65379740713812,8410640000.0,-24850.40986993685,-316852.4098701477
922,22641.25,44.208120274618516,8410640000.0,-24845.10017286743,-316847.1001729965
922,22641.5,44.78932034470611,8410640000.0,-24839.712843639834,-316841.71284389496
922,22641.75,44.40477382856594,8410640000.0,-24834.454529833376,-316836.45452976227
923,22642.0,45.218488417145956,8410640000.0,-24829.23798154401,-316831.23798179626
923,22642.25,42.98736797609119,8410640000.0,-24824.100766640306,-316826.10076618195
923,22642.5,42.55095202383914,8410640000.0,-24819.266434429275,-316821.2664346695
923,22642.75,40.422461212500956,8410640000.0,-24814.470122695133,-316816.47012233734
924,22643.0,39.2772495517726,8410640000.0,-24809.88943077829,-316811.88943099976
924,22643.25,40.30024272977764,8410640000.0,-24805.304317597464,-316807.30431747437
924,22643.5,38.72164257993149,8410640000.0,-24801.010054490016,-316803.0100545883
924,22643.75,36.50917619973077,8410640000.0,-24796.781939680364,-316798.78193950653
925,22644.0,36.411061351407724,8410640000.0,-24792.824090518585,-316794.82409095764
925,22644.25,35.98512153055796,8410640000.0,-24788.870751954986,-316790.8707523346
925,22644.5,34.25880574791984,8410640000.0,-24785.461338152818,-316787.4613380432
925,22644.75,31.466842515163016,8410640000.0,-24781.999774946544,-316783.99977493286
926,22645.0,30.225434377526575,8410640000.0,-24778.9380195855,-316780.9380197525
926,22645.25,31.321164358421825,8410640000.0,-24776.010777595075,-316778.01077747345
926,22645.5,27.697392067400294,8410640000.0,-24773.371922522525,-316775.371922493
926,22645.75,27.594582428599566,8410640000.0,-24770.856337107638,-316772.8563375473
927,22646.0,26.506696802240583,8410640000.0,-24768.520017657083,-316770.5200176239
927,22646.25,24.282175167574536,8410640000.0,-24766.284677450054,-316768.2846775055
927,22646.5,21.422448833755315,8410640000.0,-24764.48150117411,-316766.4815015793
927,22646.75,22.424450969410426,8410640000.0,-24762.84684732989,-316764.8468475342
928,22647.0,15.270688111939506,8410640000.0,-24762.01505421203,-316764.0150537491
928,22647.25,20.991213835831907,8410640000.0,-24761.05507601925,-316763.05507564545
928,22647.5,19.792632401649435,8410640000.0,-24759.833743066654,-316761.8337430954
928,22647.75,15.36237271182343,8410640000.0,-24759.058988282763,-316761.05898857117
929,22648.0,14.122644435566219,8410640000.0,-24758.397422911836,-316760.3974227905
929,22648.25,11.083052082001641,8410640000.0,-24757.953494423728,-316759.95349407196
929,22648.5,21.464026355499957,8410640000.0,-24757.451589017383,-316759.4515886307
929,22648.75,10.44850492798226,8410640000.0,-24757.11360389151,-316759.1136035919
930,22649.0,10.736399249803096,8410640000.0,-24757.16276888422,-316759.1627693176
930,22649.25,8.123899874169705,8410640000.0,-24757.69496762791,-316759.6949672699
930,22649.5,9.4945474010275,8410640000.0,-24758.35621772219,-316760.35621738434
930,22649.75,10.179916704509122,8410640000.0,-24758.675579996587,-316760.6755800247
931,22650.0,16.326292024755222,8410640000.0,-24758.52918495524,-316760.5291852951
931,22650.25,18.06494060488879,8410640000.0,-24757.677972629062,-316759.6779727936
931,22650.5,12.160502406907792,8410640000.0,-24757.453853946907,-316759.4538536072
931,22650.75,8.93456805876497,8410640000.0,-24757.961077938675,-316759.9610776901
932,22651.0,7.807521422698908,8410640000.0,-24758.914532036462,-316760.91453170776
932,22651.25,16.56937440228529,8410640000.0,-24758.615077202536,-316760.61507701874
932,22651.5,7.697513974380331,8410640000.0,-24758.694324350112,-316760.6943244934
932,22651.75,6.568346077531067,8410640000.0,-24759.671756611264,-316761.6717567444
933,22652.0,6.831810294400277,8410640000.0,-24760.629144435647,-316762.6291446686
933,22652.25,9.044034290502932,8410640000.0,-24761.15588175762,-316763.1558818817
933,22652.5,7.253623178546758,8410640000.0,-24761.85667136394,-316763.8566713333
933,22652.75,4.59005532590362,8410640000.0,-24763.077733576276,-316765.07773399353
934,22653.0,4.335256636791468,8410640000.0,-24764.10756479829,-316766.10756492615
934,22653.25,4.401923173258523,8410640000.0,-24765.372210594982,-316767.3722105026
934,22653.5,6.123046177607201,8410640000.0,-24766.39172872545,-316768.3917284012
934,22653.75,6.207129567595735,8410640000.0,-24767.395275719606,-316769.39527606964
935,22654.0,6.830074273644862,8410640000.0,-24768.492135543118,-316770.4921360016
935,22654.25,9.767389634727436,8410640000.0,-24768.970705676984,-316770.970705986
935,22654.5,4.830617940025624,8410640000.0,-24769.8247977653,-316771.8247976303
935,22654.75,2.758914910101968,8410640000.0,-24770.985486548416,-316772.98548698425
936,22655.0,4.162318759724232,8410640000.0,-24772.524610430315,-316774.5246105194
936,22655.25,7.0197470261244845,8410640000.0,-24773.698706316507,-316775.6987066269
936,22655.5,7.530453636928478,8410640000.0,-24774.598899603945,-316776.5988998413
936,22655.75,4.40579383168704,8410640000.0,-24775.357935869764,-316777.35793590546
937,22656.0,3.8832479916092213,8410640000.0,-24776.895889148884,-316778.8958892822
937,22656.25,4.446619099230881,8410640000.0,-24778.25041430063,-316780.25041389465
937,22656.5,4.664257450221664,8410640000.0,-24779.503120278976,-316781.50312042236
937,22656.75,5.59527374792984,8410640000.0,-24780.336782103674,-316782.33678245544
938,22657.0,4.9010046264793825,8410640000.0,-24781.634822871678,-316783.63482284546
938,22657.25,4.473926780937814,8410640000.0,-24782.693232700607,-316784.6932325363
938,22657.5,5.504170484740476,8410640000.0,-24783.788488806298,-316785.78848838806
938,22657.75,3.486788866939821,8410640000.0,-24784.966808041547,-316786.9668083191
939,22658.0,2.4588317922632856,8410640000.0,-24786.508276225075,-316788.5082759857
939,22658.25,2.4522773697601936,8410640000.0,-24788.063599130182,-316790.0635995865
939,22658.5,3.899549572316472,8410640000.0,-24789.520557542506,-316791.52055740356
939,22658.75,4.155608908384385,8410640000.0,-24791.197769293285,-316793.19776916504
940,22659.0,3.5511566683346087,8410640000.0,-24792.31713864826,-316794.3171386719
940,22659.25,3.3821635941519657,8410640000.0,-24793.606505016156,-316795.606505394
940,22659.5,4.7605370078471125,8410640000.0,-24795.100313631283,-316797.10031318665
940,22659.75,3.2944719552644743,8410640000.0,-24796.13428199513,-316798.1342821121
941,22660.0,2.70118509462594,8410640000.0,-24797.93213277311,-316799.93213272095
941,22660.25,2.847554728863398,8410640000.0,-24799.13818698475,-316801.13818740845
941,22660.5,4.672532720725337,8410640000.0,-24800.453466662308,-316802.4534664154
941,22660.75,4.504458716418428,8410640000.0,-24801.600956763406,-316803.6009569168
942,22661.0,3.2181366314133464,8410640000.0,-24802.39336565401,-316804.39336586
942,22661.25,2.439156208492805,8410640000.0,-24804.30669508921,-316806.30669498444
942,22661.5,2.641090491878444,8410640000.0,-24805.918491380115,-316807.9184913635
942,22661.75,1.443334043894051,8410640000.0,-24807.49390609656,-316809.4939060211
943,22662.0,1.3581647143332711,8410640000.0,-24808.92656094139,-316810.9265613556
943,22662.25,2.0896510689788217,8410640000.0,-24810.707704329103,-316812.70770454407
943,22662.5,1.901632885738906,8410640000.0,-24812.601399507756,-316814.6013994217
943,22662.75,1.450077718226675,8410640000.0,-24813.878431309004,-316815.8784313202
944,22663.0,1.8700613721569903,8410640000.0,-24815.379015917915,-316817.37901592255
944,22663.25,2.7253868039401077,8410640000.0,-24817.25662424663,-316819.2566242218
944,22663.5,3.2490927804156735,8410640000.0,-24818.525632288933,-316820.5256319046
944,22663.75,2.081945743606814,8410640000.0,-24820.123100442008,-316822.12310028076
945,22664.0,1.454117915836391,8410640000.0,-24821.81587452486,-316823.81587409973
945,22664.25,3.4920742119286174,8410640000.0,-24823.324048183717,-316825.3240480423
945,22664.5,6.528017251210013,8410640000.0,-24824.32915323861,-316826.3291530609
945,22664.75,5.7784957628870615,8410640000.0,-24825.04684880429,-316827.0468492508
946,22665.0,4.505030295524899,8410640000.0,-24826.35843483797,-316828.3584346771
946,22665.25,2.904756174925585,8410640000.0,-24827.406850576306,-316829.4068508148
946,22665.5,7.530066816805283,8410640000.0,-24828.56869622745,-316830.56869602203
946,22665.75,7.78077338681611,8410640000.0,-24829.00592762796,-316831.00592803955
947,22666.0,3.392189013059204,8410640000.0,-24830.04080007321,-316832.0408000946
947,22666.25,1.5427102371428858,8410640000.0,-24831.336516535273,-316833.3365163803
947,22666.5,2.009168996202914,8410640000.0,-24832.99816272391,-316834.9981622696
947,22666.75,3.984179247494139,8410640000.0,-24834.500870563497,-316836.50087070465
948,22667.0,2.6962036908904907,8410640000.0,-24835.844763438956,-316837.8447637558
948,22667.25,1.1811787238467704,8410640000.0,-24837.3931263475,-316839.39312648773
948,22667.5,0.28239079069060846,8410640000.0,-24839.412591353404,-316841.41259098053
948,22667.75,0.4782352230117639,8410640000.0,-24840.577753984093,-316842.5777540207
949,22668.0,0.5093191008760313,8410640000.0,-24843.821165462992,-316845.82116508484
949,22668.25,10.350632784803992,8410640000.0,-24843.67739335007,-316845.6773929596
949,22668.5,5.507734322456526,8410640000.0,-24844.51191160543,-316846.5119113922
949,22668.75,2.2912297758321056,8410640000.0,-24846.332085104423,-316848.33208465576
950,22669.0,1.300350930576821,8410640000.0,-24847.359189565985,-316849.3591899872
950,22669.25,1.6788861036275342,8410640000.0,-24848.35413952024,-316850.354139328
950,22669.5,2.327258846877136,8410640000.0,-24850.0654001009,-316852.0654001236
950,22669.75,2.7791498978506315,8410640000.0,-24851.783475186214,-316853.7834749222
951,22670.0,3.4644148048152617,8410640000.0,-24852.825158528405,-316854.8251581192
951,22670.25,2.7204680031370785,8410640000.0,-24854.51875612198,-316856.5187559128
951,22670.5,1.6629171902663702,8410640000.0,-24856.00650432621,-316858.00650405884
951,22670.75,1.6620611255156648,8410640000.0,-24857.801474395983,-316859.8014745712
952,22671.0,2.596652155846874,8410640000.0,-24859.181643343538,-316861.181643486
952,22671.25,3.5318135875508645,8410640000.0,-24860.279425370445,-316862.27942562103
952,22671.5,2.8317141353200093,8410640000.0,-24861.80755279683,-316863.80755233765
952,22671.75,3.2591470177644806,8410640000.0,-24863.049730590537,-316865.0497303009
953,22672.0,4.771508904047735,8410640000.0,-24864.312882904494,-316866.3128833771
953,22672.25,3.3155270785343696,8410640000.0,-24865.407985539536,-316867.40798568726
953,22672.5,2.0401734386808275,8410640000.0,-24866.69011330507,-316868.6901130676
953,22672.75,2.4901375131936545,8410640000.0,-24868.00680079084,-316870.00680065155
954,22673.0,2.34462362627519,8410640000.0,-24869.606596173766,-316871.60659599304
954,22673.25,2.2557900262967965,8410640000.0,-24870.649017951175,-316872.64901828766
954,22673.5,2.2277483278896524,8410640000.0,-24872.590148381954,-316874.5901479721
954,22673.75,2.369118093523144,8410640000.0,-24873.781624807114,-316875.781624794
955,22674.0,2.0308713782466663,8410640000.0,-24875.467885856815,-316877.46788597107
955,22674.25,1.8769180870301723,8410640000.0,-24876.933260727437,-316878.93326091766
955,22674.5,1.835228694526276,8410640000.0,-24878.30704274926,-316880.30704307556
955,22674.75,1.8594963246115874,8410640000.0,-24879.77325145422,-316881.7732515335
956,22675.0,0.8675424627939679,8410640000.0,-24881.65891924332,-316883.6589193344
956,22675.25,0.999889949210544,8410640000.0,-24883.019409515455,-316885.0194091797
