ET_time(sec) 	 time(sec of day) 	 freq_residual(Hz=exp-theo) 	 exp_dopp 	 theo_dopp 
687279287.1823537	10418.00000	-2865.710913	18834.00520	21699.71611
687279287.4323537	10418.25000	-2864.964329	18834.69890	21699.66323
687279287.6823537	10418.50000	-2862.469142	18837.14120	21699.61034
687279287.9323537	10418.75000	-2860.469256	18839.08820	21699.55746
687279288.1823537	10419.00000	-2866.136669	18833.36790	21699.50457
687279288.4323537	10419.25000	-2862.918282	18836.53340	21699.45168
687279288.6823537	10419.50000	-2855.510993	18843.88780	21699.39879
687279288.9323537	10419.75000	-2866.217004	18833.12890	21699.34590
687279289.1823537	10420.00000	-2860.400714	18838.89230	21699.29301
687279289.4323537	10420.25000	-2862.703423	18836.53670	21699.24012
687279289.6823537	10420.50000	-2860.914433	18838.27280	21699.18723
687279289.9323537	10420.75000	-2859.776541	18839.35780	21699.13434
687279290.1823537	10421.00000	-2861.826349	18837.25510	21699.08145
687279290.4323537	10421.25000	-2861.741756	18837.28680	21699.02856
687279290.6823537	10421.50000	-2864.591362	18834.38430	21698.97566
687279290.9323537	10421.75000	-2862.287267	18836.63550	21698.92277
687279291.1823537	10422.00000	-2858.468572	18840.40130	21698.86987
687279291.4323537	10422.25000	-2859.117576	18839.69940	21698.81698
687279291.6823537	10422.50000	-2859.497780	18839.26630	21698.76408
687279291.9323537	10422.75000	-2861.040583	18837.67060	21698.71118
687279292.1823537	10423.00000	-2860.348585	18838.30970	21698.65828
687279292.4323537	10423.25000	-2858.878486	18839.72690	21698.60539
687279292.6823537	10423.50000	-2859.252187	18839.30030	21698.55249
687279292.9323537	10423.75000	-2860.207587	18838.29200	21698.49959
687279293.1823537	10424.00000	-2858.627987	18839.81870	21698.44669
687279293.4323537	10424.25000	-2862.325986	18836.06780	21698.39379
687279293.6823537	10424.50000	-2855.621284	18842.71960	21698.34088
687279293.9323537	10424.75000	-2859.170282	18839.11770	21698.28798
687279294.1823537	10425.00000	-2857.714779	18840.52030	21698.23508
687279294.4323537	10425.25000	-2858.293674	18839.88850	21698.18217
687279294.6823537	10425.50000	-2857.183770	18840.94550	21698.12927
687279294.9323537	10425.75000	-2856.581564	18841.49480	21698.07636
687279295.1823537	10426.00000	-2855.349659	18842.67380	21698.02346
687279295.4323537	10426.25000	-2860.780953	18837.18960	21697.97055
687279295.6823537	10426.50000	-2857.716845	18840.20080	21697.91764
687279295.9323537	10426.75000	-2858.656338	18839.20840	21697.86474
687279296.1823537	10427.00000	-2858.146629	18839.66520	21697.81183
687279296.4323537	10427.25000	-2855.328220	18842.43070	21697.75892
687279296.6823537	10427.50000	-2857.190710	18840.51530	21697.70601
687279296.9323537	10427.75000	-2852.787400	18844.86570	21697.65310
687279297.1823537	10428.00000	-2855.651188	18841.94900	21697.60019
687279297.4323537	10428.25000	-2853.763776	18843.78350	21697.54728
687279297.6823537	10428.50000	-2853.739463	18843.75490	21697.49436
687279297.9323537	10428.75000	-2855.296350	18842.14510	21697.44145
687279298.1823537	10429.00000	-2851.699736	18845.68880	21697.38854
687279298.4323537	10429.25000	-2855.054522	18842.28110	21697.33562
687279298.6823537	10429.50000	-2852.867507	18844.41520	21697.28271
687279298.9323537	10429.75000	-2856.143091	18841.08670	21697.22979
687279299.1823537	10430.00000	-2855.984874	18841.19200	21697.17687
687279299.4323537	10430.25000	-2855.433856	18841.69010	21697.12396
687279299.6823537	10430.50000	-2853.503039	18843.56800	21697.07104
687279299.9323537	10430.75000	-2854.968620	18842.04950	21697.01812
687279300.1823537	10431.00000	-2852.935801	18844.02940	21696.96520
687279300.4323537	10431.25000	-2851.766081	18845.14620	21696.91228
687279300.6823537	10431.50000	-2852.422561	18844.43680	21696.85936
687279300.9323537	10431.75000	-2852.944139	18843.86230	21696.80644
687279301.1823537	10432.00000	-2852.037917	18844.71560	21696.75352
687279301.4323537	10432.25000	-2850.658495	18846.04210	21696.70060
687279301.6823537	10432.50000	-2852.794971	18843.85270	21696.64767
687279301.9323537	10432.75000	-2853.158948	18843.43580	21696.59475
687279302.1823537	10433.00000	-2855.095023	18841.44680	21696.54182
687279302.4323537	10433.25000	-2854.709897	18841.77900	21696.48890
687279302.6823537	10433.50000	-2850.066372	18846.36960	21696.43597
687279302.9323537	10433.75000	-2853.145445	18843.23760	21696.38304
687279303.1823537	10434.00000	-2853.137017	18843.19310	21696.33012
687279303.4323537	10434.25000	-2851.539390	18844.73780	21696.27719
687279303.6823537	10434.50000	-2853.039161	18843.18510	21696.22426
687279303.9323537	10434.75000	-2852.258031	18843.91330	21696.17133
687279304.1823537	10435.00000	-2852.605302	18843.51310	21696.11840
687279304.4323537	10435.25000	-2853.895571	18842.16990	21696.06547
687279304.6823537	10435.50000	-2845.176739	18850.83580	21696.01254
687279304.9323537	10435.75000	-2853.086007	18842.87360	21695.95961
687279305.1823537	10436.00000	-2856.324875	18839.58180	21695.90667
687279305.4323537	10436.25000	-2852.310041	18843.54370	21695.85374
687279305.6823537	10436.50000	-2849.799007	18846.00180	21695.80081
687279305.9323537	10436.75000	-2848.311472	18847.43640	21695.74787
687279306.1823537	10437.00000	-2834.389537	18861.30540	21695.69494
687279306.4323537	10437.25000	-2849.926501	18845.71550	21695.64200
687279306.6823537	10437.50000	-2851.067964	18844.52110	21695.58906
687279306.9323537	10437.75000	-2850.627327	18844.90880	21695.53613
687279307.1823537	10438.00000	-2846.719089	18848.76410	21695.48319
687279307.4323537	10438.25000	-2851.439250	18843.99100	21695.43025
687279307.6823537	10438.50000	-2849.543410	18845.83390	21695.37731
687279307.9323537	10438.75000	-2846.829971	18848.49440	21695.32437
687279308.1823537	10439.00000	-2848.987629	18846.28380	21695.27143
687279308.4323537	10439.25000	-2856.663088	18838.55540	21695.21849
687279308.6823537	10439.50000	-2846.101846	18849.06370	21695.16555
687279308.9323537	10439.75000	-2849.040504	18846.07210	21695.11260
687279309.1823537	10440.00000	-2849.466059	18845.59360	21695.05966
687279309.4323537	10440.25000	-2849.037316	18845.96940	21695.00672
687279309.6823537	10440.50000	-2841.066571	18853.88720	21694.95377
687279309.9323537	10440.75000	-2846.480826	18848.42000	21694.90083
687279310.1823537	10441.00000	-2846.590880	18848.25700	21694.84788
687279310.4323537	10441.25000	-2849.258633	18845.53630	21694.79493
687279310.6823537	10441.50000	-2847.605086	18847.13690	21694.74199
687279310.9323537	10441.75000	-2848.238937	18846.45010	21694.68904
687279311.1823537	10442.00000	-2842.233388	18852.40270	21694.63609
687279311.4323537	10442.25000	-2850.644339	18843.93880	21694.58314
687279311.6823537	10442.50000	-2849.244289	18845.28590	21694.53019
687279311.9323537	10442.75000	-2846.315338	18848.16190	21694.47724
687279312.1823537	10443.00000	-2846.324486	18848.09980	21694.42429
687279312.4323537	10443.25000	-2846.132935	18848.23840	21694.37134
687279312.6823537	10443.50000	-2846.373682	18847.94470	21694.31838
687279312.9323537	10443.75000	-2845.775228	18848.49020	21694.26543
687279313.1823537	10444.00000	-2848.948175	18845.26430	21694.21247
687279313.4323537	10444.25000	-2844.720019	18849.43950	21694.15952
687279313.6823537	10444.50000	-2845.958964	18848.14760	21694.10656
687279313.9323537	10444.75000	-2847.036407	18847.01720	21694.05361
687279314.1823537	10445.00000	-2847.105250	18846.89540	21694.00065
687279314.4323537	10445.25000	-2844.426493	18849.52120	21693.94769
687279314.6823537	10445.50000	-2842.146035	18851.74870	21693.89473
687279314.9323537	10445.75000	-2845.765775	18848.07600	21693.84178
687279315.1823537	10446.00000	-2846.124117	18847.66470	21693.78882
687279315.4323537	10446.25000	-2844.540756	18849.19510	21693.73586
687279315.6823537	10446.50000	-2843.802195	18849.88070	21693.68290
687279315.9323537	10446.75000	-2844.488034	18849.14190	21693.62993
687279316.1823537	10447.00000	-2845.788272	18847.78870	21693.57697
687279316.4323537	10447.25000	-2844.622009	18848.90200	21693.52401
687279316.6823537	10447.50000	-2843.762745	18849.70830	21693.47105
687279316.9323537	10447.75000	-2843.747981	18849.67010	21693.41808
687279317.1823537	10448.00000	-2843.059416	18850.30570	21693.36512
687279317.4323537	10448.25000	-2844.876150	18848.43600	21693.31215
687279317.6823537	10448.50000	-2842.448685	18850.81050	21693.25918
687279317.9323537	10448.75000	-2838.371517	18854.83470	21693.20622
687279318.1823537	10449.00000	-2841.905750	18851.24750	21693.15325
687279318.4323537	10449.25000	-2842.916482	18850.18380	21693.10028
687279318.6823537	10449.50000	-2842.575513	18850.47180	21693.04731
687279318.9323537	10449.75000	-2842.427943	18850.56640	21692.99434
687279319.1823537	10450.00000	-2843.740372	18849.20100	21692.94137
687279319.4323537	10450.25000	-2842.591302	18850.29710	21692.88840
687279319.6823537	10450.50000	-2840.195030	18852.64040	21692.83543
687279319.9323537	10450.75000	-2843.391758	18849.39070	21692.78246
687279320.1823537	10451.00000	-2840.754784	18851.97470	21692.72948
687279320.4323537	10451.25000	-2839.027211	18853.64930	21692.67651
687279320.6823537	10451.50000	-2839.356738	18853.26680	21692.62354
687279320.9323537	10451.75000	-2842.537161	18850.03340	21692.57056
687279321.1823537	10452.00000	-2839.882386	18852.63520	21692.51759
687279321.4323537	10452.25000	-2843.611210	18848.85340	21692.46461
687279321.6823537	10452.50000	-2840.140233	18852.27140	21692.41163
687279321.9323537	10452.75000	-2838.345756	18854.01290	21692.35866
687279322.1823537	10453.00000	-2841.843577	18850.46210	21692.30568
687279322.4323537	10453.25000	-2839.121298	18853.13140	21692.25270
687279322.6823537	10453.50000	-2837.710818	18854.48890	21692.19972
687279322.9323537	10453.75000	-2840.705638	18851.44110	21692.14674
687279323.1823537	10454.00000	-2839.739957	18852.35380	21692.09376
687279323.4323537	10454.25000	-2839.244376	18852.79640	21692.04078
687279323.6823537	10454.50000	-2838.597192	18853.39060	21691.98779
687279323.9323537	10454.75000	-2837.154510	18854.78030	21691.93481
687279324.1823537	10455.00000	-2838.578326	18853.30350	21691.88183
687279324.4323537	10455.25000	-2838.674142	18853.15470	21691.82884
687279324.6823537	10455.50000	-2841.591457	18850.18440	21691.77586
687279324.9323537	10455.75000	-2836.415372	18855.30750	21691.72287
687279325.1823537	10456.00000	-2837.158685	18854.51120	21691.66988
687279325.4323537	10456.25000	-2841.740598	18849.87630	21691.61690
687279325.6823537	10456.50000	-2838.090310	18853.47360	21691.56391
687279325.9323537	10456.75000	-2834.781321	18856.72960	21691.51092
687279326.1823537	10457.00000	-2839.183133	18852.27480	21691.45793
687279326.4323537	10457.25000	-2838.331643	18853.07330	21691.40494
687279326.6823537	10457.50000	-2837.315553	18854.03640	21691.35195
687279326.9323537	10457.75000	-2834.274562	18857.02440	21691.29896
687279327.1823537	10458.00000	-2833.974370	18857.27160	21691.24597
687279327.4323537	10458.25000	-2834.044777	18857.14820	21691.19298
687279327.6823537	10458.50000	-2836.293085	18854.84690	21691.13999
687279327.9323537	10458.75000	-2835.950691	18855.13630	21691.08699
687279328.1823537	10459.00000	-2836.943596	18854.09040	21691.03400
687279328.4323537	10459.25000	-2835.054201	18855.92680	21690.98100
687279328.6823537	10459.50000	-2833.987806	18856.94020	21690.92801
687279328.9323537	10459.75000	-2837.415809	18853.45920	21690.87501
687279329.1823537	10460.00000	-2837.385912	18853.43610	21690.82201
687279329.4323537	10460.25000	-2835.706715	18855.06230	21690.76901
687279329.6823537	10460.50000	-2835.408216	18855.30780	21690.71602
687279329.9323537	10460.75000	-2836.354717	18854.30830	21690.66302
687279330.1823537	10461.00000	-2835.681817	18854.92820	21690.61002
687279330.4323537	10461.25000	-2833.924817	18856.63220	21690.55702
687279330.6823537	10461.50000	-2830.463416	18860.04060	21690.50402
687279330.9323537	10461.75000	-2833.786614	18856.66440	21690.45101
687279331.1823537	10462.00000	-2834.159811	18856.23820	21690.39801
687279331.4323537	10462.25000	-2834.333408	18856.01160	21690.34501
687279331.6823537	10462.50000	-2833.311005	18856.98100	21690.29200
687279331.9323537	10462.75000	-2834.886200	18855.35280	21690.23900
687279332.1823537	10463.00000	-2835.552495	18854.63350	21690.18600
687279332.4323537	10463.25000	-2836.080590	18854.05240	21690.13299
687279332.6823537	10463.50000	-2830.810482	18859.26950	21690.07998
687279332.9323537	10463.75000	-2829.056175	18860.97080	21690.02698
687279333.1823537	10464.00000	-2830.027868	18859.94610	21689.97397
687279333.4323537	10464.25000	-2832.579059	18857.34190	21689.92096
687279333.6823537	10464.50000	-2832.671649	18857.19630	21689.86795
687279333.9323537	10464.75000	-2829.736740	18860.07820	21689.81494
687279334.1823537	10465.00000	-2831.116230	18858.64570	21689.76193
687279334.4323537	10465.25000	-2829.421519	18860.28740	21689.70892
687279334.6823537	10465.50000	-2832.158806	18857.49710	21689.65591
687279334.9323537	10465.75000	-2832.372694	18857.23020	21689.60289
687279335.1823537	10466.00000	-2832.459981	18857.08990	21689.54988
687279335.4323537	10466.25000	-2825.117667	18864.37920	21689.49687
687279335.6823537	10466.50000	-2830.825152	18858.61870	21689.44385
687279335.9323537	10466.75000	-2832.169138	18857.22170	21689.39084
687279336.1823537	10467.00000	-2830.783322	18858.55450	21689.33782
687279336.4323537	10467.25000	-2828.052505	18861.23230	21689.28480
687279336.6823537	10467.50000	-2829.897288	18859.33450	21689.23179
687279336.9323537	10467.75000	-2830.286370	18858.89240	21689.17877
687279337.1823537	10468.00000	-2830.680051	18858.44570	21689.12575
687279337.4323537	10468.25000	-2831.885632	18857.18710	21689.07273
687279337.6823537	10468.50000	-2825.325213	18863.69450	21689.01971
687279337.9323537	10468.75000	-2827.861991	18861.10470	21688.96669
687279338.1823537	10469.00000	-2829.617271	18859.29640	21688.91367
687279338.4323537	10469.25000	-2826.559548	18862.30110	21688.86065
687279338.6823537	10469.50000	-2830.806626	18858.00100	21688.80763
687279338.9323537	10469.75000	-2824.758303	18863.99630	21688.75460
687279339.1823537	10470.00000	-2829.710879	18858.99070	21688.70158
687279339.4323537	10470.25000	-2831.295755	18857.35280	21688.64855
687279339.6823537	10470.50000	-2827.011230	18861.58430	21688.59553
687279339.9323537	10470.75000	-2828.277603	18860.26490	21688.54250
687279340.1823537	10471.00000	-2829.023877	18859.46560	21688.48948
687279340.4323537	10471.25000	-2825.265550	18863.17090	21688.43645
687279340.6823537	10471.50000	-2828.282122	18860.10130	21688.38342
687279340.9323537	10471.75000	-2828.430292	18859.90010	21688.33039
687279341.1823537	10472.00000	-2825.702564	18862.57480	21688.27736
687279341.4323537	10472.25000	-2827.349634	18860.87470	21688.22433
687279341.6823537	10472.50000	-2826.473803	18861.69750	21688.17130
687279341.9323537	10472.75000	-2827.509072	18860.60920	21688.11827
687279342.1823537	10473.00000	-2828.878940	18859.18630	21688.06524
687279342.4323537	10473.25000	-2822.576108	18865.43610	21688.01221
687279342.6823537	10473.50000	-2826.583474	18861.37570	21687.95917
687279342.9323537	10473.75000	-2820.932240	18866.97390	21687.90614
687279343.1823537	10474.00000	-2826.522506	18861.33060	21687.85311
687279343.4323537	10474.25000	-2826.242770	18861.55730	21687.80007
687279343.6823537	10474.50000	-2826.559534	18861.18750	21687.74703
687279343.9323537	10474.75000	-2825.424198	18862.26980	21687.69400
687279344.1823537	10475.00000	-2833.342860	18854.29810	21687.64096
687279344.4323537	10475.25000	-2825.492423	18862.09550	21687.58792
687279344.6823537	10475.50000	-2825.352983	18862.18190	21687.53488
687279344.9323537	10475.75000	-2823.062945	18864.41890	21687.48184
687279345.1823537	10476.00000	-2824.608104	18862.82070	21687.42880
687279345.4323537	10476.25000	-2826.328964	18861.04680	21687.37576
687279345.6823537	10476.50000	-2822.502422	18864.82030	21687.32272
687279345.9323537	10476.75000	-2823.354281	18863.91540	21687.26968
687279346.1823537	10477.00000	-2825.395937	18861.82070	21687.21664
687279346.4323537	10477.25000	-2824.547295	18862.61630	21687.16359
687279346.6823537	10477.50000	-2820.763850	18866.34670	21687.11055
687279346.9323537	10477.75000	-2823.932206	18863.12530	21687.05751
687279347.1823537	10478.00000	-2821.409060	18865.59540	21687.00446
687279347.4323537	10478.25000	-2824.123414	18862.82800	21686.95141
687279347.6823537	10478.50000	-2821.029968	18865.86840	21686.89837
687279347.9323537	10478.75000	-2822.969421	18863.87590	21686.84532
687279348.1823537	10479.00000	-2825.302973	18861.48930	21686.79227
687279348.4323537	10479.25000	-2814.749323	18871.98990	21686.73922
687279348.6823537	10479.50000	-2819.251775	18867.43440	21686.68617
687279348.9323537	10479.75000	-2822.304624	18864.32850	21686.63312
687279349.1823537	10480.00000	-2822.220874	18864.35920	21686.58007
687279349.4323537	10480.25000	-2818.090322	18868.43670	21686.52702
687279349.6823537	10480.50000	-2823.617170	18862.85680	21686.47397
687279349.9323537	10480.75000	-2822.229917	18864.19100	21686.42092
687279350.1823537	10481.00000	-2822.491165	18863.87670	21686.36786
687279350.4323537	10481.25000	-2822.388010	18863.92680	21686.31481
687279350.6823537	10481.50000	-2820.543455	18865.71830	21686.26176
687279350.9323537	10481.75000	-2818.817000	18867.39170	21686.20870
687279351.1823537	10482.00000	-2815.410244	18870.74540	21686.15564
687279351.4323537	10482.25000	-2819.223487	18866.87910	21686.10259
687279351.6823537	10482.50000	-2817.356430	18868.69310	21686.04953
687279351.9323537	10482.75000	-2820.614171	18865.38230	21685.99647
687279352.1823537	10483.00000	-2819.428914	18866.51450	21685.94341
687279352.4323537	10483.25000	-2820.262554	18865.62780	21685.89035
687279352.6823537	10483.50000	-2818.228794	18867.60850	21685.83729
687279352.9323537	10483.75000	-2820.535432	18865.24880	21685.78423
687279353.1823537	10484.00000	-2819.462772	18866.26840	21685.73117
687279353.4323537	10484.25000	-2806.626909	18879.05120	21685.67811
687279353.6823537	10484.50000	-2813.716746	18871.90830	21685.62505
687279353.9323537	10484.75000	-2819.799883	18865.77210	21685.57198
687279354.1823537	10485.00000	-2821.976019	18863.54290	21685.51892
687279354.4323537	10485.25000	-2819.601754	18865.86410	21685.46585
687279354.6823537	10485.50000	-2816.277188	18869.13560	21685.41279
687279354.9323537	10485.75000	-2818.266423	18867.09330	21685.35972
687279355.1823537	10486.00000	-2817.914356	18867.39230	21685.30666
687279355.4323537	10486.25000	-2818.334488	18866.91910	21685.25359
687279355.6823537	10486.50000	-2816.169620	18869.03090	21685.20052
687279355.9323537	10486.75000	-2817.421752	18867.72570	21685.14745
687279356.1823537	10487.00000	-2816.485782	18868.60860	21685.09438
687279356.4323537	10487.25000	-2820.357112	18864.68420	21685.04131
687279356.6823537	10487.50000	-2818.225141	18866.76310	21684.98824
687279356.9323537	10487.75000	-2816.318070	18868.61710	21684.93517
687279357.1823537	10488.00000	-2816.928698	18867.95340	21684.88210
687279357.4323537	10488.25000	-2815.759124	18869.06990	21684.82902
687279357.6823537	10488.50000	-2809.118951	18875.65700	21684.77595
687279357.9323537	10488.75000	-2814.373277	18870.34960	21684.72288
687279358.1823537	10489.00000	-2816.609402	18868.06040	21684.66980
687279358.4323537	10489.25000	-2816.563427	18868.05330	21684.61673
687279358.6823537	10489.50000	-2815.898550	18868.66510	21684.56365
687279358.9323537	10489.75000	-2818.961674	18865.54890	21684.51057
687279359.1823537	10490.00000	-2815.656595	18868.80090	21684.45750
687279359.4323537	10490.25000	-2814.541618	18869.86280	21684.40442
687279359.6823537	10490.50000	-2813.673039	18870.67830	21684.35134
687279359.9323537	10490.75000	-2819.684859	18864.61340	21684.29826
687279360.1823537	10491.00000	-2816.919980	18867.32520	21684.24518
687279360.4323537	10491.25000	-2814.115599	18870.07650	21684.19210
687279360.6823537	10491.50000	-2814.224517	18869.91450	21684.13902
687279360.9323537	10491.75000	-2815.283335	18868.80260	21684.08593
687279361.1823537	10492.00000	-2815.052553	18868.98030	21684.03285
687279361.4323537	10492.25000	-2814.042468	18869.93730	21683.97977
687279361.6823537	10492.50000	-2816.055784	18867.87090	21683.92668
687279361.9323537	10492.75000	-2814.013399	18869.86020	21683.87360
687279362.1823537	10493.00000	-2814.403014	18869.41750	21683.82051
687279362.4323537	10493.25000	-2813.992527	18869.77490	21683.76743
687279362.6823537	10493.50000	-2816.478241	18867.23610	21683.71434
687279362.9323537	10493.75000	-2815.848753	18867.81250	21683.66125
687279363.1823537	10494.00000	-2812.877166	18870.73100	21683.60817
687279363.4323537	10494.25000	-2806.175476	18877.37960	21683.55508
687279363.6823537	10494.50000	-2812.556886	18870.94510	21683.50199
687279363.9323537	10494.75000	-2810.310896	18873.13800	21683.44890
687279364.1823537	10495.00000	-2812.946906	18870.44890	21683.39581
687279364.4323537	10495.25000	-2811.381513	18871.96120	21683.34271
687279364.6823537	10495.50000	-2811.631121	18871.65850	21683.28962
687279364.9323537	10495.75000	-2812.053128	18871.18340	21683.23653
687279365.1823537	10496.00000	-2810.609235	18872.57420	21683.18343
687279365.4323537	10496.25000	-2811.952441	18871.17790	21683.13034
687279365.6823537	10496.50000	-2813.044147	18870.03310	21683.07725
687279365.9323537	10496.75000	-2806.295550	18876.72860	21683.02415
687279366.1823537	10497.00000	-2811.854354	18871.11670	21682.97105
687279366.4323537	10497.25000	-2818.651658	18864.26630	21682.91796
687279366.6823537	10497.50000	-2809.663960	18873.20090	21682.86486
687279366.9323537	10497.75000	-2809.952461	18872.85930	21682.81176
687279367.1823537	10498.00000	-2809.270763	18873.48790	21682.75866
687279367.4323537	10498.25000	-2812.869764	18869.83580	21682.70556
687279367.6823537	10498.50000	-2809.062763	18873.58970	21682.65246
687279367.9323537	10498.75000	-2810.738262	18871.86110	21682.59936
687279368.1823537	10499.00000	-2811.866759	18870.67950	21682.54626
687279368.4323537	10499.25000	-2802.431658	18880.06150	21682.49316
687279368.6823537	10499.50000	-2807.987555	18874.45250	21682.44006
687279368.9323537	10499.75000	-2807.652751	18874.73420	21682.38695
687279369.1823537	10500.00000	-2811.585547	18870.74830	21682.33385
687279369.4323537	10500.25000	-2807.641143	18874.63960	21682.28074
687279369.6823537	10500.50000	-2810.065237	18872.16240	21682.22764
687279369.9323537	10500.75000	-2806.952331	18875.22220	21682.17453
687279370.1823537	10501.00000	-2810.958224	18871.16320	21682.12142
687279370.4323537	10501.25000	-2810.093216	18871.97510	21682.06832
687279370.6823537	10501.50000	-2808.916907	18873.09830	21682.01521
687279370.9323537	10501.75000	-2808.182599	18873.77950	21681.96210
687279371.1823537	10502.00000	-2810.152989	18871.75600	21681.90899
687279371.4323537	10502.25000	-2809.607179	18872.24870	21681.85588
687279371.6823537	10502.50000	-2808.729268	18873.07350	21681.80277
687279371.9323537	10502.75000	-2810.114856	18871.63480	21681.74966
687279372.1823537	10503.00000	-2806.447943	18875.24860	21681.69654
687279372.4323537	10503.25000	-2805.993531	18875.64990	21681.64343
687279372.6823537	10503.50000	-2812.487317	18869.10300	21681.59032
687279372.9323537	10503.75000	-2808.850103	18872.68710	21681.53720
687279373.1823537	10504.00000	-2808.433388	18873.05070	21681.48409
687279373.4323537	10504.25000	-2810.227372	18871.20360	21681.43097
687279373.6823537	10504.50000	-2806.861356	18874.51650	21681.37786
687279373.9323537	10504.75000	-2806.824638	18874.50010	21681.32474
687279374.1823537	10505.00000	-2806.104321	18875.16730	21681.27162
687279374.4323537	10505.25000	-2809.430303	18871.78820	21681.21850
687279374.6823537	10505.50000	-2803.630083	18877.53530	21681.16538
687279374.9323537	10505.75000	-2807.035764	18874.07650	21681.11226
687279375.1823537	10506.00000	-2807.669144	18873.39000	21681.05914
687279375.4323537	10506.25000	-2808.427122	18872.57890	21681.00602
687279375.6823537	10506.50000	-2806.586701	18874.36620	21680.95290
687279375.9323537	10506.75000	-2811.826378	18869.07340	21680.89978
687279376.1823537	10507.00000	-2808.104855	18872.74180	21680.84666
687279376.4323537	10507.25000	-2805.215931	18875.57760	21680.79353
687279376.6823537	10507.50000	-2804.518608	18876.22180	21680.74041
687279376.9323537	10507.75000	-2806.026582	18874.66070	21680.68728
687279377.1823537	10508.00000	-2805.643157	18874.99100	21680.63416
687279377.4323537	10508.25000	-2806.489130	18874.09190	21680.58103
687279377.6823537	10508.50000	-2802.330104	18878.19780	21680.52790
687279377.9323537	10508.75000	-2806.297475	18874.17730	21680.47478
687279378.1823537	10509.00000	-2799.259448	18881.16220	21680.42165
687279378.4323537	10509.25000	-2807.121818	18873.24670	21680.36852
687279378.6823537	10509.50000	-2806.845889	18873.46950	21680.31539
687279378.9323537	10509.75000	-2805.192759	18875.06950	21680.26226
