ET_time(sec) 	 time(sec of day) 	 freq_residual(Hz=exp-theo) 	 exp_dopp 	 theo_dopp 
686415318.6823459	10449.50000	-64.906811	11250.83350	11315.74031
686415318.9323459	10449.75000	-64.894013	11250.81220	11315.70621
686415319.1823459	10450.00000	-64.867115	11250.80500	11315.67212
686415319.4323459	10450.25000	-64.774716	11250.86330	11315.63802
686415319.6823459	10450.50000	-64.792316	11250.81160	11315.60392
686415319.9323459	10450.75000	-64.734214	11250.83560	11315.56981
686415320.1823459	10451.00000	-64.697913	11250.83780	11315.53571
686415320.4323459	10451.25000	-64.671409	11250.83020	11315.50161
686415320.6823459	10451.50000	-64.658005	11250.80950	11315.46750
686415320.9323459	10451.75000	-64.629801	11250.80360	11315.43340
686415321.1823459	10452.00000	-64.567794	11250.83150	11315.39929
686415321.4323459	10452.25000	-64.551087	11250.81410	11315.36519
686415321.6823459	10452.50000	-64.510180	11250.82090	11315.33108
686415321.9323459	10452.75000	-64.495170	11250.80180	11315.29697
686415322.1823459	10453.00000	-64.440760	11250.82210	11315.26286
686415322.4323459	10453.25000	-64.420450	11250.80830	11315.22875
686415322.6823459	10453.50000	-64.381238	11250.81340	11315.19464
686415322.9323459	10453.75000	-64.346424	11250.81410	11315.16052
686415323.1823459	10454.00000	-63.914010	11251.21240	11315.12641
686415323.4323459	10454.25000	-64.286697	11250.80560	11315.09230
686415323.6823459	10454.50000	-64.255280	11250.80290	11315.05818
686415323.9323459	10454.75000	-64.206464	11250.81760	11315.02406
686415324.1823459	10455.00000	-64.166946	11250.82300	11314.98995
686415324.4323459	10455.25000	-64.129927	11250.82590	11314.95583
686415324.6823459	10455.50000	-64.123608	11250.79810	11314.92171
686415324.9323459	10455.75000	-64.052588	11250.83500	11314.88759
686415325.1823459	10456.00000	-64.020966	11250.83250	11314.85347
686415325.4323459	10456.25000	-64.004543	11250.81480	11314.81934
686415325.6823459	10456.50000	-63.995120	11250.79010	11314.78522
686415325.9323459	10456.75000	-63.950595	11250.80050	11314.75110
686415326.1823459	10457.00000	-63.901569	11250.81540	11314.71697
686415326.4323459	10457.25000	-63.848143	11250.83470	11314.68284
686415326.6823459	10457.50000	-63.815616	11250.83310	11314.64872
686415326.9323459	10457.75000	-63.814187	11250.80040	11314.61459
686415327.1823459	10458.00000	-63.775659	11250.80480	11314.58046
686415327.4323459	10458.25000	-63.734929	11250.81140	11314.54633
686415327.6823459	10458.50000	-63.701597	11250.81060	11314.51220
686415327.9323459	10458.75000	-63.672865	11250.80520	11314.47806
686415328.1823459	10459.00000	-63.645232	11250.79870	11314.44393
686415328.4323459	10459.25000	-63.562298	11250.84750	11314.40980
686415328.6823459	10459.50000	-63.573062	11250.80260	11314.37566
686415328.9323459	10459.75000	-63.560726	11250.78080	11314.34153
686415329.1823459	10460.00000	-63.481889	11250.82550	11314.30739
686415329.4323459	10460.25000	-63.456751	11250.81650	11314.27325
686415329.6823459	10460.50000	-63.442412	11250.79670	11314.23911
686415329.9323459	10460.75000	-63.397572	11250.80740	11314.20497
686415330.1823459	10461.00000	-63.310131	11250.86070	11314.17083
686415330.4323459	10461.25000	-63.334389	11250.80230	11314.13669
686415330.6823459	10461.50000	-63.291746	11250.81080	11314.10255
686415330.9323459	10461.75000	-63.231503	11250.83690	11314.06840
686415331.1823459	10462.00000	-63.218257	11250.81600	11314.03426
686415331.4323459	10462.25000	-63.171011	11250.82910	11314.00011
686415331.6823459	10462.50000	-63.144265	11250.82170	11313.96596
686415331.9323459	10462.75000	-63.092917	11250.83890	11313.93182
686415332.1823459	10463.00000	-63.069568	11250.82810	11313.89767
686415332.4323459	10463.25000	-63.060219	11250.80330	11313.86352
686415332.6823459	10463.50000	-63.030468	11250.79890	11313.82937
686415332.9323459	10463.75000	-62.981017	11250.81420	11313.79522
686415333.1823459	10464.00000	-62.709764	11251.05130	11313.76106
686415333.4323459	10464.25000	-62.903009	11250.82390	11313.72691
686415333.6823459	10464.50000	-62.914856	11250.77790	11313.69276
686415333.9323459	10464.75000	-62.837600	11250.82100	11313.65860
686415334.1823459	10465.00000	-62.792543	11250.83190	11313.62444
686415334.4323459	10465.25000	-62.787186	11250.80310	11313.59029
686415334.6823459	10465.50000	-62.741728	11250.81440	11313.55613
686415334.9323459	10465.75000	-62.665368	11250.85660	11313.52197
686415335.1823459	10466.00000	-62.686508	11250.80130	11313.48781
686415335.4323459	10466.25000	-62.632947	11250.82070	11313.45365
686415335.6823459	10466.50000	-62.642284	11250.77720	11313.41948
686415335.9323459	10466.75000	-62.547221	11250.83810	11313.38532
686415336.1823459	10467.00000	-62.530557	11250.82060	11313.35116
686415336.4323459	10467.25000	-62.503391	11250.81360	11313.31699
686415336.6823459	10467.50000	-62.446625	11250.83620	11313.28282
686415336.9323459	10467.75000	-62.438858	11250.80980	11313.24866
686415337.1823459	10468.00000	-62.380989	11250.83350	11313.21449
686415337.4323459	10468.25000	-62.371321	11250.80900	11313.18032
686415337.6823459	10468.50000	-62.311251	11250.83490	11313.14615
686415337.9323459	10468.75000	-62.268979	11250.84300	11313.11198
686415338.1823459	10469.00000	-62.278408	11250.79940	11313.07781
686415338.4323459	10469.25000	-62.240134	11250.80350	11313.04363
686415338.6823459	10469.50000	-62.186360	11250.82310	11313.00946
686415338.9323459	10469.75000	-62.148886	11250.82640	11312.97529
686415339.1823459	10470.00000	-62.129810	11250.81130	11312.94111
686415339.4323459	10470.25000	-62.109233	11250.79770	11312.90693
686415339.6823459	10470.50000	-62.053356	11250.81940	11312.87276
686415339.9323459	10470.75000	-62.049377	11250.78920	11312.83858
686415340.1823459	10471.00000	-61.968497	11250.83590	11312.80440
686415340.4323459	10471.25000	-61.988316	11250.78190	11312.77022
686415340.6823459	10471.50000	-61.892534	11250.84350	11312.73603
686415340.9323459	10471.75000	-61.895451	11250.80640	11312.70185
686415341.1823459	10472.00000	-61.821268	11250.84640	11312.66767
686415341.4323459	10472.25000	-61.819484	11250.81400	11312.63348
686415341.6823459	10472.50000	-61.766597	11250.83270	11312.59930
686415341.9323459	10472.75000	-61.599911	11250.96520	11312.56511
686415342.1823459	10473.00000	-61.718024	11250.81290	11312.53092
686415342.4323459	10473.25000	-61.718836	11250.77790	11312.49674
686415342.6823459	10473.50000	-61.636546	11250.82600	11312.46255
686415342.9323459	10473.75000	-61.624156	11250.80420	11312.42836
686415343.1823459	10474.00000	-61.586765	11250.80740	11312.39416
686415343.4323459	10474.25000	-61.547471	11250.81250	11312.35997
686415343.6823459	10474.50000	-61.498678	11250.82710	11312.32578
686415343.9323459	10474.75000	-61.450084	11250.84150	11312.29158
686415344.1823459	10475.00000	-61.400789	11250.85660	11312.25739
686415344.4323459	10475.25000	-61.241193	11250.98200	11312.22319
686415344.6823459	10475.50000	-61.345296	11250.84370	11312.18900
686415344.9323459	10475.75000	-61.304297	11250.85050	11312.15480
686415345.1823459	10476.00000	-61.297298	11250.82330	11312.12060
686415345.4323459	10476.25000	-61.269398	11250.81700	11312.08640
686415345.6823459	10476.50000	-61.245697	11250.80650	11312.05220
686415345.9323459	10476.75000	-61.207094	11250.81090	11312.01799
686415346.1823459	10477.00000	-60.945292	11251.03850	11311.98379
686415346.4323459	10477.25000	-61.098088	11250.85150	11311.94959
686415346.6823459	10477.50000	-61.089883	11250.82550	11311.91538
686415346.9323459	10477.75000	-61.036277	11250.84490	11311.88118
686415347.1823459	10478.00000	-61.018970	11250.82800	11311.84697
686415347.4323459	10478.25000	-61.007362	11250.80540	11311.81276
686415347.6823459	10478.50000	-60.968253	11250.81030	11311.77855
686415347.9323459	10478.75000	-60.924643	11250.81970	11311.74434
686415348.1823459	10479.00000	-60.898133	11250.81200	11311.71013
686415348.4323459	10479.25000	-60.902620	11250.77330	11311.67592
686415348.6823459	10479.50000	-60.809908	11250.83180	11311.64171
686415348.9323459	10479.75000	-60.782894	11250.82460	11311.60749
686415349.1823459	10480.00000	-60.745580	11250.82770	11311.57328
686415349.4323459	10480.25000	-60.703564	11250.83550	11311.53906
686415349.6823459	10480.50000	-60.695947	11250.80890	11311.50485
686415349.9323459	10480.75000	-60.637430	11250.83320	11311.47063
686415350.1823459	10481.00000	-60.600511	11250.83590	11311.43641
686415350.4323459	10481.25000	-60.584391	11250.81780	11311.40219
686415350.6823459	10481.50000	-60.564271	11250.80370	11311.36797
686415350.9323459	10481.75000	-60.513149	11250.82060	11311.33375
686415351.1823459	10482.00000	-60.517927	11250.78160	11311.29953
686415351.4323459	10482.25000	-60.457504	11250.80780	11311.26530
686415351.6823459	10482.50000	-60.394879	11250.83620	11311.23108
686415351.9323459	10482.75000	-60.386054	11250.81080	11311.19685
686415352.1823459	10483.00000	-60.339027	11250.82360	11311.16263
686415352.4323459	10483.25000	-60.295400	11250.83300	11311.12840
686415352.6823459	10483.50000	-60.285772	11250.80840	11311.09417
686415352.9323459	10483.75000	-60.219743	11250.84020	11311.05994
686415353.1823459	10484.00000	-60.192112	11250.83360	11311.02571
686415353.4323459	10484.25000	-59.955981	11251.03550	11310.99148
686415353.6823459	10484.50000	-60.153450	11250.80380	11310.95725
686415353.9323459	10484.75000	-60.109216	11250.81380	11310.92302
686415354.1823459	10485.00000	-60.064882	11250.82390	11310.88878
686415354.4323459	10485.25000	-60.031648	11250.82290	11310.85455
686415354.6823459	10485.50000	-60.035611	11250.78470	11310.82031
686415354.9323459	10485.75000	-59.997774	11250.78830	11310.78607
686415355.1823459	10486.00000	-59.952636	11250.79920	11310.75184
686415355.4323459	10486.25000	-59.939098	11250.77850	11310.71760
686415355.6823459	10486.50000	-59.831757	11250.85160	11310.68336
686415355.9323459	10486.75000	-59.848517	11250.80060	11310.64912
686415356.1823459	10487.00000	-59.802975	11250.81190	11310.61488
686415356.4323459	10487.25000	-59.755432	11250.82520	11310.58063
686415356.6823459	10487.50000	-59.730889	11250.81550	11310.54639
686415356.9323459	10487.75000	-59.686643	11250.82550	11310.51214
686415357.1823459	10488.00000	-59.678097	11250.79980	11310.47790
686415357.4323459	10488.25000	-59.628852	11250.81480	11310.44365
686415357.6823459	10488.50000	-59.574204	11250.83520	11310.40940
686415357.9323459	10488.75000	-59.557354	11250.81780	11310.37515
686415358.1823459	10489.00000	-59.535606	11250.80530	11310.34091
686415358.4323459	10489.25000	-59.503155	11250.80350	11310.30666
686415358.6823459	10489.50000	-59.458904	11250.81350	11310.27240
686415358.9323459	10489.75000	-59.419852	11250.81830	11310.23815
686415359.1823459	10490.00000	-59.361497	11250.84240	11310.20390
686415359.4323459	10490.25000	-59.356743	11250.81290	11310.16964
686415359.6823459	10490.50000	-59.316388	11250.81900	11310.13539
686415359.9323459	10490.75000	-59.288632	11250.81250	11310.10113
686415360.1823459	10491.00000	-59.257875	11250.80900	11310.06687
686415360.4323459	10491.25000	-59.201117	11250.83150	11310.03262
686415360.6823459	10491.50000	-59.187557	11250.81080	11309.99836
686415360.9323459	10491.75000	-59.167697	11250.79640	11309.96410
686415361.1823459	10492.00000	-59.132336	11250.79750	11309.92984
686415361.4323459	10492.25000	-59.072273	11250.82330	11309.89557
686415361.6823459	10492.50000	-59.062910	11250.79840	11309.86131
686415361.9323459	10492.75000	-59.048246	11250.77880	11309.82705
686415362.1823459	10493.00000	-59.002380	11250.79040	11309.79278
686415362.4323459	10493.25000	-58.941214	11250.81730	11309.75851
686415362.6823459	10493.50000	-58.927148	11250.79710	11309.72425
686415362.9323459	10493.75000	-58.874180	11250.81580	11309.68998
686415363.1823459	10494.00000	-58.820611	11250.83510	11309.65571
686415363.4323459	10494.25000	-58.772042	11250.84940	11309.62144
686415363.6823459	10494.50000	-58.788470	11250.79870	11309.58717
686415363.9323459	10494.75000	-58.734598	11250.81830	11309.55290
686415364.1823459	10495.00000	-58.720426	11250.79820	11309.51863
686415364.4323459	10495.25000	-58.670552	11250.81380	11309.48435
686415364.6823459	10495.50000	-58.612177	11250.83790	11309.45008
686415364.9323459	10495.75000	-58.589802	11250.82600	11309.41580
686415365.1823459	10496.00000	-58.571925	11250.80960	11309.38152
686415365.4323459	10496.25000	-58.511047	11250.83620	11309.34725
686415365.6823459	10496.50000	-58.476969	11250.83600	11309.31297
686415365.9323459	10496.75000	-58.446389	11250.83230	11309.27869
686415366.1823459	10497.00000	-58.422308	11250.82210	11309.24441
686415366.4323459	10497.25000	-58.412827	11250.79730	11309.21013
686415366.6823459	10497.50000	-58.348144	11250.82770	11309.17584
686415366.9323459	10497.75000	-58.339860	11250.80170	11309.14156
686415367.1823459	10498.00000	-58.235376	11250.87190	11309.10728
686415367.4323459	10498.25000	-58.278390	11250.79460	11309.07299
686415367.6823459	10498.50000	-58.226104	11250.81260	11309.03870
686415367.9323459	10498.75000	-58.162317	11250.84210	11309.00442
686415368.1823459	10499.00000	-58.145529	11250.82460	11308.97013
686415368.4323459	10499.25000	-58.112039	11250.82380	11308.93584
686415368.6823459	10499.50000	-58.071649	11250.82990	11308.90155
686415368.9323459	10499.75000	-58.062258	11250.80500	11308.86726
686415369.1823459	10500.00000	-58.031365	11250.80160	11308.83297
686415369.4323459	10500.25000	-57.997673	11250.80100	11308.79867
686415369.6823459	10500.50000	-57.959079	11250.80530	11308.76438
686415369.9323459	10500.75000	-57.902483	11250.82760	11308.73008
686415370.1823459	10501.00000	-57.892387	11250.80340	11308.69579
686415370.4323459	10501.25000	-57.817690	11250.84380	11308.66149
686415370.6823459	10501.50000	-57.848292	11250.77890	11308.62719
686415370.9323459	10501.75000	-57.770393	11250.82250	11308.59289
686415371.1823459	10502.00000	-57.750993	11250.80760	11308.55859
686415371.4323459	10502.25000	-57.687792	11250.83650	11308.52429
686415371.6823459	10502.50000	-57.668590	11250.82140	11308.48999
686415371.9323459	10502.75000	-57.645487	11250.81020	11308.45569
686415372.1823459	10503.00000	-57.571083	11250.85030	11308.42138
686415372.4323459	10503.25000	-57.559279	11250.82780	11308.38708
686415372.6823459	10503.50000	-57.537573	11250.81520	11308.35277
686415372.9323459	10503.75000	-57.498667	11250.81980	11308.31847
686415373.1823459	10504.00000	-57.458559	11250.82560	11308.28416
686415373.4323459	10504.25000	-57.413350	11250.83650	11308.24985
686415373.6823459	10504.50000	-57.310040	11250.90550	11308.21554
686415373.9323459	10504.75000	-57.350531	11250.83070	11308.18123
686415374.1823459	10505.00000	-57.309318	11250.83760	11308.14692
686415374.4323459	10505.25000	-57.323206	11250.78940	11308.11261
686415374.6823459	10505.50000	-57.273593	11250.80470	11308.07829
686415374.9323459	10505.75000	-57.257479	11250.78650	11308.04398
686415375.1823459	10506.00000	-57.214163	11250.79550	11308.00966
686415375.4323459	10506.25000	-57.123646	11250.85170	11307.97535
686415375.6823459	10506.50000	-57.131929	11250.80910	11307.94103
686415375.9323459	10506.75000	-57.104710	11250.80200	11307.90671
686415376.1823459	10507.00000	-57.063291	11250.80910	11307.87239
686415376.4323459	10507.25000	-57.039971	11250.79810	11307.83807
686415376.6823459	10507.50000	-57.012349	11250.79140	11307.80375
686415376.9323459	10507.75000	-56.938527	11250.83090	11307.76943
686415377.1823459	10508.00000	-56.899004	11250.83610	11307.73510
686415377.4323459	10508.25000	-56.904980	11250.79580	11307.70078
686415377.6823459	10508.50000	-56.853255	11250.81320	11307.66645
686415377.9323459	10508.75000	-56.848229	11250.78390	11307.63213
686415378.1823459	10509.00000	-56.778501	11250.81930	11307.59780
686415378.4323459	10509.25000	-56.760874	11250.80260	11307.56347
686415378.6823459	10509.50000	-56.598045	11250.93110	11307.52914
686415378.9323459	10509.75000	-56.678614	11250.81620	11307.49481
686415379.1823459	10510.00000	-56.655284	11250.80520	11307.46048
686415379.4323459	10510.25000	-56.606152	11250.82000	11307.42615
686415379.6823459	10510.50000	-56.552219	11250.83960	11307.39182
686415379.9323459	10510.75000	-56.566185	11250.79130	11307.35749
686415380.1823459	10511.00000	-56.505850	11250.81730	11307.32315
686415380.4323459	10511.25000	-56.465015	11250.82380	11307.28881
686415380.6823459	10511.50000	-56.469978	11250.78450	11307.25448
686415380.9323459	10511.75000	-56.421440	11250.79870	11307.22014
686415381.1823459	10512.00000	-56.335501	11250.85030	11307.18580
686415381.4323459	10512.25000	-56.301862	11250.84960	11307.15146
686415381.6823459	10512.50000	-56.291221	11250.82590	11307.11712
686415381.9323459	10512.75000	-56.293980	11250.78880	11307.08278
686415382.1823459	10513.00000	-56.269638	11250.77880	11307.04844
