i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp, second_moment,RTEC
1240,22959.0,0.014097948323180932,8410640000.0,-1.8685929082397408,-292003.86859321594,-0.4192718257929265,nan
1240,22959.25,0.049853600842710635,8410640000.0,0.5991781584154376,-292001.4008216858,0.47667463384588493,4.066867622233465e+29
1240,22959.5,0.0558366255379274,8410640000.0,0.6216153834045888,-292001.37838459015,0.4858934254508978,4.132306443666655e+29
1240,22959.75,0.08880068106540515,8410640000.0,1.5343191986665243,-292000.46568107605,1.7179698705765463,1.1837353595225668e+30
1241,22960.0,0.05864968769789341,8410640000.0,37606.804247862776,-254395.19575214386,1.052777816344229,7.870861537413785e+29
1241,22960.25,0.08073417958072329,8410640000.0,0.7277059570910691,-292001.2722940445,0.5665241042744029,4.696312583118228e+29
1241,22960.5,0.07417983946614091,8410640000.0,49011.9626459049,-242990.0373544693,1.1207684607166486,8.292234701058583e+29
1241,22960.75,0.07252217645184258,8410640000.0,-48600.07173918053,-340602.0717391968,1.125494151532296,8.321361138397027e+29
1242,22961.0,0.09146566367935607,8410640000.0,-52701.863695798536,-344703.8636960983,1.1373281574470584,8.394209956984154e+29
1242,22961.25,0.08765965119942269,8410640000.0,-80074.672673793,-372076.6726741791,1.3787619073648665,9.854835931456892e+29
1242,22961.5,0.01568519257621528,8410640000.0,-1.9844146493787942,-292003.9844150543,-0.2853997255533747,nan
1242,22961.75,0.0474505585864599,8410640000.0,-52471.9780816227,-344473.9780817032,0.4791469144903062,4.0844374355949074e+29
1243,22962.0,0.11786622178641203,8410640000.0,0.8057498721193169,-292001.1942501068,0.7731726767279543,6.085628211561322e+29
1243,22962.25,0.05394446701444095,8410640000.0,0.7528221617678309,-292001.2471780777,0.5646516295357797,4.683373810502421e+29
1243,22962.5,0.05746879805945121,8410640000.0,32314.201967433444,-259687.79803276062,0.6750360099539394,5.4347651977532674e+29
1243,22962.75,0.07409061913037873,8410640000.0,-70224.92400901044,-362226.9240093231,2.4657807031546737,1.599694467438502e+30
1244,22963.0,0.0955827144318653,8410640000.0,0.8691558636443114,-292001.1308441162,0.7014728887552404,5.611566023750609e+29
1244,22963.25,0.0760143486129923,8410640000.0,0.9247983862151271,-292001.0752019882,0.7379032195854034,5.85339509392197e+29
1244,22963.5,0.06395632428928115,8410640000.0,0.8051149501641736,-292001.1948852539,0.6411761973198978,5.2066233423755626e+29
1244,22963.75,0.058297376462276077,8410640000.0,0.6108506949278725,-292001.38914966583,0.4890699253958118,4.1548064707650256e+29
1245,22964.0,0.0842957484316036,8410640000.0,13996.641413746427,-278005.35858631134,2.0613272619736396,1.3778357766604746e+30
1245,22964.25,0.06573328266830908,8410640000.0,0.7222304452451617,-292001.27776908875,0.5219271777699533,4.3861477951349186e+29
1245,22964.5,0.07896231428953536,8410640000.0,-33590.043220753294,-325592.04322052,1.2080680418794227,8.827095622658498e+29
1245,22964.75,0.06832163782564735,8410640000.0,0.8438495659048246,-292001.1561508179,0.6658838286660185,5.373291374823795e+29
1246,22965.0,0.07608706435347573,8410640000.0,0.8967559783770602,-292001.1032438278,0.8118131047895655,6.338041077807461e+29
1246,22965.25,0.07486422726056417,8410640000.0,0.7793416276019032,-292001.2206583023,0.6575896563250049,5.317458950169983e+29
1246,22965.5,0.06439474065897409,8410640000.0,-58311.69130278907,-350313.6913032532,2.9667546420733917,1.8662781021754725e+30
1246,22965.75,0.05770116011794292,8410640000.0,0.7031961121491399,-292001.2968034744,0.610788547361874,5.000161968447043e+29
1247,22966.0,0.09530826973893303,8410640000.0,0.8134271402536923,-292001.18657302856,0.7077538580442368,5.6534063977601316e+29
1247,22966.25,0.045608428132056296,8410640000.0,0.7670893326519559,-292001.2329111099,0.5873889398978045,4.840012376614898e+29
1247,22966.5,0.0883980753928214,8410640000.0,0.896363006216436,-292001.10363674164,0.7632391857523445,6.0204028288457635e+29
1247,22966.75,0.0708183562425167,8410640000.0,0.6025165151174816,-292001.3974838257,0.5047629232553943,4.2656106025820714e+29
1248,22967.0,0.10703555467778343,8410640000.0,1.2283092795351198,-292000.77169036865,2.5698013580536405,1.6557367822551126e+30
1248,22967.25,0.02604594777962345,8410640000.0,-2.2398773252151125,-292004.2398777008,0.14436900144614884,1.5030380048863527e+29
1248,22967.5,0.08716864704576756,8410640000.0,1.3175708278414344,-292000.68242931366,2.571255971409351,1.6565177580710443e+30
1248,22967.75,0.07993593715737325,8410640000.0,-56574.95951476553,-348576.9595146179,1.796622863808904,1.2287280425121256e+30
1249,22968.0,0.0579399324267774,8410640000.0,0.6313026370552083,-292001.36869716644,0.4977677128397464,4.216291259828502e+29
1249,22968.25,0.09393718082005117,8410640000.0,-57871.38532652107,-349873.3853263855,1.8905467261298254,1.2820289962747546e+30
1249,22968.5,0.09210655599792607,8410640000.0,32134.461901474013,-259867.53809833527,1.6430313730169697,1.1405470748295693e+30
1249,22968.75,0.08397441302718645,8410640000.0,57643.31639366569,-234358.68360614777,1.72648537237447,1.1886228845552562e+30
1250,22969.0,0.12628598049016726,8410640000.0,0.9649823250770835,-292001.0350179672,0.8430721951107852,6.54077143985107e+29
1250,22969.25,0.0675585423143507,8410640000.0,1.0180874573341245,-292000.9819126129,0.9257124520868238,7.07085214780893e+29
1250,22969.5,0.06908236076254669,8410640000.0,50167.44999349734,-241834.55000686646,2.2358520942707525,1.4743849660600815e+30
1250,22969.75,0.06140214699389245,8410640000.0,1.2849101344515552,-292000.715089798,2.765030013938179,1.7599143929997657e+30
1251,22970.0,0.06925196119617193,8410640000.0,-17404.627976894128,-309406.62797641754,0.9510808180685998,7.231962858948225e+29
1251,22970.25,0.08468553271371108,8410640000.0,72630.91391144397,-219371.08608818054,2.3416696339474914,1.5323090091333074e+30
1251,22970.5,0.06941124852322164,8410640000.0,2.0807363492549475,-291999.9192638397,6.3006449134015154,3.495928207983297e+30
1251,22970.75,0.0886290029062215,8410640000.0,-48811.05457348099,-340813.0545730591,0.8851319041485656,6.811587356032006e+29
1252,22971.0,0.09056111339680911,8410640000.0,1.2852530952498322,-292000.7147464752,1.2194845843875104,8.896556279924734e+29
1252,22971.25,0.05327143087130331,8410640000.0,0.6855982166506951,-292001.3144016266,0.5204682478093365,4.375928338403199e+29
1252,22971.5,0.06765627977892633,8410640000.0,-79365.03975464989,-371367.03975486755,1.2278536613046784,8.947406653260393e+29
1252,22971.75,0.06613891214714555,8410640000.0,-25268.42781459039,-317270.42781448364,0.868393864410875,6.704076429076924e+29
1253,22972.0,0.115012184976116,8410640000.0,3.873381579761932,-291998.1266183853,15.095133919333358,7.240565335602188e+30
1253,22972.25,0.0743322911435864,8410640000.0,0.8438068577362882,-292001.15619277954,0.7137654765541279,5.693394576464059e+29
1253,22972.5,0.0832476682343419,8410640000.0,54604.693073307695,-237397.3069267273,2.5297340516782976,1.6341956760536324e+30
1253,22972.75,0.08480858518847793,8410640000.0,-60868.21670476376,-352870.2167043686,1.175378689017869,8.627596885703552e+29
1254,22973.0,0.07494517970522477,8410640000.0,-6594.85463231299,-298596.8546323776,1.4927050865668818,1.0528989165561778e+30
1254,22973.25,0.09846632587852139,8410640000.0,-67230.39540917409,-359232.39540958405,4.614303597566481,2.6966845031126743e+30
1254,22973.5,0.07442446878049028,8410640000.0,-77859.51012774219,-369861.51012802124,0.8577400251226753,6.635465544444063e+29
1254,22973.75,0.10771853313162638,8410640000.0,-13699.802138273411,-305701.80213832855,2.451375354512895,1.5919026820187113e+30
1255,22974.0,0.09342314704006244,8410640000.0,1.026131154440209,-292000.97386837006,0.8737354413061273,6.738423389318212e+29
1255,22974.25,0.049420287738662215,8410640000.0,60880.57147712289,-231121.42852306366,0.9293578866334035,7.09404859025265e+29
1255,22974.5,0.026315967750555384,8410640000.0,-2.212521598979154,-292004.21252155304,0.11205497347678355,1.2169356553198183e+29
1255,22974.75,0.07205610773071368,8410640000.0,-57710.171411747426,-349712.1714115143,0.9555852066689096,7.260494203996801e+29
1256,22975.0,0.07247169749438982,8410640000.0,0.8356262130351573,-292001.1643733978,0.6592328320055275,5.32852930572064e+29
1256,22975.25,0.056886443858944355,8410640000.0,1.0929952060923018,-292000.9070043564,2.2377663305415676,1.47543680959487e+30
1256,22975.5,0.09169673810306958,8410640000.0,-64865.64627698275,-356867.6462774277,1.7033339213555077,1.1753255150049854e+30
1256,22975.75,0.0752115131657252,8410640000.0,1.1827613743357797,-292000.8172388077,1.3836714447126517,9.884070099062873e+29
1257,22976.0,0.055967189616159554,8410640000.0,-31054.577957361627,-323056.5779571533,0.4671474139086089,3.9990173865943336e+29
1257,22976.25,0.055261729998089815,8410640000.0,0.6161162904188201,-292001.38388347626,0.4937872447838679,4.1881756833404445e+29
1257,22976.5,0.050575212204475355,8410640000.0,0.7091964282795611,-292001.2908039093,0.5848192425172587,4.8223609418186656e+29
1257,22976.75,0.07255920974039295,8410640000.0,-81044.96066190528,-373046.9606618881,1.5677582231705482,1.0968340083455516e+30
1258,22977.0,0.09715263351180745,8410640000.0,0.7828755355510453,-292001.21712493896,0.6765952354862048,5.4452243866699994e+29
1258,22977.25,0.08023000164254863,8410640000.0,-58975.639002130876,-350977.6390018463,2.8642405680535536,1.8123813223907677e+30
1258,22977.5,0.0761212079801916,8410640000.0,-6907.0906212366535,-298909.09062099457,0.977730267558056,7.400440161858966e+29
1258,22977.75,0.06567569817130275,8410640000.0,0.7720167700287967,-292001.22798347473,0.57437991063312,4.750518746999834e+29
1259,22978.0,0.11638011047536237,8410640000.0,0.88825656143927,-292001.1117429733,0.7442945424898808,5.895613848446774e+29
1259,22978.25,0.09378286096961738,8410640000.0,2.2045332273528215,-291999.79546642303,4.413564606132388,2.59856095346016e+30
1259,22978.5,0.05573720644728142,8410640000.0,0.5342728241212558,-292001.4657268524,0.4305885863314416,3.736460793919641e+29
1259,22978.75,0.08247463302449483,8410640000.0,0.6955048129254527,-292001.3044948578,0.5551416365563807,4.6175488928778545e+29
1260,22979.0,0.10437004273632625,8410640000.0,0.7954029709476191,-292001.20459747314,0.7039993774799808,5.6284035822618324e+29
1260,22979.25,0.04385307504264939,8410640000.0,0.7724019137550324,-292001.2275981903,0.7287465840685023,5.7928032513752564e+29
1260,22979.5,0.0934193245179307,8410640000.0,0.9226872693867095,-292001.0773124695,0.8148233560867284,6.357619895900455e+29
1260,22979.75,0.07893677047630955,8410640000.0,1.4796351007515571,-292000.52036476135,2.2622012030677707,1.4888502757371217e+30
1261,22980.0,0.10973188591830443,8410640000.0,-60872.05343432697,-352874.05343437195,2.414619003496997,1.5719866255968608e+30
1261,22980.25,0.09920628331056064,8410640000.0,-77113.91858154268,-369115.9185819626,1.943401302239425,1.3118285426936522e+30
1261,22980.5,0.09634892322157003,8410640000.0,0.6699100609113333,-292001.3300895691,0.5543156100385958,4.611822589888202e+29
1261,22980.75,0.0391704713436706,8410640000.0,-2.596206001005038,-292004.59620571136,0.46808351714358926,4.005694202028383e+29
1262,22981.0,0.10908010944846709,8410640000.0,1.2225603133703606,-292000.7774400711,1.0160765914784788,7.641530894670638e+29
1262,22981.25,0.03866142967385554,8410640000.0,-2.4051934022401174,-292004.40519332886,0.2559261276895152,2.421979834397298e+29
1262,22981.5,0.049146293635549176,8410640000.0,0.6948221601483909,-292001.3051776886,0.6054823335963826,4.9639366638115895e+29
1262,22981.75,0.12225146748446378,8410640000.0,77179.89590620909,-214822.10409355164,10.118056651908503,5.187872058561246e+30
1263,22982.0,0.03502024437331137,8410640000.0,-2.1870583422968495,-292004.1870584488,-0.051611936506548266,nan
1263,22982.25,0.0713884806216934,8410640000.0,-20765.70900823247,-312767.70900821686,0.9830907373241685,7.434235909023648e+29
1263,22982.5,0.09023968171428909,8410640000.0,1.5476697625699325,-292000.4523305893,3.961970874198878,2.3750225292445316e+30
1263,22982.75,0.06799591024786807,8410640000.0,0.8492703431484753,-292001.15073013306,0.7645189801098182,6.0288141300815274e+29
1264,22983.0,0.07722334790182395,8410640000.0,0.6766864123629971,-292001.3233137131,0.5504186034046593,4.584787959215264e+29
1264,22983.25,0.11495934888566302,8410640000.0,1.5611325121222335,-292000.43886756897,3.724265867590377,2.2556700102233702e+30
1264,22983.5,0.06514818113347626,8410640000.0,23137.148478200896,-268864.851521492,1.206395319338362,8.81690925764854e+29
1264,22983.75,0.08044981934516371,8410640000.0,51006.313671827964,-240995.68632793427,1.6349397378843027,1.1358643251273331e+30
1265,22984.0,0.10030371720960776,8410640000.0,18730.30239941394,-273271.6976003647,2.8002947679512875,1.778599335239171e+30
1265,22984.25,0.04000852639432549,8410640000.0,0.5192453287021263,-292001.4807548523,0.40858459176047063,3.576651746161364e+29
1265,22984.5,0.08709994708465277,8410640000.0,-26273.39616552017,-318275.3961658478,1.6028978727132834,1.1172830543932502e+30
1265,22984.75,0.07996306075773955,8410640000.0,-17624.22419825154,-309626.22419834137,1.1971011763190484,8.760267802662818e+29
1266,22985.0,0.07889086292216543,8410640000.0,-58246.88722956059,-350248.88722991943,1.8646498756828866,1.2673777604195078e+30
1266,22985.25,0.0642253536310537,8410640000.0,0.768229602077429,-292001.23177051544,0.5853107751444236,4.825738312700087e+29
1266,22985.5,0.0767880100963501,8410640000.0,0.904378774800007,-292001.095621109,0.8858201916353248,6.816001035887935e+29
1266,22985.75,0.041412141742619646,8410640000.0,0.49686013962765335,-292001.50313949585,0.4009026955822825,3.520525398318032e+29
1267,22986.0,0.09576289437059327,8410640000.0,1.0272492088488752,-292000.97275066376,0.875996416007373,6.752951168541682e+29
1267,22986.25,0.068698604709217,8410640000.0,0.615990010781263,-292001.38401031494,0.48004428091780044,4.090811029478037e+29
1267,22986.5,0.08584493895404686,8410640000.0,0.7717792470415467,-292001.22822093964,0.7065566684499942,5.645436166871913e+29
1267,22986.75,0.022006829362524846,8410640000.0,-2.269281525041467,-292004.2692813873,0.055805622277319104,6.80727503093e+28
1268,22987.0,0.07203083605219412,8410640000.0,0.6419421851056355,-292001.35805797577,0.5084091832061495,4.291273126091946e+29
1268,22987.25,0.06402530360882355,8410640000.0,9814.895286191319,-282187.10471343994,1.1325695313537731,8.364931646106315e+29
1268,22987.5,0.052685972540414586,8410640000.0,0.6798559137061784,-292001.32014369965,0.5158959850892945,4.343869719947413e+29
1268,22987.75,0.06913117324445144,8410640000.0,1.066172365189906,-292000.9338274002,1.0463782223726166,7.830970329618129e+29
1269,22988.0,0.05405201993420727,8410640000.0,0.9383005316003507,-292001.06169986725,0.7687185707680306,6.0563989982955395e+29
1269,22988.25,0.029213143491926188,8410640000.0,-2.359146656303329,-292004.35914707184,0.27545913100531955,2.575071619509032e+29
1269,22988.5,0.059907199286155885,8410640000.0,0.734678424019626,-292001.26532173157,1.1537674002837193,8.49519896112973e+29
1269,22988.75,0.10114062583039736,8410640000.0,-81659.66958293998,-373661.6695833206,2.304461337307073,1.5119921046746165e+30
1270,22989.0,0.09474610949527779,8410640000.0,0.7801031574969103,-292001.2198972702,0.6598420618401926,5.332632622175029e+29
1270,22989.25,0.05794131024328315,8410640000.0,0.5559886498407783,-292001.44401168823,0.45182992132748073,3.8894437159407155e+29
1270,22989.5,0.0641483284789838,8410640000.0,20341.789969453686,-271660.2100305557,0.9868729513052116,7.458062863338855e+29
1270,22989.75,0.08818080861947147,8410640000.0,0.8557938452531385,-292001.14420604706,0.7274201916439975,5.784015678366209e+29
1271,22990.0,0.07533636732746839,8410640000.0,0.8061064050755271,-292001.1938934326,0.6421797828940786,5.213413741735137e+29
1271,22990.25,0.1013262878559394,8410640000.0,1.1939246756522799,-292000.80607509613,1.5311858553113749,1.0754698967453347e+30
1271,22990.5,0.06335883865834337,8410640000.0,18074.267258645486,-273927.7327413559,1.0490811024983173,7.847823399588662e+29
1271,22990.75,0.07799393484164492,8410640000.0,50649.4337086504,-241352.56629180908,1.523852355329862,1.0711757782620074e+30
1272,22991.0,0.08677780241143819,8410640000.0,0.9674812635461238,-292001.03251838684,0.8482126001204282,6.573988416319783e+29
1272,22991.25,0.0685304658398657,8410640000.0,-53158.718169613836,-345160.71816921234,0.967894175716262,7.338346798097564e+29
1272,22991.5,0.05658423575456311,8410640000.0,0.776051963888115,-292001.2239484787,0.6868042068461409,5.513606787449978e+29
1272,22991.75,0.06689559775021411,8410640000.0,79291.28069372868,-212710.71930599213,1.1433986545502959,8.431530180200498e+29
1273,22992.0,0.07003919162345362,8410640000.0,1.3959980139620456,-292000.6040019989,1.2832551029509756,9.282589988930896e+29
1273,22992.25,0.09332624393130141,8410640000.0,66481.1383858037,-225520.8616142273,1.7805155253161944,1.2195411873698564e+30
1273,22992.5,0.10381301427659809,8410640000.0,1.643132648035472,-292000.3568677902,2.378569998284755,1.5524046993799253e+30
1273,22992.75,0.10019428531608918,8410640000.0,1.2426714435453683,-292000.7573289871,1.2506897706671949,9.085866115798899e+29
1274,22993.0,0.09159287731036254,8410640000.0,-50240.42320513484,-342242.4232053757,1.1553493743681387,8.504904592894726e+29
1274,22993.25,0.06302219636714745,8410640000.0,-3662.3132409660943,-295664.31324100494,1.2093671672138813,8.835005273943447e+29
1274,22993.5,0.06494611555745501,8410640000.0,-58466.64624263671,-350468.6462430954,1.7115378955887974,1.1800410110970916e+30
1274,22993.75,0.04289491279707281,8410640000.0,0.7153087556134686,-292001.28469085693,0.6457583356585466,5.23761235370929e+29
1275,22994.0,0.08982625310099637,8410640000.0,-9649.195606392474,-301651.1956062317,1.529226167092814,1.0743227408914211e+30
1275,22994.25,0.07219767624805036,8410640000.0,0.7985416319221054,-292001.2014579773,1.0834485935395204,8.06148889329473e+29
1275,22994.5,0.06410365939369433,8410640000.0,78859.19738086489,-213142.8026189804,1.3101408291964893,9.444377093295323e+29
1275,22994.75,0.0787299011405173,8410640000.0,0.707358942237391,-292001.29264068604,0.5961276107188913,4.899943053050617e+29
1276,22995.0,0.09945525822657665,8410640000.0,0.9073897684949623,-292001.0926103592,0.8019577352469341,6.273856323586044e+29
1276,22995.25,0.11230014778435478,8410640000.0,0.6458791860466432,-292001.3541212082,0.5286425937234227,4.4331265423411066e+29
1276,22995.5,0.050261806764322244,8410640000.0,0.6096772732234498,-292001.39032268524,0.4855433322189541,4.129825139244768e+29
1276,22995.75,0.06839641929308582,8410640000.0,63498.53728521505,-228503.46271514893,1.0507862949615843,7.85845193743581e+29
1277,22996.0,0.06580387350558059,8410640000.0,-48935.08491746488,-340937.0849170685,1.630857428573229,1.133500366800501e+30
1277,22996.25,0.07946806164975107,8410640000.0,-70566.5640170814,-362568.56401729584,1.341010366464938,9.62945661413044e+29
1277,22996.5,0.04644837232743158,8410640000.0,0.5515235916781872,-292001.4484767914,0.44342401254627084,3.829049739008329e+29
1277,22996.75,0.0910967504708064,8410640000.0,-26760.48333902776,-318762.4833393097,1.3077283805724762,9.429882739792081e+29
1278,22997.0,0.05498549875887207,8410640000.0,0.5849445157863817,-292001.41505527496,0.46598570934265915,3.9907283535319345e+29
1278,22997.25,0.07819291537934306,8410640000.0,34160.09535130101,-257841.90464878082,2.4983252833205976,1.617269839416737e+30
1278,22997.5,0.07077851446176593,8410640000.0,-55575.16211137619,-347577.16211128235,1.063605332560542,7.938261902682863e+29
1278,22997.75,0.09680504815267484,8410640000.0,0.8390937118771422,-292001.160905838,0.7389647089434811,5.860411113570646e+29
1279,22998.0,0.04051922901879608,8410640000.0,-2.82059109411262,-292004.8205909729,1.3861248393127195,9.898672520088915e+29
1279,22998.25,0.06160470274192982,8410640000.0,0.6734932353450901,-292001.3265066147,0.5134719329129342,4.326854181699429e+29
1279,22998.5,0.06136493436196894,8410640000.0,0.8572451505361679,-292001.14275455475,0.7778196237439768,6.1160930113387804e+29
1279,22998.75,0.1152907917283429,8410640000.0,1.2364023658694254,-292000.7635974884,1.7678161373305523,1.2122882984579674e+30
1280,22999.0,0.1099963052243607,8410640000.0,49151.8478243896,-242850.15217590332,3.3294797896962214,2.0545749434218228e+30
1280,22999.25,0.06397880413368148,8410640000.0,1.5840860589541352,-292000.41591358185,3.8672571449254503,2.3276135511028976e+30
1280,22999.5,0.06806225447514999,8410640000.0,62693.163420595825,-229308.83657932281,1.0413624770862124,7.799676775996168e+29
1280,22999.75,0.09545027407593251,8410640000.0,54341.0013961024,-237660.9986038208,3.939199649765179,2.3636418019670226e+30
1281,23000.0,0.06345278807358205,8410640000.0,1.5672407719547905,-292000.432759285,3.6719509533850214,2.2292343575444936e+30
1281,23000.25,0.06019613685330216,8410640000.0,79829.1856930848,-212172.81430721283,0.9266573477777447,7.076866119021172e+29
1281,23000.5,0.021650797593018294,8410640000.0,-2.0519770783993554,-292004.0519771576,-0.09076474398143802,nan
1281,23000.75,0.07581425481910029,8410640000.0,54463.88155095965,-237538.11844921112,1.9418927161304278,1.3109798869665276e+30
1282,23001.0,0.12979681362775264,8410640000.0,75705.50275725596,-216296.49724292755,3.3861123783296767,2.0836565760119437e+30
1282,23001.25,0.06160344379879489,8410640000.0,-15656.26892854934,-307658.26892852783,1.5670958609827745,1.0964478269044573e+30
1282,23001.5,0.037502269558704414,8410640000.0,0.6153887471395422,-292001.38461112976,0.45930790634312274,3.943013547456827e+29
1282,23001.75,0.04658274930478769,8410640000.0,0.7280769444772824,-292001.2719230652,0.531628859913868,4.453985432906482e+29
1283,23002.0,0.07650798525642405,8410640000.0,30212.768930166123,-261789.23106956482,1.8419411254464058,1.2545022811013237e+30
1283,23002.25,0.10031342980080618,8410640000.0,1.1134400364548511,-292000.88656044006,2.110988995072879,1.4054432344607483e+30
1283,23002.5,0.021516995259919854,8410640000.0,-2.1277374773921114,-292004.1277370453,0.02779882101196562,3.8085849702580395e+28
1283,23002.75,0.07703097332071085,8410640000.0,79453.1250277858,-212548.87497234344,3.732981770902125,2.2600682754707576e+30
1284,23003.0,0.06635617223631048,8410640000.0,0.8438929187148072,-292001.15610694885,0.7225017807600318,5.751407018430282e+29
1284,23003.25,0.10567011318305924,8410640000.0,1.1258187486123399,-292000.87418079376,0.9172562980865904,7.016985625305294e+29
1284,23003.5,0.07990005341275412,8410640000.0,15820.523892553214,-276181.47610759735,0.9006516384828193,6.910970477051139e+29
1284,23003.75,0.05670675120331811,8410640000.0,0.6069834150472672,-292001.3930168152,0.49649625512578405,4.2073145521683505e+29
1285,23004.0,0.07916274870363993,8410640000.0,0.943339633091768,-292001.05666065216,0.8517439606924708,6.596788402053789e+29
1285,23004.25,0.09549537843114701,8410640000.0,15671.77719401427,-276330.22280597687,2.9870653740851467,1.8769193333358508e+30
1285,23004.5,0.08790760135420156,8410640000.0,-31631.680751231674,-323633.68075084686,1.9460468138636002,1.3133165113110184e+30
1285,23004.75,0.08148718740242945,8410640000.0,-48877.1507624384,-340879.150762558,1.390565538739288,9.92509228365135e+29
1286,23005.0,0.08480218736006592,8410640000.0,-48061.759660221396,-340063.75965976715,1.1998934238461951,8.777292321496243e+29
1286,23005.25,0.06386839226372015,8410640000.0,33749.60585598958,-258252.39414405823,1.8415093061147654,1.2542571914179063e+30
1286,23005.5,0.04163157820793957,8410640000.0,0.5125825538486243,-292001.48741722107,0.41590299945874787,3.6299589344592314e+29
1286,23005.75,0.06930760882643125,8410640000.0,41000.22756636378,-251001.77243328094,1.0888802644812061,8.095153847862609e+29
1287,23006.0,0.10600818712222476,8410640000.0,1.1027738287681996,-292000.8972263336,0.9797766764733626,7.413345636172198e+29
1287,23006.25,0.08418987446128519,8410640000.0,76125.1840053552,-215876.8159942627,1.9468258909222453,1.3137546391042696e+30
1287,23006.5,0.04575946010887179,8410640000.0,-51218.86570526229,-343220.8657054901,0.7850369150397292,6.163348628198212e+29
1287,23006.75,0.07803587105245319,8410640000.0,-35067.963660909576,-327069.96366119385,1.4601979560893736,1.0337561708428177e+30
1288,23007.0,0.095694950752237,8410640000.0,70229.50195448547,-221772.49804592133,1.8529954677394043,1.2607731919109417e+30
1288,23007.25,0.12103904508617414,8410640000.0,0.70573933029246,-292001.2942609787,0.6073002377521147,4.9763533568363786e+29
1288,23007.5,0.07177247991327368,8410640000.0,-53540.89619328215,-345542.89619350433,1.2568080102025647,9.122890276449038e+29
1288,23007.75,0.02847227458346645,8410640000.0,-2.2595168985121163,-292004.259516716,0.19041869791046206,1.893068493055727e+29
1289,23008.0,0.06387108843918883,8410640000.0,2072.8968283965096,-289929.1031713486,1.0131105081608538,7.622937367519756e+29
1289,23008.25,0.06714839969389773,8410640000.0,0.6814579495325626,-292001.31854248047,0.5240239515817776,4.4008268636033084e+29
1289,23008.5,0.07659342957356753,8410640000.0,-64682.90378108907,-356684.9037809372,1.4030959480414802,9.99956582373784e+29
1289,23008.75,0.073150096188195,8410640000.0,46225.46110337635,-245776.53889656067,3.6961720241726677,2.2414814435620508e+30
1290,23009.0,0.09541478095490243,8410640000.0,-39718.184306583425,-331720.1843061447,3.453733327064167,2.118274977149159e+30
1290,23009.25,0.0817001986480541,8410640000.0,44890.662688762764,-247111.33731079102,2.197942270050399,1.45352298100803e+30
1290,23009.5,0.076334096437971,8410640000.0,59593.99060488025,-232408.0093946457,1.8661275113212377,1.2682146462692167e+30
1290,23009.75,0.07694405393558135,8410640000.0,0.8903387088395487,-292001.1096611023,1.5688002197332827,1.0974414755156995e+30
1291,23010.0,0.11837473201907335,8410640000.0,-16703.526277946414,-308705.5262775421,15.884176086740892,7.554613416112252e+30
1291,23010.25,0.11760700041026548,8410640000.0,1.6471320659256494,-292000.35286808014,3.947390164764085,2.3677365618297143e+30
1291,23010.5,0.08933569360817491,8410640000.0,1.1362803144968412,-292000.8637199402,0.9986739995254402,7.532308877416621e+29
1291,23010.75,0.07082599558566896,8410640000.0,0.7393071036405486,-292001.26069259644,0.553329491152881,4.6049846081436254e+29
1292,23011.0,0.0705013633046148,8410640000.0,1.2678630160083644,-292000.7321367264,1.8974636555354305,1.2859365979296403e+30
1292,23011.25,0.046201247042740645,8410640000.0,0.7854358754338867,-292001.2145643234,0.6897666442963171,5.533418175941477e+29
1292,23011.5,0.07538435588435355,8410640000.0,46281.72346679318,-245720.27653312683,2.4935363707912157,1.6146860412710879e+30
1292,23011.75,0.06754651499531365,8410640000.0,0.6033282292879177,-292001.39667129517,0.4880761343840523,4.147769799653045e+29
1293,23012.0,0.09249329574227187,8410640000.0,1.1076246863782908,-292000.89237499237,1.0194022773397442,7.662367913461972e+29
1293,23012.25,0.08585433523033897,8410640000.0,-52467.98275650681,-344469.9827566147,4.747737609671845,2.761514062092962e+30
1293,23012.5,0.09062896009540793,8410640000.0,19273.326190942007,-272728.6738090515,2.0281354823860682,1.3593223911882848e+30
1293,23012.75,0.05113157261626155,8410640000.0,0.762335470424939,-292001.2376642227,0.7130538324759718,5.688663789024826e+29
1294,23013.0,0.07285820799858393,8410640000.0,-63283.66016604507,-355285.66016578674,3.1242692078697467,1.9484923660648873e+30
1294,23013.25,0.07304270579886872,8410640000.0,0.9542067745306885,-292001.0457935333,0.7877762715491421,6.181265732850033e+29
1294,23013.5,0.05684268908186042,8410640000.0,0.8490656291609088,-292001.15093421936,0.7101582838069743,5.6694069613808144e+29
1294,23013.75,0.04929958880133535,8410640000.0,0.8155481527250029,-292001.1844520569,0.7109227498770235,5.674492307291783e+29
1295,23014.0,0.04156208981352251,8410640000.0,0.5089369760262393,-292001.491063118,0.3914990076676808,3.4515742699373715e+29
1295,23014.25,0.08238698255760307,8410640000.0,1.526005351127361,-292000.47399425507,3.248450585068476,2.0128213118811897e+30
1295,23014.5,0.04704180858277642,8410640000.0,0.8013808548490614,-292001.19861888885,0.6807962300875474,5.4733844413613595e+29
1295,23014.75,0.06800704955039587,8410640000.0,1.1305123908576142,-292000.86948776245,1.66217637908158,1.1516113153495093e+30
1296,23015.0,0.06603171080835597,8410640000.0,0.7715076624556465,-292001.2284927368,0.6640197132777207,5.360753183761181e+29
