i,timesec,power_total,downconfreq,dopp_firstmoment,exp_dopp, second_moment,RTEC
863,22582.0,45.935703201889936,8410640000.0,-26143.831125211032,-318145.8311252594,4.917553012046396,2.8435827881783783e+30
863,22582.25,46.27489512202272,8410640000.0,-26138.275644960573,-318140.27564525604,5.842057778768701,3.2825640440760423e+30
863,22582.5,45.63604849886623,8410640000.0,-26133.017156965794,-318135.01715660095,5.563211142523499,3.151468381074574e+30
863,22582.75,45.69724554327965,8410640000.0,-26127.405295249886,-318129.405295372,6.138766268484855,3.420917362377002e+30
864,22583.0,46.09673653911505,8410640000.0,-26121.925540716828,-318123.9255409241,5.243010423194447,2.99956954681736e+30
864,22583.25,46.61594367322002,8410640000.0,-26116.62857713728,-318118.62857723236,6.096994474946671,3.4015080472071405e+30
864,22583.5,47.653781790409624,8410640000.0,-26111.097523542943,-318113.09752368927,6.205229405544542,3.4517542618796446e+30
864,22583.75,46.633528173188616,8410640000.0,-26105.731004642435,-318107.73100471497,5.804637407487078,3.265033050092843e+30
865,22584.0,46.80298138620999,8410640000.0,-26100.226685759542,-318102.226685524,6.064770421556247,3.3865199585030583e+30
865,22584.25,46.24171717306733,8410640000.0,-26094.793747516127,-318096.7937479019,6.234886160937013,3.465496318515065e+30
865,22584.5,46.66386677728564,8410640000.0,-26089.396682226965,-318091.3966817856,6.137472958267214,3.420316755123156e+30
865,22584.75,46.937550119662234,8410640000.0,-26084.026195503648,-318086.0261955261,5.271170584829809,3.0129891010794925e+30
866,22585.0,46.74235038910286,8410640000.0,-26078.49985692195,-318080.49985694885,5.812370041509494,3.268657236320262e+30
866,22585.25,47.32364064992349,8410640000.0,-26072.96448425239,-318074.9644842148,5.498540728268599,3.120909726693392e+30
866,22585.5,46.314053380766275,8410640000.0,-26067.649096852423,-318069.64909648895,5.934267583883966,3.325683680383339e+30
866,22585.75,46.25923712048933,8410640000.0,-26062.07818360845,-318064.07818317413,5.48665761950532,3.1152881147975643e+30
867,22586.0,47.748818169837065,8410640000.0,-26056.77870224611,-318058.7787017822,6.368807935624949,3.527416929172496e+30
867,22586.25,44.77150422653615,8410640000.0,-26051.23541977086,-318053.23542022705,5.65202960002495,3.1933414472974923e+30
867,22586.5,44.10695021303863,8410640000.0,-26045.908276645805,-318047.9082765579,4.6244967678253674,2.701647821323461e+30
867,22586.75,47.186258306373034,8410640000.0,-26040.509472694564,-318042.509472847,5.860989102404526,3.2914260073804356e+30
868,22587.0,46.17127167760395,8410640000.0,-26035.086170459992,-318037.08617019653,6.185646539153437,3.4426741461754335e+30
868,22587.25,45.7037542340191,8410640000.0,-26029.50526317406,-318031.50526332855,5.788685653124901,3.257554123938166e+30
868,22587.5,46.34029345988631,8410640000.0,-26024.023865981148,-318026.02386569977,5.470064773772691,3.1074350432758695e+30
868,22587.75,46.67313653613251,8410640000.0,-26018.701579215478,-318020.70157909393,5.958675583825099,3.337078727284018e+30
869,22588.0,45.37470213530128,8410640000.0,-26013.190123346452,-318015.19012355804,4.49804989777945,2.639947106758987e+30
869,22588.25,46.94158756684745,8410640000.0,-26007.718110830425,-318009.7181110382,5.3030095563434525,3.028147388186699e+30
869,22588.5,46.22354404182413,8410640000.0,-26002.311528563445,-318004.3115282059,5.792081971690662,3.2591467639314653e+30
869,22588.75,46.94011394826224,8410640000.0,-25996.897481973036,-317998.89748191833,6.0317555604438935,3.371150276204629e+30
870,22589.0,47.27462046911488,8410640000.0,-25991.493245576992,-317993.4932451248,5.921820191835969,3.319869521381265e+30
870,22589.25,47.3005655848838,8410640000.0,-25985.957043958148,-317987.95704364777,6.077837886825896,3.392599508876313e+30
870,22589.5,46.99227697197563,8410640000.0,-25980.544799977793,-317982.5447998047,5.907119992096299,3.3130004551108264e+30
870,22589.75,47.146908377793594,8410640000.0,-25975.077609859203,-317977.07761001587,5.499068854367556,3.121159523377121e+30
871,22590.0,47.25783618387873,8410640000.0,-25969.637756507178,-317971.63775634766,5.945054381812248,3.3307205344388845e+30
871,22590.25,47.02852621974988,8410640000.0,-25964.210954294802,-317966.21095466614,6.037221775153537,3.3736959750887877e+30
871,22590.5,48.693599709750444,8410640000.0,-25958.76589427409,-317960.76589393616,6.325319194554309,3.507333311351599e+30
871,22590.75,46.98969879026468,8410640000.0,-25953.408839535514,-317955.40883922577,6.502755970364433,3.589132972067125e+30
872,22591.0,46.23716140803307,8410640000.0,-25948.02487290539,-317950.02487277985,5.616181123355756,3.176454138577941e+30
872,22591.25,47.14642167348268,8410640000.0,-25942.392387141495,-317944.39238739014,5.958059835669878,3.3367913566906996e+30
872,22591.5,47.983008526497784,8410640000.0,-25937.138956473063,-317939.13895606995,5.566162714878806,3.1528616674850653e+30
872,22591.75,45.58269614340065,8410640000.0,-25931.51257586494,-317933.5125761032,5.8959259984564385,3.3077678478440814e+30
873,22592.0,45.592318282410616,8410640000.0,-25926.090813839448,-317928.0908136368,6.3537617593340485,3.52047101977636e+30
873,22592.25,47.50954533925873,8410640000.0,-25920.667551284474,-317922.66755104065,6.080194039673232,3.393695461218386e+30
873,22592.5,46.17306934346517,8410640000.0,-25915.186110572613,-317917.1861104965,6.323339881292623,3.506418694479915e+30
873,22592.75,45.90571406241653,8410640000.0,-25909.869685139263,-317911.86968517303,5.286165789987789,3.0201300972786603e+30
874,22593.0,46.760974925959474,8410640000.0,-25904.256508071823,-317906.25650787354,6.584388437871637,3.626640756446693e+30
874,22593.25,46.26486065286744,8410640000.0,-25898.79023133237,-317900.7902317047,5.977582134343541,3.345900036754654e+30
874,22593.5,46.27877917560366,8410640000.0,-25893.423685755108,-317895.4236860275,6.114373710136839,3.4095860138619117e+30
874,22593.75,47.792516892811065,8410640000.0,-25887.908636552547,-317889.90863609314,5.8615713881694695,3.2916985061302546e+30
875,22594.0,47.06402986972025,8410640000.0,-25882.49765705142,-317884.4976568222,6.197121502150159,3.447995397496115e+30
875,22594.25,47.49914547917101,8410640000.0,-25877.02884983816,-317879.02884960175,6.062390293028001,3.3854123847818204e+30
875,22594.5,47.66294583832613,8410640000.0,-25871.59758948194,-317873.5975894928,6.019303191503694,3.365349583193343e+30
875,22594.75,47.186357251948714,8410640000.0,-25866.24908197885,-317868.24908161163,5.188248151669044,2.9734384396082334e+30
876,22595.0,46.53220219862659,8410640000.0,-25860.69241054131,-317862.69241046906,6.17706115515557,3.438691795019183e+30
876,22595.25,47.65986063317652,8410640000.0,-25855.351138223916,-317857.35113811493,6.652042893768031,3.657667322358133e+30
876,22595.5,46.54491644475843,8410640000.0,-25849.79288187505,-317851.79288196564,6.144289513371807,3.423482094350973e+30
876,22595.75,45.86727980670483,8410640000.0,-25844.258809433948,-317846.25880908966,5.975910996912303,3.3451205146241723e+30
877,22596.0,47.29761018194356,8410640000.0,-25838.971701951952,-317840.971701622,5.452347073127016,3.09904521522506e+30
877,22596.25,46.19252649112141,8410640000.0,-25833.444040703926,-317835.44404029846,5.932458054898897,3.3248385783456585e+30
877,22596.5,47.21288822051153,8410640000.0,-25827.995373088652,-317829.9953727722,6.478426680023634,3.577939215225783e+30
877,22596.75,46.531420414257575,8410640000.0,-25822.531825480422,-317824.5318250656,6.099530654444557,3.4026871166666215e+30
878,22597.0,45.660362845192914,8410640000.0,-25817.075087402365,-317819.0750875473,5.456337136201625,3.100935017885478e+30
878,22597.25,47.30994873060399,8410640000.0,-25811.589297882445,-317813.5892982483,6.640409493836358,3.652335963636507e+30
878,22597.5,46.10582684571706,8410640000.0,-25806.0903424585,-317808.09034252167,6.902894338715683,3.7722548275432025e+30
878,22597.75,47.15038180420773,8410640000.0,-25800.729258319712,-317802.7292585373,6.302985854758452,3.4970105719964416e+30
879,22598.0,46.968575901011235,8410640000.0,-25795.123956658877,-317797.1239566803,6.360606808817556,3.523631304545375e+30
879,22598.25,47.33646656623243,8410640000.0,-25789.699322596673,-317791.6993227005,6.030911005279357,3.370756919802527e+30
879,22598.5,47.42267472095978,8410640000.0,-25784.23726724535,-317786.2372674942,6.003538233444347,3.358002915229474e+30
879,22598.75,47.16021317130136,8410640000.0,-25778.80431889991,-317780.80431842804,5.896909419240883,3.308227611987531e+30
880,22599.0,46.76042366393379,8410640000.0,-25773.242755194795,-317775.2427549362,6.354370671680298,3.5207521709576875e+30
880,22599.25,44.97848918335212,8410640000.0,-25767.86556848672,-317769.865568161,4.485964200069133,2.634034775347224e+30
880,22599.5,48.28692101549648,8410640000.0,-25762.42075503725,-317764.42075538635,5.994868398449521,3.353961293491641e+30
880,22599.75,47.71144405355052,8410640000.0,-25756.972515978476,-317758.9725160599,4.550021085600652,2.665341384321013e+30
881,22600.0,46.57033409168645,8410640000.0,-25751.44859672117,-317753.44859695435,5.95495580236807,3.335342624281575e+30
881,22600.25,45.741328221682934,8410640000.0,-25746.057535722357,-317748.0575361252,5.92541462392288,3.3215486844445367e+30
881,22600.5,46.104411212333865,8410640000.0,-25740.559250264196,-317742.55924987793,6.028169958578362,3.369480198351611e+30
881,22600.75,46.307541295940574,8410640000.0,-25735.154099744464,-317737.1540994644,5.9358259987761315,3.326411470500946e+30
882,22601.0,46.39682277200496,8410640000.0,-25729.609193892433,-317731.6091938019,5.788888314991122,3.2576491627937856e+30
882,22601.25,45.643320304950066,8410640000.0,-25724.173716983667,-317726.1737165451,4.465916323562582,2.624221481030679e+30
882,22601.5,48.61192389828736,8410640000.0,-25718.724864709216,-317720.7248649597,6.109786792833334,3.407454360942902e+30
882,22601.75,47.256579029860475,8410640000.0,-25713.229055314194,-317715.22905540466,5.810325586226781,3.267699104580935e+30
883,22602.0,46.19580545019378,8410640000.0,-25707.82844921149,-317709.82844924927,4.627116278529203,2.7029230342016865e+30
883,22602.25,46.62565218778575,8410640000.0,-25702.330046807572,-317704.33004665375,5.971716639825,3.343163846313367e+30
883,22602.5,47.65922760078037,8410640000.0,-25696.872172349726,-317698.87217235565,6.277701323896211,3.4853163953178106e+30
883,22602.75,48.14886456568873,8410640000.0,-25691.41005505203,-317693.4100551605,6.0697075756177705,3.388817192598168e+30
884,22603.0,46.922930835134196,8410640000.0,-25685.904000010843,-317687.9040002823,5.152444787205776,2.9563291823728936e+30
884,22603.25,46.031549447686366,8410640000.0,-25680.448163499444,-317682.44816303253,5.9781428827546,3.346161596448372e+30
884,22603.5,48.19725160251919,8410640000.0,-25675.06989017078,-317677.0698900223,6.442668709900847,3.561474464335785e+30
884,22603.75,48.5294708875372,8410640000.0,-25669.573025923128,-317671.57302570343,5.962624391417158,3.338921524128512e+30
885,22604.0,48.495580867898354,8410640000.0,-25664.11071487022,-317666.1107149124,6.36279889645446,3.52464324767287e+30
885,22604.25,47.09572642166958,8410640000.0,-25658.59577462944,-317660.5957746506,6.165640692646238,3.4333929556680964e+30
885,22604.5,48.95690821418167,8410640000.0,-25653.07958444544,-317655.0795841217,6.161844119323362,3.4316310683272113e+30
885,22604.75,46.234898841019756,8410640000.0,-25647.61902868599,-317649.6190290451,6.31257436405036,3.501443242326576e+30
886,22605.0,46.702007302624125,8410640000.0,-25642.086944020637,-317644.0869436264,5.329341781543464,3.0406724972207757e+30
886,22605.25,48.38258534966642,8410640000.0,-25636.652619526798,-317638.6526193619,5.89658119223127,3.308074162299494e+30
886,22605.5,48.48318577980433,8410640000.0,-25631.20141062957,-317633.2014102936,5.720212275065342,3.2254114464723135e+30
886,22605.75,47.273469861065706,8410640000.0,-25625.711641973114,-317627.7116422653,6.137129766753808,3.4201573750382546e+30
887,22606.0,48.9951201788807,8410640000.0,-25620.30548593899,-317622.3054857254,6.745934149401628,3.700639238686979e+30
887,22606.25,48.38595898211242,8410640000.0,-25614.783864682486,-317616.783864975,5.826209127691876,3.275141433222128e+30
887,22606.5,47.51465056360316,8410640000.0,-25609.34271521017,-317611.34271526337,5.970637836985282,3.342660547573715e+30
887,22606.75,46.008163246885374,8410640000.0,-25603.90032702705,-317605.9003267288,5.90741755447697,3.3131395274175936e+30
888,22607.0,46.604603393715905,8410640000.0,-25598.393103548402,-317600.39310359955,5.907064200666888,3.3129743796323135e+30
888,22607.25,48.55762320485144,8410640000.0,-25592.816974657308,-317594.8169746399,5.3190084808647216,3.0357586221223703e+30
888,22607.5,47.714183055098175,8410640000.0,-25587.355608771755,-317589.3556089401,6.498200025092471,3.5870373415847955e+30
888,22607.75,45.06403507355579,8410640000.0,-25581.810872035534,-317583.81087207794,5.377967106721127,3.0637744225124684e+30
889,22608.0,46.3067497360428,8410640000.0,-25576.47950329954,-317578.4795036316,5.8487761308741435,3.2857095265681245e+30
889,22608.25,47.05858359619583,8410640000.0,-25570.933861521084,-317572.9338617325,6.034827028028302,3.372580752428064e+30
889,22608.5,46.562839746602755,8410640000.0,-25565.49363471065,-317567.4936351776,5.885865116112141,3.303063497952152e+30
889,22608.75,45.815542583140044,8410640000.0,-25560.03505590738,-317562.0350561142,4.541702236668402,2.661279873302576e+30
890,22609.0,48.15812262433303,8410640000.0,-25554.479049068374,-317556.47904872894,6.122680665293913,3.413445781368018e+30
890,22609.25,47.16517718070371,8410640000.0,-25548.938236095455,-317550.9382362366,5.18677820682774,2.9727363892606776e+30
890,22609.5,46.64855137359079,8410640000.0,-25543.55121561925,-317545.5512151718,6.1801864574726935,3.440141580784758e+30
890,22609.75,47.78378310032094,8410640000.0,-25538.081248849783,-317540.08124923706,5.241208081501918,2.998710243397251e+30
891,22610.0,46.56624951099745,8410640000.0,-25532.58835292592,-317534.58835315704,5.871946665298924,3.296553184143081e+30
891,22610.25,46.96869084039803,8410640000.0,-25527.13684858204,-317529.1368484497,5.8051404912085465,3.2652688634318415e+30
891,22610.5,45.37652112356946,8410640000.0,-25521.6469579154,-317523.64695835114,5.635523984106254,3.1855682943049405e+30
891,22610.75,46.43596431272668,8410640000.0,-25516.164452417932,-317518.1644525528,6.131673737791797,3.417623364659186e+30
892,22611.0,46.23927976125839,8410640000.0,-25510.754013163234,-317512.7540130615,5.838503314637439,3.280899626571635e+30
892,22611.25,46.95461879734854,8410640000.0,-25505.239079445604,-317507.2390794754,4.980981142772315,2.874114613164768e+30
892,22611.5,44.99532627465921,8410640000.0,-25499.712762560026,-317501.71276283264,5.863705435735616,3.2926971615570167e+30
892,22611.75,45.91574566191354,8410640000.0,-25494.245865424986,-317496.24586582184,6.079070939444671,3.3931730657711285e+30
893,22612.0,45.10282747227491,8410640000.0,-25488.820228326535,-317490.82022857666,4.733214774509784,2.754472945514697e+30
893,22612.25,46.07577882070903,8410640000.0,-25483.250208553225,-317485.2502088547,6.112780617223268,3.4088456947489073e+30
893,22612.5,48.085845997133006,8410640000.0,-25477.718210410803,-317479.71821022034,6.214812699769122,3.456196069454784e+30
893,22612.75,47.018571638756214,8410640000.0,-25472.28805699693,-317474.28805732727,6.241603281567754,3.4686073172844864e+30
894,22613.0,46.36102619835532,8410640000.0,-25466.794335696424,-317468.7943353653,5.9834253826190364,3.3486254046592246e+30
894,22613.25,47.05709577881319,8410640000.0,-25461.342159011383,-317463.34215927124,6.175655277296639,3.438039587300484e+30
894,22613.5,46.39145245876638,8410640000.0,-25455.81203858729,-317457.81203842163,5.942788600438094,3.3296626629455913e+30
894,22613.75,45.410743296851095,8410640000.0,-25450.38750990672,-317452.3875102997,5.643184434221323,3.1891763770476916e+30
895,22614.0,45.639342279281294,8410640000.0,-25445.008059066116,-317447.00805950165,5.606440243957574,3.171862357085397e+30
895,22614.25,47.6882002196041,8410640000.0,-25439.495884732434,-317441.4958848953,5.200991682393859,2.9795234022693277e+30
895,22614.5,45.10492520487843,8410640000.0,-25433.992994438664,-317435.9929943085,4.638498017187028,2.708462420881526e+30
895,22614.75,45.08002804533656,8410640000.0,-25428.393759135113,-317430.3937587738,5.960357957543116,3.337863868404176e+30
896,22615.0,46.22081035990528,8410640000.0,-25423.065340381592,-317425.0653400421,5.230554014673577,2.993629691506912e+30
896,22615.25,47.192755545755915,8410640000.0,-25417.43048588232,-317419.4304857254,6.380017915475591,3.532590120801555e+30
896,22615.5,44.97452289302929,8410640000.0,-25411.990933491532,-317413.9909334183,4.920007790090305,2.8447656383781577e+30
896,22615.75,47.34593419946977,8410640000.0,-25406.45653590184,-317408.45653629303,6.162476405783909,3.431924507984083e+30
897,22616.0,47.257307118061405,8410640000.0,-25400.891704501228,-317402.8917045593,5.347392560368232,3.0492525178829805e+30
897,22616.25,46.55936126598182,8410640000.0,-25395.515378431774,-317397.51537799835,5.50041962385486,3.12179840135047e+30
897,22616.5,46.000416536053706,8410640000.0,-25389.929481587085,-317391.92948150635,6.224462548048005,3.4606675711740867e+30
897,22616.75,47.659090133160674,8410640000.0,-25384.408876511956,-317386.40887641907,6.333391513167215,3.511062939006101e+30
898,22617.0,47.678770340148816,8410640000.0,-25378.85844461428,-317380.85844421387,5.571384918623832,3.155326501284282e+30
898,22617.25,47.19987672772443,8410640000.0,-25373.356838807413,-317375.35683918,6.452859360541107,3.56616829576065e+30
898,22617.5,44.93967079104212,8410640000.0,-25367.92933298856,-317369.92933273315,4.610516045909248,2.694839780769738e+30
898,22617.75,45.62698510799403,8410640000.0,-25362.46451773657,-317364.4645175934,6.099683426303939,3.4027581376711e+30
899,22618.0,46.59215231815449,8410640000.0,-25356.984219898848,-317358.9842195511,5.90387960308417,3.3114859126125e+30
899,22618.25,45.2389754406512,8410640000.0,-25351.459518898497,-317353.4595184326,6.357643772122538,3.5222633723980796e+30
899,22618.5,46.37193123276005,8410640000.0,-25346.001516158824,-317348.00151634216,6.775361387377793,3.7140868538410767e+30
899,22618.75,46.81494700512872,8410640000.0,-25340.51845657506,-317342.51845645905,6.136213118040039,3.41973167089509e+30
900,22619.0,46.18456183673164,8410640000.0,-25334.936474965238,-317336.9364748001,5.498411019346072,3.120848375471049e+30
900,22619.25,46.11304994083192,8410640000.0,-25329.430324796722,-317331.43032455444,5.982265679017607,3.348084538931346e+30
900,22619.5,45.661098744621604,8410640000.0,-25324.047531739154,-317326.0475320816,5.059692392788052,2.9119132340699826e+30
900,22619.75,47.12438679476877,8410640000.0,-25318.43668926559,-317320.43668937683,6.3568875762769474,3.521914245763208e+30
901,22620.0,46.83011787754403,8410640000.0,-25312.83606483635,-317314.83606529236,5.287812855072198,3.020914254436501e+30
901,22620.25,47.5933940991504,8410640000.0,-25307.45576695048,-317309.45576667786,7.052226029243998,3.8401382010811815e+30
901,22620.5,46.954690989199776,8410640000.0,-25301.980315208068,-317303.98031520844,6.339673328843452,3.513964758124598e+30
901,22620.75,45.69964091274736,8410640000.0,-25296.539002649308,-317298.5390024185,6.02500679120753,3.368006741779239e+30
902,22621.0,47.73666560316279,8410640000.0,-25290.952436323067,-317292.95243644714,6.189274011000414,3.444356480877186e+30
902,22621.25,45.56671612342677,8410640000.0,-25285.487230063234,-317287.4872303009,5.853317098544422,3.2878352327775407e+30
902,22621.5,44.92196336792957,8410640000.0,-25280.049509976016,-317282.04951000214,5.4751436654316175,3.1098392051205515e+30
902,22621.75,45.168013554680364,8410640000.0,-25274.45321602875,-317276.45321559906,5.890699272511149,3.305324059584875e+30
903,22622.0,45.77181502150643,8410640000.0,-25268.994928939315,-317270.99492931366,5.957025031192386,3.336308400729818e+30
903,22622.25,46.80329991991309,8410640000.0,-25263.504557660926,-317265.50455760956,6.710975591907514,3.684651214483316e+30
903,22622.5,44.628063466252264,8410640000.0,-25257.927246479398,-317259.92724609375,6.268342273252434,3.4809858150318827e+30
903,22622.75,46.148657694546,8410640000.0,-25252.49883362333,-317254.4988336563,5.767093375733965,3.2474251827385137e+30
904,22623.0,46.67793113503859,8410640000.0,-25246.913114226576,-317248.91311454773,5.247035042123572,3.001488188876617e+30
904,22623.25,47.94397277104561,8410640000.0,-25241.50542529129,-317243.5054254532,5.828790398079077,3.2763505833084166e+30
904,22623.5,47.21991977984677,8410640000.0,-25235.989101977782,-317237.9891023636,6.325453836189595,3.507395525900297e+30
904,22623.75,47.28248381566699,8410640000.0,-25230.452572059516,-317232.4525718689,6.576334087013384,3.6229434735479064e+30
905,22624.0,46.74793580656135,8410640000.0,-25224.85685623371,-317226.85685634613,5.505465455077979,3.1241847138452853e+30
905,22624.25,46.885180683133655,8410640000.0,-25219.26153542447,-317221.26153564453,5.0468320636433335,2.9057441992297745e+30
905,22624.5,47.5731542286796,8410640000.0,-25213.794779036823,-317215.79477882385,6.005494480122489,3.358914725265198e+30
905,22624.75,46.68753149496581,8410640000.0,-25208.335261725424,-317210.3352613449,5.848643459911781,3.285647416840778e+30
906,22625.0,47.179120279624705,8410640000.0,-25202.799801590703,-317204.7998018265,6.318188758887525,3.504038198997359e+30
906,22625.25,45.49204199718399,8410640000.0,-25197.277520071326,-317199.27752017975,6.207223727981429,3.452678714221062e+30
906,22625.5,46.94807752103739,8410640000.0,-25191.771515536508,-317193.77151584625,6.233107413168906,3.464672407400437e+30
906,22625.75,47.4644194718536,8410640000.0,-25186.245780816524,-317188.2457809448,5.904746879231846,3.3118912869571236e+30
907,22626.0,46.61267264188151,8410640000.0,-25180.686403772157,-317182.6864042282,5.221533187663016,2.9893266260838224e+30
907,22626.25,46.379545453007765,8410640000.0,-25175.16993018804,-317177.16993045807,5.998081233254117,3.355459135994533e+30
907,22626.5,47.56118212984208,8410640000.0,-25169.717689143225,-317171.71768951416,6.28011112901364,3.486431275884623e+30
907,22626.75,45.597433609452196,8410640000.0,-25164.088307292925,-317166.0883073807,5.358998245321347,3.054766462077099e+30
908,22627.0,46.793977785041946,8410640000.0,-25158.65038519388,-317160.65038490295,5.8265583012329385,3.2753050025624647e+30
908,22627.25,47.05138526869993,8410640000.0,-25153.126063839256,-317155.12606430054,5.823453720633434,3.2738506133897806e+30
908,22627.5,47.42549811073776,8410640000.0,-25147.584816474075,-317149.5848169327,6.007455223180173,3.3598285813993435e+30
908,22627.75,46.29464372178104,8410640000.0,-25142.143278146137,-317144.14327812195,5.27169779985902,3.0132402280780704e+30
909,22628.0,47.773843136234255,8410640000.0,-25136.636191043184,-317138.6361913681,7.091969351726739,3.8581642271748255e+30
909,22628.25,47.0112455809387,8410640000.0,-25131.03038409981,-317133.0303840637,5.165384076016014,2.9625147248952715e+30
909,22628.5,47.36211514467771,8410640000.0,-25125.361182416826,-317127.36118221283,6.113966920888612,3.4093969796987306e+30
909,22628.75,46.00551995834712,8410640000.0,-25119.769506687913,-317121.76950645447,6.39171340494695,3.537985751371498e+30
910,22629.0,46.480186015211544,8410640000.0,-25114.28705782055,-317116.2870578766,6.377601792230491,3.5314752542217585e+30
910,22629.25,47.227572484317236,8410640000.0,-25108.673551178385,-317110.67355155945,5.796264197836006,3.261107726750495e+30
910,22629.5,47.150426039183046,8410640000.0,-25103.130008284505,-317105.1300086975,6.4590182348033105,3.569004484939263e+30
910,22629.75,48.255498195726354,8410640000.0,-25097.51631936544,-317099.5163192749,6.220562358893078,3.4588604589175855e+30
911,22630.0,44.078209078509246,8410640000.0,-25091.989425524418,-317093.9894256592,5.404754299971958,3.076486152373055e+30
911,22630.25,46.929964608898665,8410640000.0,-25086.35708112625,-317088.35708141327,5.875522183006158,3.29822586712697e+30
911,22630.5,47.009341156620266,8410640000.0,-25080.781230268953,-317082.78122997284,5.799293132323389,3.262527786761749e+30
911,22630.75,46.44409151713246,8410640000.0,-25075.297038928573,-317077.297039032,5.762610951262491,3.2453216850345385e+30
912,22631.0,44.95504614754822,8410640000.0,-25069.803575841834,-317071.80357551575,5.620766885090168,3.178615374519195e+30
912,22631.25,46.75141169740889,8410640000.0,-25064.41509066988,-317066.4150905609,6.157274807601386,3.429510333985941e+30
912,22631.5,45.26824250946004,8410640000.0,-25059.008443643557,-317061.0084438324,6.364881962141836,3.525604808673711e+30
912,22631.75,46.018804992684615,8410640000.0,-25053.797807574283,-317055.7978076935,5.891454863369269,3.305677363133509e+30
913,22632.0,43.920016021994186,8410640000.0,-25048.457065238523,-317050.4570655823,5.621371861837178,3.1789004736852755e+30
913,22632.25,45.12813220549354,8410640000.0,-25043.071584535224,-317045.07158470154,5.717027043119855,3.223914683776956e+30
913,22632.5,45.4822302281053,8410640000.0,-25037.782969573786,-317039.7829694748,6.189254125726643,3.444347259010749e+30
913,22632.75,45.25554814966203,8410640000.0,-25032.526735312484,-317034.5267353058,5.966961333964299,3.3409452182268813e+30
914,22633.0,45.186599117954046,8410640000.0,-25027.165668456655,-317029.16566848755,5.892337359750264,3.3060899963404577e+30
914,22633.25,46.79498565047169,8410640000.0,-25021.658853302935,-317023.6588535309,5.898969463890773,3.3091906727106084e+30
914,22633.5,46.41352667461748,8410640000.0,-25016.099074850248,-317018.0990753174,5.484158630756067,3.11410564542848e+30
914,22633.75,47.40391956516926,8410640000.0,-25010.465448656276,-317012.4654483795,5.946266477751117,3.3312864227648784e+30
915,22634.0,46.55767518326544,8410640000.0,-25004.937206529652,-317006.9372062683,6.055788447343849,3.3823398894251364e+30
915,22634.25,46.53346480856333,8410640000.0,-24999.35112913286,-317001.35112953186,6.058076053275736,3.3834046031456745e+30
915,22634.5,45.86067145367049,8410640000.0,-24993.830232229466,-316995.83023262024,5.716592625981553,3.223710537366422e+30
915,22634.75,45.198241664316754,8410640000.0,-24988.374095487223,-316990.37409591675,6.058394209434912,3.383552676325598e+30
916,22635.0,45.92215130722042,8410640000.0,-24982.849350175376,-316984.8493499756,4.773521754942383,2.774006173960609e+30
916,22635.25,47.032717731827056,8410640000.0,-24977.43378613767,-316979.4337863922,6.040683615926857,3.375308008012197e+30
916,22635.5,46.874190672340134,8410640000.0,-24971.89908578891,-316973.89908599854,6.032280181433754,3.3713946168114484e+30
916,22635.75,45.8655869803246,8410640000.0,-24966.51326334996,-316968.5132637024,6.423429055007953,3.552609270086271e+30
917,22636.0,45.70691680509907,8410640000.0,-24960.80857693469,-316962.80857658386,5.618465374000211,3.177530725936976e+30
917,22636.25,46.97019265068686,8410640000.0,-24955.37692046629,-316957.3769207001,6.314444396540864,3.5023076085138797e+30
917,22636.5,46.7622407685769,8410640000.0,-24949.893824394298,-316951.89382457733,5.175911059129692,2.9675451753212434e+30
917,22636.75,46.97518893361186,8410640000.0,-24944.248875842688,-316946.248875618,6.194590240923077,3.446821724339657e+30
918,22637.0,46.260121044292156,8410640000.0,-24938.66985454668,-316940.6698541641,6.037296184360267,3.3737306259310637e+30
918,22637.25,47.81539440457656,8410640000.0,-24933.024553325755,-316935.02455329895,6.601943111183623,3.634696473422403e+30
918,22637.5,46.49799245033273,8410640000.0,-24927.514676345287,-316929.51467609406,6.608491411479297,3.637700528067313e+30
918,22637.75,45.28526521660628,8410640000.0,-24921.812750924146,-316923.81275081635,5.501801964920902,3.122452184767155e+30
919,22638.0,47.31448747873863,8410640000.0,-24916.41949536671,-316918.4194955826,6.116266136981861,3.4104653933383886e+30
919,22638.25,45.8085121263778,8410640000.0,-24910.7691700794,-316912.76916980743,5.3902007064584145,3.069581122713808e+30
919,22638.5,47.148914034050364,8410640000.0,-24905.313648127398,-316907.3136482239,5.937108712023164,3.3270104822234675e+30
919,22638.75,46.44646029985372,8410640000.0,-24899.730731664,-316901.7307319641,5.65580626147392,3.1951194956298637e+30
920,22639.0,46.78509314811568,8410640000.0,-24894.25862584241,-316896.2586259842,5.966129735283939,3.340557198576095e+30
920,22639.25,45.59011998874379,8410640000.0,-24888.785749679555,-316890.7857494354,5.576996441158476,3.1579746609520984e+30
920,22639.5,46.288015460197755,8410640000.0,-24883.198318440445,-316885.19831848145,6.062284693645985,3.385363243277486e+30
920,22639.75,46.63506191877112,8410640000.0,-24877.645112179118,-316879.64511203766,6.327059618925582,3.508137501126339e+30
921,22640.0,46.882161020106984,8410640000.0,-24872.313940968586,-316874.3139410019,5.635172453765783,3.185402703413513e+30
921,22640.25,45.97304156558965,8410640000.0,-24866.733090968948,-316868.73309135437,6.290984083390847,3.4914606909503864e+30
