YYYY DOY HR MN V
2021 287 12 5 378.3
2021 287 12 10 381.4
2021 287 12 15 379.9
2021 287 12 20 380.7
2021 287 12 25 380.5
2021 287 12 30 380.7
2021 287 12 35 379.0
2021 287 12 40 376.9
2021 287 12 45 376.8
2021 287 12 50 380.4
2021 287 12 55 381.5
2021 287 13 0 370.4
2021 287 13 5 365.3
2021 287 13 10 365.5
2021 287 13 15 366.4
2021 287 13 20 370.0
2021 287 13 25 371.0
2021 287 13 30 371.9
2021 287 13 35 373.2
2021 287 13 40 374.1
2021 287 13 45 375.2
2021 287 13 50 374.8
2021 287 13 55 377.2
2021 287 14 0 375.7
2021 287 14 5 378.1
2021 287 14 10 377.1
2021 287 14 15 377.2
2021 287 14 20 376.8
2021 287 14 25 375.7
2021 287 14 30 374.4
2021 287 14 35 374.4
2021 287 14 40 373.2
2021 287 14 45 373.6
2021 287 14 50 374.0
2021 287 14 55 373.8
2021 287 15 0 375.5
2021 287 15 5 371.4
2021 287 15 10 368.3
2021 287 15 15 368.1
2021 287 15 20 372.3
2021 287 15 25 376.7
2021 287 15 30 374.6
2021 287 15 35 375.6
2021 287 15 40 379.4
2021 287 15 45 377.4
2021 287 15 50 377.1
2021 287 15 55 380.5
2021 287 16 0 377.0
2021 287 16 5 378.2
2021 287 16 10 369.6
2021 287 16 15 370.5
2021 287 16 20 376.1
2021 287 16 25 382.2
2021 287 16 30 381.5
2021 287 16 35 381.1
2021 287 16 40 381.2
2021 287 16 45 379.6
2021 287 16 50 377.2
2021 287 16 55 375.6
2021 287 17 0 375.9
2021 287 17 5 376.2
2021 287 17 10 374.3
2021 287 17 15 370.6
2021 287 17 20 372.2
2021 287 17 25 373.3
2021 287 17 30 372.2
2021 287 17 35 369.1
2021 287 17 40 373.1
2021 287 17 45 371.6
2021 287 17 50 374.9
2021 287 17 55 374.4
2021 287 18 0 377.0
2021 287 18 5 376.8
2021 287 18 10 376.9
2021 287 18 15 376.9
2021 287 18 20 372.9
2021 287 18 25 371.2
2021 287 18 30 370.7
2021 287 18 35 372.5
2021 287 18 40 371.3
2021 287 18 45 371.2
2021 287 18 50 381.7
2021 287 18 55 382.9
2021 287 19 0 380.4
2021 287 19 5 378.5
2021 287 19 10 378.8
2021 287 19 15 384.2
2021 287 19 20 382.5
2021 287 19 25 379.2
2021 287 19 30 378.1
2021 287 19 35 376.8
2021 287 19 40 377.2
2021 287 19 45 377.1
2021 287 19 50 379.3
2021 287 19 55 380.3
2021 287 20 0 380.1
2021 287 20 5 380.4
2021 287 20 10 380.0
2021 287 20 15 379.4
2021 287 20 20 379.8
2021 287 20 25 379.8
2021 287 20 30 380.8
2021 287 20 35 380.3
2021 287 20 40 380.1
2021 287 20 45 380.7
2021 287 20 50 384.6
2021 287 20 55 383.9
2021 287 21 0 383.0
2021 287 21 5 383.0
2021 287 21 10 382.5
2021 287 21 15 382.1
2021 287 21 20 378.8
2021 287 21 25 379.1
2021 287 21 30 380.2
2021 287 21 35 380.1
2021 287 21 40 380.7
2021 287 21 45 381.8
2021 287 21 50 381.9
2021 287 21 55 384.2
2021 287 22 0 384.0
2021 287 22 5 384.8
2021 287 22 10 385.4
2021 287 22 15 386.0
2021 287 22 20 385.2
2021 287 22 25 384.7
2021 287 22 30 384.9
2021 287 22 35 384.7
2021 287 22 40 383.5
2021 287 22 45 383.6
2021 287 22 50 383.7
2021 287 22 55 383.7
2021 287 23 0 382.1
2021 287 23 5 382.2
2021 287 23 10 381.4
2021 287 23 15 381.2
2021 287 23 20 378.9
2021 287 23 25 379.2
2021 287 23 30 379.3
2021 287 23 35 378.8
2021 287 23 40 377.6
2021 287 23 45 377.7
2021 287 23 50 376.1
2021 287 23 55 376.4
