x, y
25.471620561322595, 275.0624087734529
22.664914718062192, 302.056669300641
21.20221525420368, 302.056669300641
19.183240185981315, 279.78437550389435
18.553914010812868, 218.5930387555482
17.64842290278862, 200.75910366518252
17.64842290278862, 170.78479277596227
14.568302763575293, 138.05320659336107
12.433644328821208, 107.85973979011646
4.067271876962664, 28.593448027939125
4.968459494466139, 26.711462415943636
4.686736206473575, 33.61186264585256
10.010059933200443, 63.635678027677564
8.98164316068908, 60.984593889531986
8.614850900813748, 56.97066286095014
10.436255644148758, 50.5714913766953
7.052274619956657, 30.86963544545775
8.614850900813748, 33.899140586890326
