ET_time(sec) 	 time(sec of day) 	 freq_residual(Hz=exp-theo) 	 exp_dopp 	 theo_dopp 
687452085.1823612	10416.00000	-2884.279652	18015.63190	20899.91155
687452085.4323612	10416.25000	-2883.064829	18016.81510	20899.87993
687452085.6823612	10416.50000	-2884.311305	18015.53700	20899.84830
687452085.9323612	10416.75000	-2882.223981	18017.59270	20899.81668
687452086.1823612	10417.00000	-2882.792155	18016.99290	20899.78506
687452086.4323612	10417.25000	-2885.503829	18014.24960	20899.75343
687452086.6823612	10417.50000	-2884.111402	18015.61040	20899.72180
687452086.9323612	10417.75000	-2881.374974	18018.31520	20899.69017
687452087.1823612	10418.00000	-2882.014045	18017.64450	20899.65855
687452087.4323612	10418.25000	-2882.252915	18017.37400	20899.62692
687452087.6823612	10418.50000	-2881.847484	18017.74780	20899.59528
687452087.9323612	10418.75000	-2883.099553	18016.46410	20899.56365
687452088.1823612	10419.00000	-2883.269320	18016.26270	20899.53202
687452088.4323612	10419.25000	-2882.255987	18017.24440	20899.50039
687452088.6823612	10419.50000	-2882.223753	18017.24500	20899.46875
687452088.9323612	10419.75000	-2881.741719	18017.69540	20899.43712
687452089.1823612	10420.00000	-2881.116683	18018.28880	20899.40548
687452089.4323612	10420.25000	-2882.071347	18017.30250	20899.37385
687452089.6823612	10420.50000	-2881.182608	18018.15960	20899.34221
687452089.9323612	10420.75000	-2880.937970	18018.37260	20899.31057
687452090.1823612	10421.00000	-2879.438730	18019.84020	20899.27893
687452090.4323612	10421.25000	-2880.773190	18018.47410	20899.24729
687452090.6823612	10421.50000	-2882.390449	18016.82520	20899.21565
687452090.9323612	10421.75000	-2877.840207	18021.34380	20899.18401
687452091.1823612	10422.00000	-2881.917664	18017.23470	20899.15236
687452091.4323612	10422.25000	-2879.011121	18020.10960	20899.12072
687452091.6823612	10422.50000	-2879.584477	18019.50460	20899.08908
687452091.9323612	10422.75000	351.730469	21250.78790	20899.05743
687452092.1823612	10423.00000	-2879.723584	18019.30220	20899.02578
687452092.4323612	10423.25000	-2879.838437	18019.15570	20898.99414
687452092.6823612	10423.50000	-2880.441090	18018.52140	20898.96249
687452092.9323612	10423.75000	-2877.426641	18021.50420	20898.93084
687452093.1823612	10424.00000	-2878.955991	18019.94320	20898.89919
687452093.4323612	10424.25000	-2878.864341	18020.00320	20898.86754
687452093.6823612	10424.50000	-2879.014489	18019.82140	20898.83589
687452093.9323612	10424.75000	-2879.197036	18019.60720	20898.80424
687452094.1823612	10425.00000	-2876.969483	18021.80310	20898.77258
687452094.4323612	10425.25000	-2876.821829	18021.91910	20898.74093
687452094.6823612	10425.50000	-2878.069275	18020.64000	20898.70927
687452094.9323612	10425.75000	-2879.012818	18019.66480	20898.67762
687452095.1823612	10426.00000	-2877.978962	18020.66700	20898.64596
687452095.4323612	10426.25000	-2877.533305	18021.08100	20898.61430
687452095.6823612	10426.50000	-2878.236445	18020.34620	20898.58265
687452095.9323612	10426.75000	-2877.257386	18021.29360	20898.55099
687452096.1823612	10427.00000	-2876.306126	18022.21320	20898.51933
687452096.4323612	10427.25000	-2877.227365	18021.26030	20898.48767
687452096.6823612	10427.50000	-2876.698904	18021.75710	20898.45600
687452096.9323612	10427.75000	-2877.196840	18021.22750	20898.42434
687452097.1823612	10428.00000	-2876.271977	18022.12070	20898.39268
687452097.4323612	10428.25000	-2876.277512	18022.08350	20898.36101
687452097.6823612	10428.50000	-2877.039746	18021.28960	20898.32935
687452097.9323612	10428.75000	-2874.663279	18023.63440	20898.29768
687452098.1823612	10429.00000	-2875.818913	18022.44710	20898.26601
687452098.4323612	10429.25000	-2874.933845	18023.30050	20898.23434
687452098.6823612	10429.50000	-2874.154876	18024.04780	20898.20268
687452098.9323612	10429.75000	-2872.488406	18025.68260	20898.17101
687452099.1823612	10430.00000	-2875.285636	18022.85370	20898.13934
687452099.4323612	10430.25000	-2873.592264	18024.51540	20898.10766
687452099.6823612	10430.50000	-2875.984392	18022.09160	20898.07599
687452099.9323612	10430.75000	-2872.672018	18025.37230	20898.04432
687452100.1823612	10431.00000	-2871.642745	18026.36990	20898.01264
687452100.4323612	10431.25000	-2871.660669	18026.32030	20897.98097
687452100.6823612	10431.50000	-2872.679294	18025.27000	20897.94929
687452100.9323612	10431.75000	-2871.664317	18026.25330	20897.91762
687452101.1823612	10432.00000	-2867.821440	18030.06450	20897.88594
687452101.4323612	10432.25000	352.903440	21250.75770	20897.85426
687452101.6823612	10432.50000	-2871.505681	18026.31690	20897.82258
687452101.9323612	10432.75000	-2872.469800	18025.32110	20897.79090
687452102.1823612	10433.00000	-2872.579920	18025.17930	20897.75922
687452102.4323612	10433.25000	-2871.482938	18026.24460	20897.72754
687452102.6823612	10433.50000	-2872.259855	18025.43600	20897.69586
687452102.9323612	10433.75000	-2872.266372	18025.39780	20897.66417
687452103.1823612	10434.00000	-2868.644887	18028.98760	20897.63249
687452103.4323612	10434.25000	-2869.359601	18028.24120	20897.60080
687452103.6823612	10434.50000	-2869.625115	18027.94400	20897.56911
687452103.9323612	10434.75000	-2871.916328	18025.62110	20897.53743
687452104.1823612	10435.00000	-2869.172940	18028.33280	20897.50574
687452104.4323612	10435.25000	-2870.057751	18027.41630	20897.47405
687452104.6823612	10435.50000	-2870.686262	18026.75610	20897.44236
687452104.9323612	10435.75000	-2869.800771	18027.60990	20897.41067
687452105.1823612	10436.00000	-2869.498179	18027.88080	20897.37898
687452105.4323612	10436.25000	-2869.555087	18027.79220	20897.34729
687452105.6823612	10436.50000	-2869.096193	18028.21940	20897.31559
687452105.9323612	10436.75000	-2868.957300	18028.32660	20897.28390
687452106.1823612	10437.00000	-2869.077204	18028.17500	20897.25220
687452106.4323612	10437.25000	-2867.950109	18029.27040	20897.22051
687452106.6823612	10437.50000	-2867.075512	18030.11330	20897.18881
687452106.9323612	10437.75000	-2867.504315	18029.65280	20897.15711
687452107.1823612	10438.00000	-2870.431816	18026.69360	20897.12542
687452107.4323612	10438.25000	-2868.592717	18028.50100	20897.09372
687452107.6823612	10438.50000	-2868.632316	18028.42970	20897.06202
687452107.9323612	10438.75000	-2868.530915	18028.49940	20897.03031
687452108.1823612	10439.00000	-2867.157113	18029.84150	20896.99861
687452108.4323612	10439.25000	-2868.867010	18028.09990	20896.96691
687452108.6823612	10439.50000	-2867.544007	18029.39120	20896.93521
687452108.9323612	10439.75000	-2872.744902	18024.15860	20896.90350
687452109.1823612	10440.00000	-2864.239497	18032.63230	20896.87180
687452109.4323612	10440.25000	-2865.199391	18031.64070	20896.84009
687452109.6823612	10440.50000	6852.405217	27749.21360	20896.80838
687452109.9323612	10440.75000	-2864.530275	18032.24640	20896.77668
687452110.1823612	10441.00000	-2864.599367	18032.14560	20896.74497
687452110.4323612	10441.25000	-2864.733057	18031.98020	20896.71326
687452110.6823612	10441.50000	-2863.470347	18033.21120	20896.68155
687452110.9323612	10441.75000	-2864.731335	18031.91850	20896.64984
687452111.1823612	10442.00000	-2864.856522	18031.76160	20896.61812
687452111.4323612	10442.25000	-2864.791609	18031.79480	20896.58641
687452111.6823612	10442.50000	-2863.857896	18032.69680	20896.55470
687452111.9323612	10442.75000	-2864.538781	18031.98420	20896.52298
687452112.1823612	10443.00000	-2864.640765	18031.85050	20896.49126
687452112.4323612	10443.25000	-2863.834748	18032.62480	20896.45955
687452112.6823612	10443.50000	-2866.015930	18030.41190	20896.42783
687452112.9323612	10443.75000	-2865.235611	18031.16050	20896.39611
687452113.1823612	10444.00000	-2862.912093	18033.45230	20896.36439
687452113.4323612	10444.25000	-2864.035172	18032.29750	20896.33267
687452113.6823612	10444.50000	-2863.937351	18032.36360	20896.30095
687452113.9323612	10444.75000	-2864.327929	18031.94130	20896.26923
687452114.1823612	10445.00000	-2864.649106	18031.58840	20896.23751
687452114.4323612	10445.25000	-2862.626883	18033.57890	20896.20578
687452114.6823612	10445.50000	-2864.025958	18032.14810	20896.17406
687452114.9323612	10445.75000	-2861.787433	18034.35490	20896.14233
687452115.1823612	10446.00000	-2863.097107	18033.01350	20896.11061
687452115.4323612	10446.25000	-2863.242179	18032.83670	20896.07888
687452115.6823612	10446.50000	-2861.302452	18034.74470	20896.04715
687452115.9323612	10446.75000	-2862.371222	18033.64420	20896.01542
687452116.1823612	10447.00000	-2862.047593	18033.93610	20895.98369
687452116.4323612	10447.25000	-2863.488262	18032.46370	20895.95196
687452116.6823612	10447.50000	-2862.043031	18033.87720	20895.92023
687452116.9323612	10447.75000	-2861.765799	18034.12270	20895.88850
687452117.1823612	10448.00000	-2861.771665	18034.08510	20895.85676
687452117.4323612	10448.25000	-2859.634231	18036.19080	20895.82503
687452117.6823612	10448.50000	-2861.961396	18033.83190	20895.79330
687452117.9323612	10448.75000	-2857.929760	18037.83180	20895.76156
687452118.1823612	10449.00000	-2860.340724	18035.38910	20895.72982
687452118.4323612	10449.25000	-2859.926887	18035.77120	20895.69809
687452118.6823612	10449.50000	-2859.811048	18035.85530	20895.66635
687452118.9323612	10449.75000	-2860.038909	18035.59570	20895.63461
687452119.1823612	10450.00000	-2859.484568	18036.11830	20895.60287
687452119.4323612	10450.25000	-2859.115827	18036.45530	20895.57113
687452119.6823612	10450.50000	-2858.594985	18036.94440	20895.53938
687452119.9323612	10450.75000	-2859.319043	18036.18860	20895.50764
687452120.1823612	10451.00000	-2859.456698	18036.01920	20895.47590
687452120.4323612	10451.25000	-2858.613554	18036.83060	20895.44415
687452120.6823612	10451.50000	-2858.167509	18037.24490	20895.41241
687452120.9323612	10451.75000	-2859.012562	18036.36810	20895.38066
687452121.1823612	10452.00000	-2859.133215	18036.21570	20895.34892
687452121.4323612	10452.25000	-2857.972668	18037.34450	20895.31717
687452121.6823612	10452.50000	-2858.342919	18036.94250	20895.28542
687452121.9323612	10452.75000	-2857.831769	18037.42190	20895.25367
687452122.1823612	10453.00000	-2858.346719	18036.87520	20895.22192
687452122.4323612	10453.25000	-2858.180067	18037.01010	20895.19017
687452122.6823612	10453.50000	-2856.879415	18038.27900	20895.15841
687452122.9323612	10453.75000	-2858.055561	18037.07110	20895.12666
687452123.1823612	10454.00000	-2856.829908	18038.26500	20895.09491
687452123.4323612	10454.25000	-2858.620452	18036.44270	20895.06315
687452123.6823612	10454.50000	-2854.764497	18040.26690	20895.03140
687452123.9323612	10454.75000	-2856.435840	18038.56380	20894.99964
687452124.1823612	10455.00000	-2855.620883	18039.34700	20894.96788
687452124.4323612	10455.25000	-2854.279924	18040.65620	20894.93612
687452124.6823612	10455.50000	-2861.607765	18033.29660	20894.90437
687452124.9323612	10455.75000	-2854.554404	18040.31820	20894.87260
687452125.1823612	10456.00000	-2857.189343	18037.65150	20894.84084
687452125.4323612	10456.25000	-2856.016082	18038.79300	20894.80908
687452125.6823612	10456.50000	-2854.889319	18039.88800	20894.77732
687452125.9323612	10456.75000	-2854.928755	18039.81680	20894.74556
687452126.1823612	10457.00000	-2855.610191	18039.10360	20894.71379
687452126.4323612	10457.25000	-2855.448425	18039.23360	20894.68203
687452126.6823612	10457.50000	-2855.457659	18039.19260	20894.65026
687452126.9323612	10457.75000	-2854.915692	18039.70280	20894.61849
687452127.1823612	10458.00000	-2855.878824	18038.70790	20894.58672
687452127.4323612	10458.25000	-2855.138555	18039.41640	20894.55496
687452127.6823612	10458.50000	-19105.599286	1788.92390	20894.52319
687452127.9323612	10458.75000	-2854.908316	18039.58310	20894.49142
687452128.1823612	10459.00000	-2854.515344	18039.94430	20894.45964
687452128.4323612	10459.25000	-2853.066572	18041.36130	20894.42787
687452128.6823612	10459.50000	-2856.062399	18038.33370	20894.39610
687452128.9323612	10459.75000	-2854.453425	18039.91090	20894.36432
687452129.1823612	10460.00000	-2853.830650	18040.50190	20894.33255
687452129.4323612	10460.25000	-2855.090274	18039.21050	20894.30077
687452129.6823612	10460.50000	-2853.380397	18040.88860	20894.26900
687452129.9323612	10460.75000	-2853.041120	18041.19610	20894.23722
687452130.1823612	10461.00000	-2852.493841	18041.71160	20894.20544
687452130.4323612	10461.25000	-2852.709363	18041.46430	20894.17366
687452130.6823612	10461.50000	-2853.251082	18040.89080	20894.14188
687452130.9323612	10461.75000	-2847.750201	18046.35990	20894.11010
687452131.1823612	10462.00000	-2853.068420	18041.00990	20894.07832
687452131.4323612	10462.25000	-2851.557536	18042.48900	20894.04654
687452131.6823612	10462.50000	-2847.372354	18046.64240	20894.01475
687452131.9323612	10462.75000	-2852.433069	18041.54990	20893.98297
687452132.1823612	10463.00000	-2853.587384	18040.36380	20893.95118
687452132.4323612	10463.25000	-2850.722697	18043.19670	20893.91940
687452132.6823612	10463.50000	-2851.451510	18042.43610	20893.88761
687452132.9323612	10463.75000	-2852.244422	18041.61140	20893.85582
687452133.1823612	10464.00000	-2851.594234	18042.22980	20893.82403
687452133.4323612	10464.25000	-2851.276244	18042.51600	20893.79224
687452133.6823612	10464.50000	-2849.626554	18044.13390	20893.76045
687452133.9323612	10464.75000	-2851.372562	18042.35610	20893.72866
687452134.1823612	10465.00000	-2851.891470	18041.80540	20893.69687
687452134.4323612	10465.25000	-2849.367077	18044.29800	20893.66508
687452134.6823612	10465.50000	-2850.795483	18042.83780	20893.63328
687452134.9323612	10465.75000	-2850.243287	18043.35820	20893.60149
687452135.1823612	10466.00000	-2848.518892	18045.05080	20893.56969
687452135.4323612	10466.25000	-2847.807896	18045.73000	20893.53790
687452135.6823612	10466.50000	-2848.329798	18045.17630	20893.50610
687452135.9323612	10466.75000	-2852.371900	18041.10240	20893.47430
687452136.1823612	10467.00000	-2848.820201	18044.62230	20893.44250
687452136.4323612	10467.25000	-2849.592601	18043.81810	20893.41070
687452136.6823612	10467.50000	-2849.074899	18044.30400	20893.37890
687452136.9323612	10467.75000	-2848.319398	18045.02770	20893.34710
687452137.1823612	10468.00000	-2848.756895	18044.55840	20893.31529
687452137.4323612	10468.25000	-2849.409992	18043.87350	20893.28349
687452137.6823612	10468.50000	-2848.425288	18044.82640	20893.25169
687452137.9323612	10468.75000	-2839.511482	18053.70840	20893.21988
687452138.1823612	10469.00000	-2846.216076	18046.97200	20893.18808
687452138.4323612	10469.25000	-2846.926570	18046.22970	20893.15627
687452138.6823612	10469.50000	-2846.495861	18046.62860	20893.12446
687452138.9323612	10469.75000	-2848.198852	18044.89380	20893.09265
687452139.1823612	10470.00000	-2847.715743	18045.34510	20893.06084
687452139.4323612	10470.25000	-2847.145132	18045.88390	20893.02903
687452139.6823612	10470.50000	-2849.254521	18043.74270	20892.99722
687452139.9323612	10470.75000	-2848.184209	18044.78120	20892.96541
687452140.1823612	10471.00000	-2847.373796	18045.55980	20892.93360
687452140.4323612	10471.25000	-2846.212281	18046.68950	20892.90178
687452140.6823612	10471.50000	-2847.597967	18045.27200	20892.86997
687452140.9323612	10471.75000	-2848.136151	18044.70200	20892.83815
687452141.1823612	10472.00000	-2847.034934	18045.77140	20892.80633
687452141.4323612	10472.25000	-2846.237217	18046.53730	20892.77452
687452141.6823612	10472.50000	-2844.803799	18047.93890	20892.74270
687452141.9323612	10472.75000	-2846.866780	18045.84410	20892.71088
687452142.1823612	10473.00000	-2845.974860	18046.70420	20892.67906
687452142.4323612	10473.25000	-2843.804438	18048.84280	20892.64724
687452142.6823612	10473.50000	-2844.797217	18047.81820	20892.61542
687452142.9323612	10473.75000	-2845.512195	18047.07140	20892.58359
687452143.1823612	10474.00000	-2844.681571	18047.87020	20892.55177
687452143.4323612	10474.25000	-2844.789547	18047.73040	20892.51995
687452143.6823612	10474.50000	-2845.191422	18047.29670	20892.48812
687452143.9323612	10474.75000	-2844.895996	18047.56030	20892.45630
687452144.1823612	10475.00000	-2843.567769	18048.85670	20892.42447
687452144.4323612	10475.25000	-2843.896541	18048.49610	20892.39264
687452144.6823612	10475.50000	-2842.861511	18049.49930	20892.36081
687452144.9323612	10475.75000	-2844.012882	18048.31610	20892.32898
687452145.1823612	10476.00000	-2843.750952	18048.54620	20892.29715
687452145.4323612	10476.25000	-2842.793121	18049.47220	20892.26532
687452145.6823612	10476.50000	-2841.502889	18050.73060	20892.23349
687452145.9323612	10476.75000	-2842.114156	18050.08750	20892.20166
687452146.1823612	10477.00000	-2842.612022	18049.55780	20892.16982
687452146.4323612	10477.25000	-2843.097287	18049.04070	20892.13799
687452146.6823612	10477.50000	-2842.110051	18049.99610	20892.10615
687452146.9323612	10477.75000	-2844.737815	18047.33650	20892.07432
687452147.1823612	10478.00000	-2841.402878	18050.63960	20892.04248
687452147.4323612	10478.25000	-2841.450140	18050.56050	20892.01064
687452147.6823612	10478.50000	-2841.196300	18050.78250	20891.97880
687452147.9323612	10478.75000	-2841.706560	18050.24040	20891.94696
687452148.1823612	10479.00000	-2843.589320	18048.32580	20891.91512
687452148.4323612	10479.25000	-2841.236677	18050.64660	20891.88328
687452148.6823612	10479.50000	-2840.713736	18051.13770	20891.85144
687452148.9323612	10479.75000	-2840.523292	18051.29630	20891.81959
687452149.1823612	10480.00000	-2841.058347	18050.72940	20891.78775
687452149.4323612	10480.25000	-2843.144203	18048.61170	20891.75590
687452149.6823612	10480.50000	-2841.206357	18050.51770	20891.72406
687452149.9323612	10480.75000	-2840.722010	18050.97020	20891.69221
687452150.1823612	10481.00000	-2843.072763	18048.58760	20891.66036
687452150.4323612	10481.25000	-2840.365913	18051.26260	20891.62851
687452150.6823612	10481.50000	-2839.767063	18051.82960	20891.59666
687452150.9323612	10481.75000	-2839.541014	18052.02380	20891.56481
687452151.1823612	10482.00000	-2840.054362	18051.47860	20891.53296
687452151.4323612	10482.25000	-2840.409611	18051.09150	20891.50111
687452151.6823612	10482.50000	-2839.741858	18051.72740	20891.46926
687452151.9323612	10482.75000	-2838.813204	18052.62420	20891.43740
687452152.1823612	10483.00000	-2838.482448	18052.92310	20891.40555
687452152.4323612	10483.25000	-2839.833393	18051.54030	20891.37369
687452152.6823612	10483.50000	-2838.323437	18053.01840	20891.34184
687452152.9323612	10483.75000	-2838.691480	18052.61850	20891.30998
687452153.1823612	10484.00000	-2837.818522	18053.45960	20891.27812
687452153.4323612	10484.25000	-2839.025263	18052.22100	20891.24626
687452153.6823612	10484.50000	-2837.380003	18053.83440	20891.21440
687452153.9323612	10484.75000	-2836.244742	18054.93780	20891.18254
687452154.1823612	10485.00000	-2840.321080	18050.82960	20891.15068
687452154.4323612	10485.25000	-2832.493617	18058.62520	20891.11882
687452154.6823612	10485.50000	-2836.744654	18054.34230	20891.08695
687452154.9323612	10485.75000	-2836.561290	18054.49380	20891.05509
687452155.1823612	10486.00000	-2836.307625	18054.71560	20891.02323
687452155.4323612	10486.25000	-2838.000359	18052.99100	20890.99136
687452155.6823612	10486.50000	-2836.496692	18054.46280	20890.95949
687452155.9323612	10486.75000	-2836.888025	18054.03960	20890.92762
687452156.1823612	10487.00000	-2838.612156	18052.28360	20890.89576
687452156.4323612	10487.25000	-2836.847987	18054.01590	20890.86389
687452156.6823612	10487.50000	-2837.352616	18053.47940	20890.83202
687452156.9323612	10487.75000	-2837.927845	18052.87230	20890.80015
687452157.1823612	10488.00000	-2837.690973	18053.07730	20890.76827
687452157.4323612	10488.25000	-2838.022201	18052.71420	20890.73640
687452157.6823612	10488.50000	-2836.471326	18054.23320	20890.70453
687452157.9323612	10488.75000	-2836.615852	18054.05680	20890.67265
687452158.1823612	10489.00000	-2843.347376	18047.29340	20890.64078
687452158.4323612	10489.25000	-2837.331500	18053.27740	20890.60890
687452158.6823612	10489.50000	-2836.472623	18054.10440	20890.57702
687452158.9323612	10489.75000	-2835.380745	18055.16440	20890.54514
687452159.1823612	10490.00000	-2835.586066	18054.92720	20890.51327
687452159.4323612	10490.25000	-2835.346286	18055.13510	20890.48139
687452159.6823612	10490.50000	-2834.884806	18055.56470	20890.44951
687452159.9323612	10490.75000	-2834.829724	18055.58790	20890.41762
687452160.1823612	10491.00000	-2835.274141	18055.11160	20890.38574
687452160.4323612	10491.25000	-2835.210058	18055.14380	20890.35386
687452160.6823612	10491.50000	-2834.299674	18056.02230	20890.32197
687452160.9323612	10491.75000	8538.634711	29428.92480	20890.29009
687452161.1823612	10492.00000	-2836.794804	18053.46340	20890.25820
687452161.4323612	10492.25000	-2833.917416	18056.30890	20890.22632
687452161.6823612	10492.50000	-2836.883829	18053.31060	20890.19443
687452161.9323612	10492.75000	-2834.837740	18055.32480	20890.16254
687452162.1823612	10493.00000	-2834.594451	18055.53620	20890.13065
687452162.4323612	10493.25000	-2834.368561	18055.73020	20890.09876
687452162.6823612	10493.50000	-2830.868469	18059.19840	20890.06687
687452162.9323612	10493.75000	-2833.368977	18056.66600	20890.03498
687452163.1823612	10494.00000	-2833.676485	18056.32660	20890.00308
687452163.4323612	10494.25000	-2832.905191	18057.06600	20889.97119
687452163.6823612	10494.50000	-2832.353796	18057.58550	20889.93930
687452163.9323612	10494.75000	-2832.233701	18057.67370	20889.90740
687452164.1823612	10495.00000	-2832.874805	18057.00070	20889.87550
687452164.4323612	10495.25000	-2831.374507	18058.46910	20889.84361
687452164.6823612	10495.50000	-2832.458010	18057.35370	20889.81171
687452164.9323612	10495.75000	-2832.364910	18057.41490	20889.77981
687452165.1823612	10496.00000	-2831.026811	18058.72110	20889.74791
687452165.4323612	10496.25000	-2833.400711	18056.31530	20889.71601
687452165.6823612	10496.50000	-2831.387410	18058.29670	20889.68411
687452165.9323612	10496.75000	-2830.414406	18059.23780	20889.65221
687452166.1823612	10497.00000	-2831.242303	18058.37800	20889.62030
687452166.4323612	10497.25000	-2830.941099	18058.64730	20889.58840
687452166.6823612	10497.50000	-2830.936095	18058.62040	20889.55649
687452166.9323612	10497.75000	-2830.378790	18059.14580	20889.52459
687452167.1823612	10498.00000	-2830.906883	18058.58580	20889.49268
687452167.4323612	10498.25000	-2830.627675	18058.83310	20889.46077
687452167.6823612	10498.50000	-2827.970266	18061.45860	20889.42887
687452167.9323612	10498.75000	-2829.450357	18059.94660	20889.39696
687452168.1823612	10499.00000	-2830.076147	18059.28890	20889.36505
687452168.4323612	10499.25000	-2830.172637	18059.16050	20889.33314
687452168.6823612	10499.50000	-2829.648224	18059.65300	20889.30122
687452168.9323612	10499.75000	-2826.451911	18062.81740	20889.26931
687452169.1823612	10500.00000	-2828.410198	18060.82720	20889.23740
687452169.4323612	10500.25000	-2827.380983	18061.82450	20889.20548
687452169.6823612	10500.50000	-2828.935168	18060.23840	20889.17357
687452169.9323612	10500.75000	-2828.712952	18060.42870	20889.14165
687452170.1823612	10501.00000	-2829.358435	18059.75130	20889.10974
687452170.4323612	10501.25000	-2830.186316	18058.89150	20889.07782
687452170.6823612	10501.50000	-2828.806598	18060.23930	20889.04590
687452170.9323612	10501.75000	-2829.629578	18059.38440	20889.01398
687452171.1823612	10502.00000	-2827.858258	18061.12380	20888.98206
687452171.4323612	10502.25000	-2828.253936	18060.69620	20888.95014
687452171.6823612	10502.50000	-2827.884614	18061.03360	20888.91821
687452171.9323612	10502.75000	-2827.874092	18061.01220	20888.88629
687452172.1823612	10503.00000	-2827.097267	18061.75710	20888.85437
687452172.4323612	10503.25000	-2827.492643	18061.32980	20888.82244
687452172.6823612	10503.50000	-2825.679216	18063.11130	20888.79052
687452172.9323612	10503.75000	361.936810	21250.69540	20888.75859
687452173.1823612	10504.00000	-2829.231563	18059.49510	20888.72666
687452173.4323612	10504.25000	-2825.003335	18063.69140	20888.69474
687452173.6823612	10504.50000	-2828.475305	18060.18750	20888.66280
687452173.9323612	10504.75000	-2827.438975	18061.19190	20888.63088
687452174.1823612	10505.00000	-2825.841044	18062.75790	20888.59894
687452174.4323612	10505.25000	-2826.487013	18062.08000	20888.56701
687452174.6823612	10505.50000	-2827.816980	18060.71810	20888.53508
687452174.9323612	10505.75000	-2826.352947	18062.15020	20888.50315
687452175.1823612	10506.00000	-2824.449912	18064.02130	20888.47121
687452175.4323612	10506.25000	-2825.677076	18062.76220	20888.43928
687452175.6823612	10506.50000	-2825.645041	18062.76230	20888.40734
687452175.9323612	10506.75000	-2824.927703	18063.44770	20888.37540
687452176.1823612	10507.00000	-2825.052166	18063.29130	20888.34347
687452176.4323612	10507.25000	-2825.635528	18062.67600	20888.31153
687452176.6823612	10507.50000	-2825.500387	18062.77920	20888.27959
687452176.9323612	10507.75000	-2825.197947	18063.04970	20888.24765
687452177.1823612	10508.00000	-2824.525906	18063.68980	20888.21571
687452177.4323612	10508.25000	-2825.484164	18062.69960	20888.18376
687452177.6823612	10508.50000	-2825.635520	18062.51630	20888.15182
687452177.9323612	10508.75000	-2823.412577	18064.70730	20888.11988
687452178.1823612	10509.00000	-2825.263031	18062.82490	20888.08793
687452178.4323612	10509.25000	-2824.750486	18063.30550	20888.05599
687452178.6823612	10509.50000	-2824.341740	18063.68230	20888.02404
687452178.9323612	10509.75000	-2823.017493	18064.97460	20887.99209
687452179.1823612	10510.00000	-2824.763145	18063.19700	20887.96014
