i timesec 	power_total 	dopp_firstmoment 	second_moment 		exp_dopp
1	10230.0	0.06800443177243501	1.0008373788216205	1.682897091196788	-6114542000.999163
1	10230.25	0.06786673018743992	0.8042814261731328	0.7182372483644689	-6114542001.195719
1	10230.5	0.06957285471459364	0.8361623219580097	0.7526696556937943	-6114542001.163837
1	10230.75	0.06794126550608735	0.8531267472756865	0.7642531495051759	-6114542001.146873
2	10231.0	0.06455039133293522	0.813503787948265	0.7272492868194904	-6114542001.186497
2	10231.25	0.07295468987704107	0.7990634041823098	0.7123171906498033	-6114542001.200937
2	10231.5	0.06624905895746672	0.8097174979838633	0.7236115950676757	-6114542001.190283
2	10231.75	0.06393640346644162	0.768291874748383	0.6780108577699644	-6114542001.231709
3	10232.0	0.0737523557072799	0.8122190918471531	0.7193320778119024	-6114542001.18778
3	10232.25	0.06588861195231602	1.1378252686183128	2.004931502067081	-6114542000.862175
3	10232.5	0.05535139235947296	0.851570351234456	0.7662893447242474	-6114542001.14843
3	10232.75	0.05523073834091955	0.7839391702498302	0.6967319442702984	-6114542001.216061
4	10233.0	0.051932669077439854	0.7951619594697421	0.7136140275460664	-6114542001.204838
4	10233.25	0.05372364518448709	0.8299310781593274	0.7424363881597233	-6114542001.170069
4	10233.5	0.05545084529109952	0.8471079299791231	0.7583886776289384	-6114542001.152892
4	10233.75	0.053817123825894896	0.8286279220422993	0.7450709924631851	-6114542001.171371
5	10234.0	0.05153008880879352	0.7949636686942423	0.7065868216203158	-6114542001.205036
5	10234.25	0.054175948441166126	0.8192181896517478	0.7312648891436763	-6114542001.180782
5	10234.5	0.051104598490479394	0.8231576815661327	0.7392933311226882	-6114542001.176842
5	10234.75	0.05225139971256727	0.8253715291655492	0.7374288933257133	-6114542001.174628
6	10235.0	0.051653873645058065	0.8124825382383861	0.7211644022584888	-6114542001.187517
6	10235.25	0.05714494911301026	1.0336624076242193	1.6562787231095397	-6114542000.966337
6	10235.5	0.052910249441265274	0.8356232210450826	0.7403966396899746	-6114542001.164377
6	10235.75	0.05124051329034992	0.7717236275625489	0.6871043613710084	-6114542001.228276
7	10236.0	0.05718721402497828	0.9644775151687711	1.3970478751108224	-6114542001.035522
7	10236.25	0.05541472601943422	0.8256876967958562	0.7371012713690631	-6114542001.174313
7	10236.5	0.055924299081109165	0.8091570709503026	0.7178953158903872	-6114542001.190844
7	10236.75	0.056415531229237925	0.8376570781856144	0.7490797761915491	-6114542001.162343
8	10237.0	0.05245052053353921	0.8095142293352017	0.7230703124182233	-6114542001.190486
8	10237.25	0.0558133819437756	0.7338965639338968	0.6502951289105702	-6114542001.266104
8	10237.5	0.0656193145042399	0.8092070598444323	0.7210308329574493	-6114542001.190793
8	10237.75	0.0681033139541152	0.8312810881656086	0.7488658011983267	-6114542001.168718
9	10238.0	0.061261943690094176	0.7854718813164665	0.6983285597628244	-6114542001.214528
9	10238.25	0.06622710192273282	0.8336232399793764	0.7355798064866215	-6114542001.166376
9	10238.5	0.06715405965376722	0.8360633841089633	0.743990915251133	-6114542001.163937
9	10238.75	0.06332742023579988	0.8284862834161745	0.7424508988994507	-6114542001.171514
10	10239.0	0.060245741086877753	0.7713591773430066	0.6793013127522325	-6114542001.2286415
10	10239.25	0.06859381044630541	0.8259470227378697	0.7424864361171446	-6114542001.174053
10	10239.5	0.07069528819138843	0.8374494799072292	0.7428662332645299	-6114542001.16255
10	10239.75	0.06520467136170037	0.8030558811280993	0.7224332821045177	-6114542001.196944
11	10240.0	0.06770093257062884	0.7848871961031605	0.6953187098801028	-6114542001.215113
11	10240.25	0.06680619310069741	0.8249227342185572	0.7337543924857015	-6114542001.175077
11	10240.5	0.0606127712954548	0.8030016190827881	0.7102579804747565	-6114542001.196999
11	10240.75	0.06638478448521415	0.8207779782520478	0.7345152607052071	-6114542001.179222
12	10241.0	0.0604078856390847	0.7711027186500092	0.6854705897536484	-6114542001.228897
12	10241.25	0.06816626030337045	1.0073799952135356	1.5580170331670375	-6114542000.99262
12	10241.5	0.05892859479553056	0.7911425053458444	0.7035172512830925	-6114542001.208858
12	10241.75	0.06625204567646985	0.8378227360907919	0.7516259952871432	-6114542001.162177
13	10242.0	0.0647056777992387	0.7810096067009332	0.6954828449852337	-6114542001.21899
13	10242.25	0.06544417045313364	0.8882567805999063	0.794426104483204	-6114542001.111744
13	10242.5	0.050798624670934565	0.8320711945050181	0.7360405267873499	-6114542001.167929
13	10242.75	0.04901123550867744	0.8349150425736412	0.7471813195236262	-6114542001.165085
14	10243.0	0.04862309656243465	0.8371169367930285	0.7416095902721627	-6114542001.162884
14	10243.25	0.04937796837251024	0.7766120196677714	0.6884332515068537	-6114542001.223389
14	10243.5	0.050374034617504476	0.8328405087614644	0.743917437053587	-6114542001.16716
14	10243.75	0.04633640912377324	0.8190889260672681	0.7280073685279458	-6114542001.180911
15	10244.0	0.04821658505312479	0.8008280716810916	0.7143252038496656	-6114542001.199172
15	10244.25	0.0533886009494307	0.7988514871474066	0.7089411302941458	-6114542001.201149
15	10244.5	0.049362746144869164	0.8068365322130086	0.7208273967450436	-6114542001.193163
15	10244.75	0.053389239486473006	0.8254390236638345	0.7333034032178056	-6114542001.174561
16	10245.0	0.04851651295044041	0.8009923715566116	0.7146688691805079	-6114542001.199007
16	10245.25	0.04761378104307601	0.8016521346329172	0.7106445189256763	-6114542001.198348
16	10245.5	0.05234961294000237	0.8246201732725107	0.7335080092062973	-6114542001.17538
16	10245.75	0.051758350351143706	0.8496370781828569	0.7637949608323324	-6114542001.150363
17	10246.0	0.05109036825679458	0.8208492274767377	0.7408891731967832	-6114542001.179151
17	10246.25	0.0481250626414619	0.8094287393560057	0.7220905322643298	-6114542001.190571
17	10246.5	0.051410020303769274	0.8363655435915472	0.7466116246247371	-6114542001.163634
17	10246.75	0.05280245558627499	0.8150115127571429	0.7192029446722179	-6114542001.184988
18	10247.0	0.047977495261025724	0.8088257009173443	0.7207154994990576	-6114542001.1911745
18	10247.25	0.05206898573635212	0.8249357092645829	0.7332639211327555	-6114542001.175064
18	10247.5	0.05177071326594911	0.8160482878881629	0.7251589757075397	-6114542001.183952
18	10247.75	0.04787026373415407	0.7889277717197367	0.7021326534948472	-6114542001.211073
19	10248.0	0.05358624343333124	0.8146711871078358	0.7256019720914434	-6114542001.185329
19	10248.25	0.04609797111572502	0.7960358686119781	0.7128654812357983	-6114542001.203964
19	10248.5	0.04849649585103908	0.7895539744320319	0.7056468327038208	-6114542001.210445
19	10248.75	0.0534134853875044	0.828478553816824	0.7420854418660756	-6114542001.171522
20	10249.0	0.04991819237307666	0.8156242235594741	0.7266078812547242	-6114542001.184376
20	10249.25	0.048105691306553296	0.8049894463422604	0.7134179922808048	-6114542001.195011
20	10249.5	0.05307871422527627	0.8250073718728805	0.7422120930513636	-6114542001.174993
20	10249.75	0.04896149349896038	0.8294983057203699	0.7438005819654453	-6114542001.170502
21	10250.0	0.04740656996477902	0.8085892245262298	0.7173963974463985	-6114542001.19141
21	10250.25	0.05268963877732073	0.7868011406963298	0.6963412178920325	-6114542001.213199
21	10250.5	0.0465133090473061	0.7920950740871744	0.6999508940805985	-6114542001.207905
21	10250.75	0.05157595608540373	0.8396250026621915	0.7525433436784572	-6114542001.160376
22	10251.0	0.048932574722342914	0.8014386678371014	0.7117967486801259	-6114542001.198561
22	10251.25	0.051436689583330204	0.7866640195859937	0.6971756208149634	-6114542001.213336
22	10251.5	0.049138121092802606	0.7941455927492513	0.6931549018787411	-6114542001.205854
22	10251.75	0.05261752584842057	0.854416777541837	0.7686591390907417	-6114542001.145583
23	10252.0	0.046350524787744714	0.8083916376195823	0.7252901991059131	-6114542001.191608
23	10252.25	0.051156045224717984	0.8235425607642988	0.7375027743335502	-6114542001.176457
23	10252.5	0.04829877063427098	0.8512288667849621	0.7517744427164202	-6114542001.148771
23	10252.75	0.04812137157262391	0.8092704962038259	0.7189186663229631	-6114542001.190729
24	10253.0	0.04443260626304973	0.7684350337587521	0.6794130052716615	-6114542001.231565
24	10253.25	0.04318688749854397	0.8252101199204247	0.7441391826436695	-6114542001.174789
24	10253.5	0.04116644650216048	0.7896799742953606	0.692858153111949	-6114542001.2103195
24	10253.75	0.0438515830222091	0.8029474210192349	0.7186649383067054	-6114542001.197052
25	10254.0	0.04600905395537519	0.8051172766184267	0.7100257577753981	-6114542001.194883
25	10254.25	0.0452886125903849	0.8401688607293758	0.7466701095797321	-6114542001.159831
25	10254.5	0.04010171279107049	0.7950789257265582	0.7070459653836108	-6114542001.204922
25	10254.75	0.042131285259676174	0.7962993077529872	0.7083660729831072	-6114542001.203701
26	10255.0	0.042692970761219466	0.8318033193683445	0.7481157043010721	-6114542001.168197
26	10255.25	0.04571782030807995	0.8205699629203342	0.7275714321177958	-6114542001.17943
26	10255.5	0.04382873685004712	0.7909388124206186	0.7066866959987432	-6114542001.209061
26	10255.75	0.04706173549656582	0.8382689759964466	0.743778037311594	-6114542001.161732
27	10256.0	0.04249967832960583	0.8185842616451765	0.73046587570476	-6114542001.181416
27	10256.25	0.04277941393282344	0.8103901165884494	0.7221046571455721	-6114542001.18961
27	10256.5	0.043881573458782505	0.8269628862302602	0.7417977598133111	-6114542001.173037
27	10256.75	0.04279453344396669	0.8426221861215307	0.7554397645833101	-6114542001.157377
28	10257.0	0.04417434694719827	0.7884370349969053	0.7045901411099794	-6114542001.211563
28	10257.25	0.04385413591417401	0.8214675967917594	0.7339136799495374	-6114542001.178533
28	10257.5	0.04153761266136943	0.9004497525357422	1.518166883403592	-6114542001.09955
28	10257.75	0.04929647451720405	0.799855615224232	0.7088588779642712	-6114542001.200144
29	10258.0	0.05001779932504963	0.8118583234803142	0.7223408317123254	-6114542001.188142
29	10258.25	0.049534655537457735	0.810868041414368	0.7196247038394427	-6114542001.189132
29	10258.5	0.04929900410684475	0.8265530608866011	0.7361104844944681	-6114542001.173447
29	10258.75	0.048089721057089536	0.8197140812742281	0.7318115633698282	-6114542001.180286
30	10259.0	0.05008650834030517	0.8169476518228478	0.729658651243854	-6114542001.183052
30	10259.25	0.04937359899760076	0.7950574637948584	0.7109254844677536	-6114542001.204943
30	10259.5	0.05363215522759213	0.8380608888291216	0.7485462954499883	-6114542001.16194
30	10259.75	0.0483835003146627	1.062500506199206	2.046155964809632	-6114542000.9375
31	10260.0	0.048384199037636	0.8036449642471991	0.7156945930664992	-6114542001.196355
31	10260.25	0.046824027810316034	0.7816058173021376	0.6990860113529815	-6114542001.218394
31	10260.5	0.05101135842337619	0.8497945653582103	0.756816530014901	-6114542001.150206
31	10260.75	0.04822515359991969	0.8243238805269468	0.7342380215917276	-6114542001.175676
32	10261.0	0.04986253660561475	0.8360871472218511	0.7492562108886277	-6114542001.163913
32	10261.25	0.0474331801345368	0.8172925460379559	0.7346726178889661	-6114542001.182707
32	10261.5	0.04902615791691341	0.7876929505194984	0.6986731183123652	-6114542001.212307
32	10261.75	0.04731605456128453	0.7709091855870346	0.6832519467811206	-6114542001.229091
33	10262.0	0.050457165616757456	0.8480402591432039	0.7607736364619712	-6114542001.15196
33	10262.25	0.044183918149330675	0.8018587427688325	0.7222090714735645	-6114542001.198141
33	10262.5	0.05461994587864061	1.0673943262307732	1.4826843001490344	-6114542000.932606
33	10262.75	0.048110206328939545	0.8214409668879247	0.7285286226143146	-6114542001.178558
34	10263.0	0.04729589832676868	0.8233345853585429	0.7326855441123423	-6114542001.176665
34	10263.25	0.048588738290870084	0.8605170921228729	0.7675117547672834	-6114542001.1394825
34	10263.5	0.042807837156240765	0.8087429375446632	0.7219723359194504	-6114542001.191257
34	10263.75	0.042524109184441834	0.8338136865380227	0.7496984947850164	-6114542001.166186
35	10264.0	0.04382350929869578	0.8110474744147554	0.7230236623969257	-6114542001.188952
35	10264.25	0.048823870600082774	1.0364606190338113	1.7068140147532715	-6114542000.963539
35	10264.5	0.04713365879947113	0.7911590555535533	0.7078500293893026	-6114542001.208841
35	10264.75	0.047989016497666494	0.8244721816537462	0.7349040581506615	-6114542001.175528
36	10265.0	0.04483868907235425	0.8398566545587096	0.7533161123600153	-6114542001.160143
36	10265.25	0.044660501138393344	0.8878893219689129	0.7865427099100337	-6114542001.11211
36	10265.5	0.04200930212713683	0.8054933998146964	0.7199941346084021	-6114542001.194507
36	10265.75	0.04511022508425967	0.7873557716550402	0.7022863474149263	-6114542001.212645
37	10266.0	0.046103336090578796	0.80514823274688	0.717299822154874	-6114542001.194852
37	10266.25	0.04275153270322409	0.799675245339404	0.7159251978026135	-6114542001.200325
37	10266.5	0.04317887342623681	0.8224923449866625	0.7320994389795509	-6114542001.177507
37	10266.75	0.042945989250839714	0.8159117446519376	0.7269578588197109	-6114542001.184088
38	10267.0	0.04768879752427375	0.8532661129351033	0.7630640654359195	-6114542001.146734
38	10267.25	0.042382210075553636	0.7792010892345852	0.6893161826308886	-6114542001.2207985
38	10267.5	0.04384558865101959	0.7554643093661799	0.6724610754487312	-6114542001.244535
38	10267.75	0.04493823463355065	0.7790783555348223	0.694946256675638	-6114542001.2209215
39	10268.0	0.050090790484945934	0.810319046625026	0.7228662779062006	-6114542001.189681
39	10268.25	0.047022016172243594	0.8058499075546641	0.7152691433313872	-6114542001.19415
39	10268.5	0.04935568520147866	0.8456363484402878	0.7469724112501673	-6114542001.154364
39	10268.75	0.040175911775351764	0.7871904416886578	0.6907818769885758	-6114542001.21281
40	10269.0	0.043418090425155834	0.8009326592662073	0.7202913896071292	-6114542001.199067
40	10269.25	0.04269810893177079	0.7862515996953772	0.7047867621051246	-6114542001.213749
40	10269.5	0.0469317412201737	0.8419677018939579	0.752844882153775	-6114542001.158032
40	10269.75	0.04708354568772052	1.0508026275471867	1.6514044216931956	-6114542000.949198
41	10270.0	0.045220858835111	0.8149008802775165	0.7296121512587813	-6114542001.185099
41	10270.25	0.04652830359787276	0.8378776599744064	0.7495322559569079	-6114542001.162123
41	10270.5	0.046866980723169374	0.828055206022476	0.7396243752702208	-6114542001.171945
41	10270.75	0.0507744566295821	0.8383623071135891	0.7513938717160185	-6114542001.161638
42	10271.0	0.04501285346120252	0.8213035432356536	0.7289787925876381	-6114542001.178697
42	10271.25	0.05099247024235528	0.8317916331055348	0.7379871939284597	-6114542001.168209
42	10271.5	0.04661756991462877	0.8486132662864938	0.7605964790796921	-6114542001.151386
42	10271.75	0.04493483966683465	0.7999815318712776	0.7174557317617042	-6114542001.200018
43	10272.0	0.045401027121210746	0.7819093740842621	0.6896880484393706	-6114542001.21809
43	10272.25	0.047587938623818646	0.846878898484784	0.7547096588632731	-6114542001.153121
43	10272.5	0.04824296385504642	0.8105212398774686	0.7210837429937478	-6114542001.189479
43	10272.75	0.06091086395192365	0.8402415479541071	0.747604986279437	-6114542001.159759
44	10273.0	0.06339575813972215	0.9881177703694649	1.4218671501424145	-6114542001.011883
44	10273.25	0.059744414170212506	0.8352553152029735	0.7481543541110525	-6114542001.164745
44	10273.5	0.06092193372889124	0.8291252074859836	0.739985320967145	-6114542001.170875
44	10273.75	0.0628554051002057	0.8304999114217182	0.7446136840402378	-6114542001.1695
